"A" "M_bin" "Ycen_noint" "Y_cont_noint" "Y_bin_noint" "Y_count_noint" "cen" "C" "delta"
"1939" 0 0 0.0252849538890597 -3.94516886755226 0 4 0.0686334816700916 0.32430933578219 0
"1940" 0 1 0.0485237035643866 -2.63916930248542 1 3 0.0686334816700916 1.78395036138516 0
"1941" 0 0 0.0225196957869264 -4.30173582767983 0 5 0.0686334816700916 0.75462395189553 0
"1942" 1 0 0.0686334816700916 -1.88683015139676 0 6 0.0686334816700916 0.551377142031436 1
"1943" 1 1 0.00484611712648329 -3.38368345637586 0 5 0.0686334816700916 0.794727538576084 0
"1944" 0 1 0.0183199520167811 -2.04715723393743 0 2 0.0686334816700916 1.53723315953961 0
"1945" 0 0 0.0575869496549311 -5.79320532804582 0 3 0.0686334816700916 -0.703405630830814 0
"1946" 1 1 0.059320428585604 -4.39338227117308 0 4 0.0686334816700916 2.14781881259047 0
"1947" 1 1 0.0195282887132651 -2.90277785304723 0 3 0.0686334816700916 2.35345436978376 0
"1948" 0 1 0.0278048771697624 -3.36113774612674 0 3 0.0686334816700916 -0.00156274938486645 0
"1949" 1 0 0.0454494682942676 -2.18932455129406 0 0 0.0686334816700916 2.03670257208612 0
"1950" 0 1 0.0686334816700916 -5.56325073943829 0 1 0.0686334816700916 0.80010331328035 1
"1951" 1 0 0.0686334816700916 -3.86688740180077 0 6 0.0686334816700916 0.285878279602642 1
"1952" 0 1 0.0071577019188946 -3.72415594072636 0 4 0.0686334816700916 0.902677402215795 0
"1953" 0 1 0.0446131042281501 -3.41598177339886 0 1 0.0686334816700916 1.09868080712218 0
"1954" 0 1 0.0068224913263474 -3.37085637606859 0 6 0.0686334816700916 0.562396298791261 0
"1955" 0 1 0.0686334816700916 -4.08979660184754 0 5 0.0686334816700916 1.21209141159988 1
"1956" 1 0 0.0686334816700916 -3.67273277760387 0 4 0.0686334816700916 2.34328840530444 1
"1957" 1 1 0.0520979841764113 -1.38497881906255 0 2 0.0686334816700916 2.03115832343005 0
"1958" 0 0 0.0307061314707154 -2.83224827269092 0 3 0.0686334816700916 0.9198731071089 0
"1959" 1 1 0.0549220661743482 -4.20199625396271 0 5 0.0686334816700916 0.432502786297307 0
"1960" 1 1 0.0686334816700916 -3.93956827532001 0 0 0.0686334816700916 0.599761479947557 1
"1961" 1 0 0.0239132291142151 -3.74866721142264 0 7 0.0686334816700916 0.817011443796828 0
"1962" 1 0 0.023378490201061 -3.08248698622771 0 1 0.0686334816700916 0.238358692549809 0
"1963" 1 0 0.00576530369492563 -0.871809873589277 0 4 0.0686334816700916 2.70149935722412 0
"1964" 0 0 0.0192693936410902 -4.80251582397985 0 0 0.0686334816700916 0.251105135510569 0
"1965" 1 0 0.0686334816700916 -2.11716668744311 0 7 0.0686334816700916 1.06322120350779 1
"1966" 1 1 0.0686334816700916 -2.86856957449551 1 2 0.0686334816700916 2.17747738246793 1
"1967" 0 1 0.0536042165929994 -2.1128275991699 0 3 0.0686334816700916 1.47463579484755 0
"1968" 1 0 0.00460457330897877 -5.92580017370568 0 0 0.0686334816700916 1.29113366968713 0
"1969" 1 0 0.0301201053390701 -4.53423323562827 0 4 0.0686334816700916 0.460152209909208 0
"1970" 0 1 0.0686334816700916 -3.11698257230475 0 3 0.0686334816700916 0.734163901156155 1
"1971" 0 1 0.0267770854757348 -3.47486698330399 0 3 0.0686334816700916 1.74715002393308 0
"1972" 0 1 0.0564722672147728 -2.5370264827944 0 2 0.0686334816700916 0.300724418354937 0
"1973" 0 1 0.0686334816700916 -3.64443557245722 0 2 0.0686334816700916 1.52498057766793 1
"1974" 0 1 0.0686334816700916 -3.63251073616313 0 2 0.0686334816700916 2.6000649809557 1
"1975" 1 1 0.0686334816700916 -2.14078589425819 0 3 0.0686334816700916 1.97955026285851 1
"1976" 0 0 0.0307636372758717 -3.0348774125499 0 4 0.0686334816700916 -0.053127441588354 0
"1977" 0 1 0.0686334816700916 -3.05031510530144 0 2 0.0686334816700916 0.667248768973354 1
"1978" 1 0 0.0356802543161991 -3.92279585040739 0 2 0.0686334816700916 0.764014802169871 0
"1979" 1 0 0.0686334816700916 -3.45784088015774 1 7 0.0686334816700916 -0.0218447227495389 1
"1980" 1 0 0.0191827475629582 -2.34439776296786 0 2 0.0686334816700916 0.213751520492041 0
"1981" 0 0 0.018957366558933 -1.76340165020131 1 4 0.0686334816700916 0.183030108027823 0
"1982" 0 0 0.00881513424459963 -1.88727218156827 0 9 0.0686334816700916 0.419806686522884 0
"1983" 0 1 0.00831274378761607 -4.59730202963123 0 2 0.0686334816700916 -0.455511084570865 0
"1984" 0 0 0.0686334816700916 -2.7474449006082 0 4 0.0686334816700916 0.583224030074062 1
"1985" 1 0 0.0677851385430296 -3.02841904075768 1 2 0.0686334816700916 2.03929020923516 0
"1986" 1 0 0.0686334816700916 -2.32801225348531 0 1 0.0686334816700916 0.344626035830099 1
"1987" 0 1 0.0303896142935932 -2.83568806076359 1 4 0.0686334816700916 2.05650753022757 0
"1988" 0 0 0.000551300785365063 -3.17718126045554 0 5 0.0686334816700916 -0.713224820266262 0
"1989" 0 0 0.0686334816700916 -2.27664959199168 0 2 0.0686334816700916 1.57614564779782 1
"1990" 1 1 0.00122894792005014 -2.80825425637031 0 5 0.0686334816700916 0.894481279160949 0
"1991" 0 0 0.0154232941506785 -5.58392411103084 0 4 0.0686334816700916 1.04054636147962 0
"1992" 0 0 0.00784913863748319 -4.26179205512304 0 3 0.0686334816700916 0.0446124605351508 0
"1993" 0 1 0.0686334816700916 -1.5091710855828 0 2 0.0686334816700916 2.19401252869362 1
"1994" 1 0 0.0686334816700916 -3.01078416549501 0 3 0.0686334816700916 0.420855536792205 1
"1995" 1 1 0.0633918923813057 -3.88305448349547 0 5 0.0686334816700916 1.24366498812239 0
"1996" 0 0 0.0279039683370303 -4.55113999410745 0 2 0.0686334816700916 0.316239602562594 0
"1997" 0 0 0.0623032368195886 -1.72752899753295 0 4 0.0686334816700916 1.43633843000862 0
"1998" 0 1 0.038306637919997 -2.59345116326836 0 4 0.0686334816700916 1.81504718389447 0
"1999" 0 1 0.000658101843870005 -3.585003453653 1 5 0.0686334816700916 0.914340275301647 0
"2000" 1 1 0.0232528353575307 -3.20142114444853 0 4 0.0686334816700916 -0.906449552973401 0
"2001" 1 0 0.0433071288110394 -1.93904650918225 0 5 0.0686334816700916 -0.615847250607946 0
"2002" 1 0 0.0474127330558837 -2.13416382236335 0 2 0.0686334816700916 1.68887111837663 0
"2003" 1 0 0.0315487275578332 -2.87098709566995 0 2 0.0686334816700916 0.305648580584849 0
"2004" 0 1 0.00109007010782089 -3.37851161408248 0 2 0.0686334816700916 0.348452705669031 0
"2005" 1 0 0.0686334816700916 -4.21213526540291 0 2 0.0686334816700916 0.649703869590019 1
"2006" 1 1 0.00794805755088349 -2.79419365373471 0 3 0.0686334816700916 1.55449438179254 0
"2007" 1 1 0.0234920257941808 -2.77130720400309 1 4 0.0686334816700916 2.88703247367404 0
"2008" 0 1 0.00229611799346896 -0.990437375957972 0 7 0.0686334816700916 1.75347176676994 0
"2009" 1 1 0.0162910428385824 -3.20599380578381 0 3 0.0686334816700916 -1.70908117772945 0
"2010" 0 0 0.0159591712412367 -3.31191921200013 0 4 0.0686334816700916 -0.993353018912247 0
"2011" 1 1 0.00666122003494023 -3.24617727591793 0 2 0.0686334816700916 0.371724746698001 0
"2012" 0 1 0.0171291319395436 -3.95321436733354 0 4 0.0686334816700916 -0.803013237620329 0
"2013" 0 0 0.0531040964612981 -3.56666532072163 0 0 0.0686334816700916 0.55315407371697 0
"2014" 0 1 0.0686334816700916 -4.19271188607682 0 3 0.0686334816700916 -0.0844317281002354 1
"2015" 1 0 0.0157467883630827 -3.35336460021028 0 2 0.0686334816700916 0.889820288252426 0
"2016" 1 1 0.0686334816700916 -1.79250428359796 0 2 0.0686334816700916 0.885979432867515 1
"2017" 0 0 0.016098760268337 -3.22173638194931 0 3 0.0686334816700916 0.20641827653913 0
"2018" 0 0 0.0686334816700916 -2.96120777688616 0 5 0.0686334816700916 -1.06608394612062 1
"2019" 0 1 0.0672634824402679 -3.2623905300179 0 5 0.0686334816700916 2.03114318925311 0
"2020" 0 0 0.00055030680134728 -5.04226253345635 0 5 0.0686334816700916 -0.543352398868253 0
"2021" 0 1 0.0442004684905058 -1.04812266547804 0 4 0.0686334816700916 0.616153199585565 0
"2022" 1 0 0.0686334816700916 -3.02239035018381 0 5 0.0686334816700916 1.7761590035752 1
"2023" 0 0 0.00352418888992085 -4.22673218961361 0 7 0.0686334816700916 1.12989430597125 0
"2024" 0 0 0.00989895505893908 -0.399010077916075 0 2 0.0686334816700916 0.315914693578289 0
"2025" 1 1 0.000276391356519658 -2.49348513577443 0 0 0.0686334816700916 0.24531463324326 0
"2026" 0 0 0.0686334816700916 -4.75882719179788 0 7 0.0686334816700916 -0.377259940954978 1
"2027" 0 0 0.0686334816700916 -2.42222013532112 0 3 0.0686334816700916 0.632871098645334 1
"2028" 0 0 0.0246169968125802 -1.67897834945494 0 3 0.0686334816700916 0.376500954638254 0
"2029" 0 1 0.0301697095977825 -2.4914738244533 0 3 0.0686334816700916 1.43042703016916 0
"2030" 0 1 0.046570337180788 -3.37202766440718 0 1 0.0686334816700916 1.74216112373049 0
"2031" 1 1 0.0686334816700916 -2.9954834919028 0 4 0.0686334816700916 2.33677146089657 1
"2032" 1 0 0.0406541708393084 -4.5168337956662 0 3 0.0686334816700916 1.57130035971016 0
"2033" 0 0 0.0474987335970002 -3.95065887464423 0 2 0.0686334816700916 0.877013456512209 0
"2034" 1 1 0.0110826239172979 -4.36399892619461 0 0 0.0686334816700916 0.603014700870149 0
"2035" 0 1 0.0196250797653962 -3.23786109403527 0 2 0.0686334816700916 -0.67470969499928 0
"2036" 0 1 0.0337410928695899 -2.07976531767021 0 3 0.0686334816700916 1.75739520103338 0
"2037" 0 1 0.0686334816700916 -4.59593127511362 0 4 0.0686334816700916 1.1334438871784 1
"2038" 1 1 0.0360718279097951 -2.8833338355299 0 1 0.0686334816700916 1.16014317703255 0
"2039" 0 0 0.0551433742205127 -1.97675796768714 0 2 0.0686334816700916 1.07799233831707 0
"2040" 0 1 0.0524177719726708 -3.2553912332833 0 2 0.0686334816700916 2.26199315398049 0
"2041" 0 0 0.0584997602841684 -3.58908566898179 0 4 0.0686334816700916 3.42245209514924 0
"2042" 0 0 0.00612711007917272 -3.4627710069305 0 1 0.0686334816700916 2.21593652737081 0
"2043" 0 1 0.0686334816700916 -1.73167926238605 0 1 0.0686334816700916 3.63046557989329 1
"2044" 0 0 0.00330776310719392 -3.66084767761153 0 3 0.0686334816700916 1.07776584558779 0
"2045" 1 1 0.0107870047589487 -3.58411449088802 0 7 0.0686334816700916 1.91134962504764 0
"2046" 0 1 0.00694306712733458 -3.78395283969057 0 3 0.0686334816700916 0.669675804217693 0
"2047" 0 1 0.018494374846346 -2.89066599772099 0 3 0.0686334816700916 -0.218926381473045 0
"2048" 1 1 0.0491367621877325 -2.81471175278619 0 0 0.0686334816700916 2.3680218681251 0
"2049" 0 1 0.013140256260542 -2.95169915693658 0 2 0.0686334816700916 0.78081057230061 0
"2050" 0 1 0.0112599421601216 -4.52273844692026 0 4 0.0686334816700916 -0.22526465696354 0
"2051" 1 1 0.0436693571406093 -2.5330736501934 0 6 0.0686334816700916 0.422847717551626 0
"2052" 1 1 0.00756707952709516 -3.39224834070739 0 3 0.0686334816700916 2.94832520043771 0
"2053" 0 0 0.0686334816700916 -3.09116176699413 0 5 0.0686334816700916 -0.0483296310198014 1
"2054" 1 1 0.0347822435099794 -2.12294764193352 0 3 0.0686334816700916 0.780430154629531 0
"2055" 0 0 0.0166087399901806 -3.38513308254453 0 6 0.0686334816700916 0.864890081581736 0
"2056" 0 0 0.0686334816700916 -3.1053552431421 0 8 0.0686334816700916 0.809903149290549 1
"2057" 1 0 0.00100608744554841 -3.77689265629168 0 3 0.0686334816700916 1.61212274917505 0
"2058" 0 1 0.0686334816700916 -4.09890496658067 1 4 0.0686334816700916 1.04863505831729 1
"2059" 0 0 0.0649893483631287 -4.03169886202222 0 1 0.0686334816700916 0.746190206325208 0
"2060" 0 1 0.0297603179098649 -4.10117986480888 0 6 0.0686334816700916 -0.40178555198749 0
"2061" 1 0 0.0418856481826661 -1.46611513051984 0 3 0.0686334816700916 0.373606558853456 0
"2062" 1 1 0.0251227385073439 -3.48980316303491 0 3 0.0686334816700916 1.80651341464513 0
"2063" 0 1 0.0148903491778862 -2.30358883058723 0 2 0.0686334816700916 0.497397249302766 0
"2064" 1 0 0.0542580955225572 -2.75529789430338 0 2 0.0686334816700916 -1.49750262229255 0
"2065" 0 0 0.0133424346687051 -2.14622718523709 0 4 0.0686334816700916 1.29684722236441 0
"2066" 1 0 0.0686334816700916 -3.24127038062462 0 2 0.0686334816700916 0.633669451436735 1
"2067" 0 1 0.0686334816700916 -2.67207098088856 0 5 0.0686334816700916 2.9514266674656 1
"2068" 0 0 0.0686334816700916 -4.00138667530536 0 6 0.0686334816700916 0.39929328672366 1
"2069" 0 0 0.0126608458105889 -3.19255491803301 0 1 0.0686334816700916 0.0885528915641065 0
"2070" 0 0 0.0639346147999316 -0.703455733176587 0 3 0.0686334816700916 1.55059416981762 0
"2071" 0 0 0.0686334816700916 -4.10085662240936 0 3 0.0686334816700916 -1.33657419545385 1
"2072" 0 1 0.0686334816700916 -3.17074825388909 0 2 0.0686334816700916 1.21120068013887 1
"2073" 1 1 0.0669116167500553 -2.47299561342306 0 3 0.0686334816700916 0.526994824544509 0
"2074" 0 1 0.0686334816700916 -2.35060218288499 0 4 0.0686334816700916 2.18578454124478 1
"2075" 0 0 0.0185043195860014 -2.08973704897652 1 4 0.0686334816700916 0.737133385172742 0
"2076" 0 0 0.0686334816700916 -3.54199703164514 0 4 0.0686334816700916 1.90446096279037 1
"2077" 0 1 0.0686334816700916 -4.43183647638085 0 2 0.0686334816700916 0.893952783593711 1
"2078" 0 0 0.0686334816700916 -1.45362603241573 0 1 0.0686334816700916 -0.43617293238234 1
"2079" 1 1 0.0436694483861911 -2.72512167105705 0 1 0.0686334816700916 -3.08789255084858 0
"2080" 0 1 0.0686334816700916 -1.06753221245675 1 3 0.0686334816700916 2.06496283285641 1
"2081" 1 0 0.020952790582788 -5.03449432371236 0 5 0.0686334816700916 1.61633878305507 0
"2082" 0 1 0.0496691744370243 -2.67614828025582 0 2 0.0686334816700916 1.51979002264476 0
"2083" 1 0 0.0228646586956207 -4.74751413237689 0 4 0.0686334816700916 0.83109717979347 0
"2084" 0 1 0.0515751514786286 -3.39458025482409 0 1 0.0686334816700916 0.502912415846529 0
"2085" 1 1 0.0313746543718554 -2.56347046294829 1 1 0.0686334816700916 1.79266484360837 0
"2086" 1 0 0.0545818047992891 -2.63403483589824 0 6 0.0686334816700916 -0.997865543729987 0
"2087" 1 0 0.0392026765453698 -2.86953062525282 0 3 0.0686334816700916 -0.460433745111616 0
"2088" 0 0 0.0543327195458266 -4.43515700363689 0 4 0.0686334816700916 0.0879983871744133 0
"2089" 0 0 0.000717944713840284 -1.84531878312648 0 6 0.0686334816700916 1.92563261286781 0
"2090" 1 1 0.0686334816700916 -4.41573669975298 0 2 0.0686334816700916 0.809159704921381 1
"2091" 1 1 0.0303491672386298 -2.84637238501627 0 2 0.0686334816700916 0.556250304041493 0
"2092" 0 1 0.0686334816700916 -4.54376378540973 0 3 0.0686334816700916 1.3594513118704 1
"2093" 0 0 0.0252465767167662 -3.29092828741687 1 5 0.0686334816700916 1.44569837986343 0
"2094" 0 0 0.0686334816700916 -4.18339070308376 0 5 0.0686334816700916 0.869841107817961 1
"2095" 0 0 0.0337584185233752 -3.42646382644018 0 5 0.0686334816700916 1.70688492634772 0
"2096" 1 1 0.049695793663847 -3.70607809379971 0 0 0.0686334816700916 1.19177199484916 0
"2097" 1 0 0.00973693344263231 -3.1683050207442 0 1 0.0686334816700916 0.173069753849709 0
"2098" 0 1 0.0686334816700916 -2.95424625001209 0 5 0.0686334816700916 2.25264229417557 1
"2099" 1 1 0.0686334816700916 -2.90307406798522 0 2 0.0686334816700916 1.9813259040088 1
"2100" 0 0 0.0414606223564046 -4.2156604505292 0 2 0.0686334816700916 1.15359116149821 0
"2101" 0 0 0.0505677764411126 -2.98774715360389 0 4 0.0686334816700916 0.999653271151787 0
"2102" 0 0 0.0381394108827875 -1.11421914302136 0 3 0.0686334816700916 0.840673781153629 0
"2103" 0 0 0.0469282453890312 -4.7113733995587 0 5 0.0686334816700916 0.7288163349705 0
"2104" 1 1 0.001425309766021 -4.17985243162546 0 5 0.0686334816700916 0.449547718374432 0
"2105" 1 1 0.0294563941384277 -3.23284603819395 0 2 0.0686334816700916 1.35327140062913 0
"2106" 0 0 0.032862905650213 -1.57531791327741 0 5 0.0686334816700916 0.492776162655105 0
"2107" 1 0 0.0465485776733876 -2.63898995891266 0 2 0.0686334816700916 3.08239741363853 0
"2108" 1 0 0.0204786790503002 -1.78434390106081 0 3 0.0686334816700916 0.986400125433885 0
"2109" 1 0 0.0141561560388742 -3.48414825253117 0 2 0.0686334816700916 1.73161630733768 0
"2110" 0 1 0.0585193214235467 -2.71153147402305 0 1 0.0686334816700916 0.73525697397 0
"2111" 0 0 0.0241478788845303 -1.74780531623366 0 3 0.0686334816700916 0.227297681621667 0
"2112" 0 1 0.0450274530180514 -2.8431120673852 0 8 0.0686334816700916 1.06108541725606 0
"2113" 0 0 4.47817873806966e-05 -3.23760397833009 0 4 0.0686334816700916 2.85808172838758 0
"2114" 1 1 0.0161500563567352 -3.25131812586502 0 1 0.0686334816700916 1.38066028472796 0
"2115" 1 1 0.0521651303029062 -3.20376355292898 0 2 0.0686334816700916 1.6177788003128 0
"2116" 0 1 0.0282481125568343 -2.46183731012552 0 3 0.0686334816700916 1.92633581598343 0
"2117" 1 1 0.00952491632602096 -5.33016559625805 0 4 0.0686334816700916 2.35883353420142 0
"2118" 0 1 0.0686334816700916 -3.54742771212206 0 3 0.0686334816700916 0.683680047117901 1
"2119" 0 1 0.0059356874594759 -2.50504542405495 0 3 0.0686334816700916 0.469161966412217 0
"2120" 0 0 0.025012075891733 -2.34441517620862 0 0 0.0686334816700916 0.548425800189507 0
"2121" 0 1 0.00522240026152337 -3.80379006512546 0 3 0.0686334816700916 1.44265149517431 0
"2122" 0 1 0.0312536069592124 -3.6927682863216 0 3 0.0686334816700916 1.31869832937786 0
"2123" 1 1 0.0265753280195238 -3.20467845940719 0 2 0.0686334816700916 0.0892622080706023 0
"2124" 0 1 0.0307612543694158 -1.86272924541227 0 2 0.0686334816700916 1.28982383949729 0
"2125" 0 0 0.00177741314348671 -3.04706190255178 0 1 0.0686334816700916 2.56780734384127 0
"2126" 1 0 0.0255450747718177 -1.20219560873611 0 5 0.0686334816700916 1.35828039945972 0
"2127" 0 1 0.00822371469992705 -2.72895289688276 1 1 0.0686334816700916 1.11784824480139 0
"2128" 0 1 0.0413605474878726 -3.02201602910143 0 3 0.0686334816700916 1.56809946677345 0
"2129" 0 1 0.035426582269141 -4.02333197663814 0 2 0.0686334816700916 1.48876660069502 0
"2130" 1 1 0.021556796042429 -2.94213894787522 0 2 0.0686334816700916 1.58931833072533 0
"2131" 1 0 0.0158858677918009 -2.6949365173339 0 4 0.0686334816700916 -0.207031363261997 0
"2132" 0 0 0.0395945639772823 -3.21833326661665 0 1 0.0686334816700916 -0.720373427493799 0
"2133" 1 0 0.0615789177126471 -3.44758429907735 0 4 0.0686334816700916 -0.212588424783305 0
"2134" 0 1 0.0686334816700916 -3.59555286963724 0 2 0.0686334816700916 2.54075918781719 1
"2135" 0 1 0.068359878271143 -1.3318451689188 0 6 0.0686334816700916 1.83968041748281 0
"2136" 1 0 0.000111049515623486 -2.59198134065148 0 2 0.0686334816700916 0.719781900809399 0
"2137" 1 1 0.0144353756450918 -1.70395584082421 0 1 0.0686334816700916 1.83359735054932 0
"2138" 1 0 0.00340602360196533 -3.25236321605333 0 3 0.0686334816700916 0.83201921184492 0
"2139" 0 1 0.00695089576882042 -0.93302076047063 0 4 0.0686334816700916 1.58557762729793 0
"2140" 0 0 0.0686334816700916 -1.64108080600288 0 4 0.0686334816700916 1.10679432503106 1
"2141" 1 0 0.0584006369497759 -2.95348051827823 0 1 0.0686334816700916 1.2591141949268 0
"2142" 1 0 0.0276106230050674 -1.09159229319727 0 2 0.0686334816700916 0.576265894310889 0
"2143" 0 0 0.0686334816700916 -2.73100555780473 0 0 0.0686334816700916 0.384962434988911 1
"2144" 0 0 0.0564625434394092 -2.10726167828466 0 3 0.0686334816700916 1.39534424889097 0
"2145" 1 1 0.0686334816700916 -4.99660074256367 0 2 0.0686334816700916 0.402152861082643 1
"2146" 0 1 0.00175101382899633 -2.9427983917973 0 2 0.0686334816700916 -0.484211841811281 0
"2147" 1 0 0.00924304260835223 -3.87652371255853 0 2 0.0686334816700916 2.12146109342178 0
"2148" 0 1 0.0686334816700916 -2.25376266648038 0 2 0.0686334816700916 2.05499337455202 1
"2149" 0 0 0.0243964727113965 -2.65138108328818 0 4 0.0686334816700916 0.211124552384571 0
"2150" 0 0 0.0686334816700916 -3.76014296841489 0 9 0.0686334816700916 0.822468129501591 1
"2151" 0 0 0.00640156611629837 -2.429292540584 0 3 0.0686334816700916 -0.60634053238746 0
"2152" 0 1 0.0424340423396989 -3.55341474051956 1 5 0.0686334816700916 0.228389565345498 0
"2153" 1 0 0.0134335897861818 -3.29451362353972 0 4 0.0686334816700916 1.78971050203503 0
"2154" 1 0 0.0664279940898696 -2.79708080304081 0 4 0.0686334816700916 0.437909686947272 0
"2155" 1 1 0.0121411074993688 -1.84648548458294 0 4 0.0686334816700916 1.25151515497974 0
"2156" 0 1 0.0686334816700916 -3.32195018323193 0 2 0.0686334816700916 0.620498275014085 1
"2157" 1 1 0.0462210733156253 -3.2752431698043 0 2 0.0686334816700916 -0.247596677403678 0
"2158" 0 1 0.0686334816700916 -2.01365915623005 0 4 0.0686334816700916 1.41268489036591 1
"2159" 1 0 0.0438352406961206 -3.5149866676175 1 1 0.0686334816700916 1.36571968102318 0
"2160" 0 0 0.0686334816700916 -4.70713098270208 0 1 0.0686334816700916 -1.12525602751634 1
"2161" 0 1 0.035444423027578 -0.299238953266592 0 6 0.0686334816700916 0.509793893895707 0
"2162" 0 0 0.0686334816700916 -2.47816702726037 0 2 0.0686334816700916 1.47037495706335 1
"2163" 1 0 0.0484825434536165 -4.02057822302155 1 4 0.0686334816700916 -1.27382489880391 0
"2164" 0 0 0.0686334816700916 -2.97587030438129 0 4 0.0686334816700916 2.61853932823847 1
"2165" 1 1 0.00172555989092771 -4.36253882905393 0 4 0.0686334816700916 0.627425125764451 0
"2166" 0 0 0.031135561800264 -3.4012469317484 0 0 0.0686334816700916 0.699606099393621 0
"2167" 0 0 0.019836279915568 -5.51885154710312 0 2 0.0686334816700916 1.32182036148062 0
"2168" 1 0 0.0686334816700916 -5.4937580860299 0 8 0.0686334816700916 1.54657110401887 1
"2169" 0 1 0.0319698209313471 -4.29218958461475 0 3 0.0686334816700916 -0.292586032032691 0
"2170" 0 0 0.0416222364823685 -2.00503207354607 1 3 0.0686334816700916 0.597710428651092 0
"2171" 0 1 0.0686334816700916 -3.9506777808727 0 4 0.0686334816700916 1.64725664235506 1
"2172" 1 0 0.0686334816700916 -3.71843014297803 0 3 0.0686334816700916 1.58076589990129 1
"2173" 1 0 0.007916208399932 -3.40910128658784 0 6 0.0686334816700916 2.50910682646717 0
"2174" 1 1 0.0565247545063808 -2.1657498309169 0 0 0.0686334816700916 -0.170081451490969 0
"2175" 1 0 0.0686334816700916 -1.27172069098162 0 3 0.0686334816700916 2.063983651763 1
"2176" 1 1 0.0449499855877095 -1.10977157035582 0 3 0.0686334816700916 0.334133902022206 0
"2177" 1 1 0.0103797434640941 -1.86882146631607 0 0 0.0686334816700916 -0.352624498110487 0
"2178" 0 1 0.000593377879386126 -4.88702018645469 0 2 0.0686334816700916 0.026818520851276 0
"2179" 0 1 0.0493176419277472 -3.73998819415655 0 2 0.0686334816700916 0.655446294363198 0
"2180" 0 0 0.0209089049713186 -4.57405201218174 0 2 0.0686334816700916 -1.31400777942316 0
"2181" 0 0 0.0686334816700916 -2.98021939863186 0 1 0.0686334816700916 -0.287293046996558 1
"2182" 0 0 0.0634028050087777 -3.38301839622885 0 2 0.0686334816700916 0.465347647120337 0
"2183" 0 0 0.0219816986255292 -3.42047066320211 0 5 0.0686334816700916 0.0260085267342802 0
"2184" 0 1 0.0686334816700916 -3.00858691332066 0 2 0.0686334816700916 0.189985185103181 1
"2185" 0 0 0.0256717638024059 -4.54599493678354 0 3 0.0686334816700916 2.50123923449328 0
"2186" 1 1 0.0278098393565983 -3.42418505601561 0 3 0.0686334816700916 1.73382211642204 0
"2187" 0 0 0.0301517726494444 -2.88062991974327 1 3 0.0686334816700916 1.67332117655037 0
"2188" 1 1 0.0686334816700916 -5.09189242979518 0 4 0.0686334816700916 3.02009023041577 1
"2189" 0 0 0.0172955613286141 -3.43757978023052 0 4 0.0686334816700916 1.97872456562043 0
"2190" 1 1 0.0686334816700916 -3.25686063027151 0 3 0.0686334816700916 2.58309452980526 1
"2191" 1 1 0.0128707441828794 -4.25974111426268 0 2 0.0686334816700916 0.217540686495112 0
"2192" 1 1 0.0686334816700916 -2.44265805866587 0 1 0.0686334816700916 0.0191859641340695 1
"2193" 0 0 0.0686334816700916 -2.25464649728649 0 4 0.0686334816700916 0.857898289713984 1
"2194" 0 0 0.0172288537509852 -1.1635291164884 0 4 0.0686334816700916 0.887344965808763 0
"2195" 1 0 0.04902782596853 -4.67068626841097 0 7 0.0686334816700916 0.38928489340711 0
"2196" 1 0 0.0682241048553352 -5.00378376956994 0 0 0.0686334816700916 0.754847852274372 0
"2197" 0 1 0.0686334816700916 -2.36532816742843 0 1 0.0686334816700916 2.33719995918478 1
"2198" 0 0 0.0686334816700916 -3.08568583427197 0 2 0.0686334816700916 1.03937769952556 1
"2199" 1 1 0.0686334816700916 -3.87596361778102 0 4 0.0686334816700916 0.344546719470963 1
"2200" 0 1 0.0300828604100709 -2.24648812654155 0 4 0.0686334816700916 -0.414936914103982 0
"2201" 0 1 0.000314513293665782 -4.23655780036342 0 2 0.0686334816700916 2.02799563611885 0
"2202" 0 0 0.0608219050044512 -1.68863092415039 1 5 0.0686334816700916 1.45157997306621 0
"2203" 0 0 0.0188150606286174 -3.08759428219207 0 2 0.0686334816700916 -0.197903569796435 0
"2204" 0 0 0.046918761416522 -2.86718212320883 0 5 0.0686334816700916 1.05048598818184 0
"2205" 1 1 0.0216872704776181 -3.72852729243091 0 3 0.0686334816700916 1.92113274517998 0
"2206" 0 0 0.00571826439940274 -4.30797680354247 0 1 0.0686334816700916 3.14166883743498 0
"2207" 1 0 0.0236381641572981 -1.52128248425746 0 4 0.0686334816700916 0.00737882573207704 0
"2208" 1 1 0.00174440156127879 -2.38479444701368 0 1 0.0686334816700916 0.575085237361718 0
"2209" 0 0 0.0434295612166812 -3.78862103769373 0 2 0.0686334816700916 1.12083333625396 0
"2210" 0 1 0.0209013672753771 -2.9403426165066 1 4 0.0686334816700916 1.21371402550069 0
"2211" 0 0 0.0358734386927384 -1.54775845282856 0 8 0.0686334816700916 -0.180082934454009 0
"2212" 1 1 0.0362528968223734 -1.79796323908802 0 6 0.0686334816700916 2.14255390729935 0
"2213" 1 1 0.0532760780613386 -3.42666824874162 0 1 0.0686334816700916 1.19048728818069 0
"2214" 1 1 0.0686334816700916 -3.13128140860841 0 1 0.0686334816700916 2.71696802134038 1
"2215" 1 0 0.0129532932802853 -3.05330256716858 0 3 0.0686334816700916 0.9516981291398 0
"2216" 0 0 0.00645412088263894 -3.66871134296562 0 6 0.0686334816700916 0.15940420566104 0
