"A" "M_cont" "M_bin" "M_cat" "contY_binMcontM_noint" "contY_catMbinM_noint" "contY_catMcontM_noint" "binY_binMcontM_noint" "binY_catMbinM_noint" "binY_catMcontM_noint" "countY_binMcontM_noint" "countY_catMbinM_noint" "countY_catMcontM_noint" "C"
"2815" 0 -0.115181325533103 0 0 -4.65084087654527 -5.11890536025865 -5.10002602748309 0 0 0 7 6 4 0.897187847973399
"2816" 1 0.218720571530713 1 0 -2.51184128652686 -2.53958351025023 -3.74133892151657 0 0 0 5 1 6 -0.170393211488863
"2817" 1 0.690041513982696 1 1 -1.42868537993498 -0.733073944208051 -1.43844807693816 0 0 0 4 1 1 2.78905033505726
"2818" 1 0.177038292092552 0 1 -4.01318148176389 -2.41073644762893 -2.57748139904827 0 1 1 7 2 5 0.274914914486525
"2819" 1 0.344722550338845 1 2 -2.52784275503479 -1.19197285366831 -1.98241790663021 0 0 1 1 1 3 0.696982871980903
"2820" 0 0.0790684102631641 0 1 -4.84497084596191 -2.92524179656584 -3.51798534948627 0 0 0 5 5 4 1.26507474401149
"2821" 0 -0.434174673069586 1 1 -4.77802208885255 -2.05113363771094 -4.4680019258752 0 0 0 6 0 9 -0.664959708954273
"2822" 1 0.565339816846967 1 0 -1.55849713497124 -2.28514080211308 -3.20621977617408 0 0 1 1 3 3 1.75705585894774
"2823" 1 0.33831320151881 0 1 -3.48161717843185 -2.43172905027686 -2.05110906802636 0 0 0 4 4 1 0.787980718387256
"2824" 0 0.0700270566766567 0 2 -4.52678441516337 -3.68513441046939 -3.29769425812139 0 0 0 8 9 6 0.699847483741148
"2825" 1 0.369377562850042 0 2 -3.27940165068323 -2.94199716691306 -1.75939017511616 0 0 0 2 3 3 0.686178102103178
"2826" 0 -0.343259290554765 0 0 -6.10445353074175 -5.2175739055295 -5.98689043577254 0 0 0 6 5 5 -0.519039871095531
"2827" 1 0.710026230900485 1 0 -1.63333142495479 -2.50285152175976 -2.60680380433324 0 0 0 2 2 4 1.80278499742675
"2828" 0 -0.00154209712907617 1 2 -3.46843873210511 -2.11190529114044 -3.52788752972053 0 0 0 3 5 2 1.27823344257622
"2829" 1 0.80291635539446 1 0 -1.1848538788483 -2.638234141028 -2.07688754143975 1 0 0 0 4 4 1.77622572299876
"2830" 1 0.773061614560573 0 1 -2.567122295353 -2.59039494999177 -1.42054579023582 0 0 0 3 6 1 1.82966675551124
"2831" 0 0.327499703933862 1 1 -2.98570195776515 -1.49528098316553 -2.75904087329786 0 1 0 4 1 4 2.76820207846052
"2832" 0 -0.427957548503127 1 0 -4.5114688665373 -3.21529468187951 -5.59831306189861 0 0 0 4 4 7 0.0372973631820894
"2833" 0 -0.262070727583172 0 0 -5.66074988858605 -5.2284391316863 -5.37538976147142 0 0 0 5 8 6 -0.657830769649359
"2834" 1 0.902371868354967 0 2 -2.44500431400085 -2.76079138522104 -0.860255333998872 0 0 0 1 3 1 2.88239121344241
"2835" 0 0.291050119061225 0 1 -4.20077415397245 -2.81323940881283 -3.06697945867749 0 0 0 6 1 3 2.26530649770934
"2836" 0 -0.0231205852487635 1 1 -3.77415793231101 -1.75909251001763 -3.6483511255033 0 0 0 3 1 7 1.48636497442468
"2837" 0 0.0523244327280873 1 2 -3.88056170978589 -2.19216803260517 -3.23029894466102 0 0 0 4 2 4 1.42992959349931
"2838" 1 0.509916355150771 0 1 -3.33660827936535 -2.22700560644538 -1.98276661152351 0 0 0 1 5 3 1.1407248914275
"2839" 1 0.277064230400839 0 0 -4.09882112330518 -4.1548002905064 -3.84881275111788 0 0 0 3 3 2 -0.199991601189537
"2840" 1 0.833749247255577 0 1 -2.38873238214928 -2.36542053255886 -1.36842216723207 0 0 0 3 3 1 2.10245983732872
"2841" 0 -0.191227640513292 0 0 -5.21632958625885 -4.64180161871552 -5.4295721016664 0 0 0 4 5 5 0.389588855700113
"2842" 0 0.113513245425468 0 0 -4.450393677693 -4.73229443559002 -4.74707149992579 0 0 0 7 4 2 2.1714783223886
"2843" 0 -0.429219846079887 0 0 -6.05980248755866 -4.89511790950192 -5.84766961673441 0 0 0 8 2 6 0.359566469313617
"2844" 0 -0.140967659585077 0 0 -5.01315958521345 -4.81471050235404 -5.32032592648987 0 0 0 4 5 4 1.06569136233896
"2845" 1 0.632178369146604 0 1 -3.26323500080205 -2.16323242449311 -1.68983417379258 0 0 1 3 4 0 1.85055342110604
"2846" 0 0.019389689784384 0 0 -5.0400799131031 -5.09806141663506 -4.91656496271605 0 0 0 5 4 3 0.497688136294976
"2847" 1 0.11788310901401 0 1 -4.1466600427303 -2.49071572474125 -2.78547534105451 0 0 0 4 1 3 -0.537223993623334
"2848" 0 -0.156084972208745 0 0 -5.36679835649887 -4.84183066695944 -5.37565841940866 0 0 0 4 5 10 0.73469691621728
"2849" 0 -0.259545638590791 1 0 -4.44384365038411 -3.69531509773629 -5.72999459278676 0 0 0 4 2 6 0.0114901034216314
"2850" 0 0.073463671139158 0 0 -4.58529073126452 -4.727229599242 -4.79397812342768 0 1 0 8 2 6 1.38071526322933
"2851" 1 0.339103572641378 0 0 -3.14127673606044 -4.14963270325832 -3.32820557282893 0 0 0 4 2 6 0.289836574852658
"2852" 0 -0.274585656278536 1 0 -4.35259409499724 -3.40645110129055 -5.43858495791686 0 0 0 3 3 7 -0.0601149747240413
"2853" 0 -0.191847145907702 0 2 -5.29138678176082 -3.71803205282135 -4.18405730209319 0 0 0 3 4 3 0.783299069481879
"2854" 0 -0.141156456762096 0 1 -5.305591282708 -2.85139423590128 -4.15613641460034 0 0 0 2 4 4 0.296609072557368
"2855" 1 0.508525163321715 1 2 -2.00167395801096 -1.42591356791585 -1.27160513357673 0 0 0 0 1 2 2.33376663181953
"2856" 1 0.211107893823277 0 0 -3.67989937675247 -4.32586367242606 -3.85126250540782 0 0 0 6 3 4 -0.184493987980187
"2857" 0 0.196885474196526 1 1 -3.27392535546672 -1.77042411721296 -3.47142464550634 0 0 0 5 2 3 1.76158767855065
"2858" 0 -0.118694562634066 0 1 -5.22469940121407 -3.25000280791615 -3.7445644036885 0 0 0 2 3 4 1.40265332981534
"2859" 1 0.336435240453802 1 2 -2.29461761915501 -1.52609305567665 -1.78154619854346 0 0 1 2 0 4 0.27442401941962
"2860" 1 0.58599863836542 1 0 -1.75877944031064 -2.57517003624653 -2.97327389787257 0 0 0 1 6 3 1.48570901371404
"2861" 1 0.419848159390372 1 1 -2.13669638621343 -0.777336409831865 -1.79596593815962 0 0 0 3 1 3 0.49929928285908
"2862" 1 0.240577515343228 1 1 -2.48595408771547 -1.16162661458765 -2.24539342925021 0 1 0 3 3 4 0.620875202368204
"2863" 0 0.156287544424518 1 1 -3.28750589693151 -1.30560312181476 -3.12705740993015 0 0 0 2 3 3 1.73763823591626
"2864" 0 -0.20791994079909 1 1 -3.95159002794725 -2.0685397691164 -4.39634161036709 0 1 0 4 2 2 0.191601810553999
"2865" 0 -0.0913529080933787 0 0 -5.24777155347187 -5.0727856665528 -5.27644679337735 0 0 0 3 3 4 0.423684063165953
"2866" 1 0.613372318356126 1 1 -1.62873625945597 -0.980044636842847 -1.58606703912316 0 0 0 1 1 2 1.53210749975422
"2867" 1 0.570156739578668 1 1 -2.08934109994785 -0.567896071046494 -1.91013310934492 0 0 0 1 1 1 1.61699818275812
"2868" 1 0.839998018064721 0 1 -2.23948980535461 -2.28726325523718 -1.25700656191064 0 0 1 0 0 0 3.33614846201335
"2869" 1 0.497215612224686 1 2 -1.88929341094743 -1.21334551434736 -1.62421324663256 0 1 0 1 0 3 1.23837726427732
"2870" 0 -0.220903686405432 1 2 -3.94211990689503 -2.2857325520774 -3.76652391367026 0 0 0 5 0 5 0.37690170040391
"2871" 0 -0.0199221357658582 0 2 -5.11247988987285 -3.50465308138743 -3.13367424326839 0 0 0 3 4 4 1.43767627236456
"2872" 1 0.949289106321376 1 2 -1.00411260405274 -1.46531490960687 -0.96890358357019 0 0 1 0 5 0 1.81609570388898
"2873" 0 -0.275922783258283 1 0 -4.38942737104644 -3.61405972493941 -5.68587993330639 0 0 0 4 6 6 -0.232428117370023
"2874" 0 -0.417412709216497 0 0 -5.87128628247392 -5.07579349708716 -5.73011621809886 0 0 0 8 6 2 -0.79138960901981
"2875" 1 0.762018402433498 0 1 -2.4827022392602 -2.43396180800414 -1.33959174182207 0 1 1 1 4 2 1.89301643247602
"2876" 0 -0.107002253991476 1 2 -4.21005299731863 -2.31647469448809 -3.50829003143333 0 0 0 3 1 4 -0.156119413469771
"2877" 1 0.3564410958291 0 2 -3.6588784322945 -2.95441076513233 -1.89392060624178 0 0 0 4 2 3 0.57125174961188
"2878" 0 -0.258015151845776 1 2 -4.40676407232748 -2.31745059120883 -3.92140169641268 0 1 0 1 1 3 0.0259774576914746
"2879" 0 -0.285135992434393 0 0 -5.40816471847091 -4.87361975296384 -5.20979263663006 0 0 0 1 11 4 -0.0293724063140182
"2880" 0 -0.339745372790618 1 0 -4.61754295781443 -3.75718611346611 -5.59921873936979 0 0 0 2 4 7 -1.16141486311517
"2881" 0 -0.165765227434153 1 1 -4.11720658919466 -1.40644941348478 -3.91894743016262 0 0 0 7 2 5 -0.22944705440901
"2882" 1 0.0474405703631372 1 0 -2.99331018103438 -3.32313086878325 -4.20261612555583 0 0 0 5 2 2 -1.75230162925455
"2883" 0 -0.0375434376325996 0 2 -4.75121322527325 -3.51226289071432 -3.20963349273533 0 0 0 8 3 3 0.496161369799819
"2884" 1 0.287557375760891 0 1 -3.75406817052747 -2.44623059264492 -2.16752963226918 1 0 0 9 3 1 0.125459089116781
"2885" 1 0.0306127091236457 0 0 -4.18194790239522 -4.2232996417928 -4.24662405936075 0 0 0 4 6 3 -0.408426827908124
"2886" 0 -0.0187709794798397 1 2 -3.67229774290561 -2.38214825479148 -3.25965693348867 0 0 0 2 0 3 0.891731522353677
"2887" 1 0.2017474837407 1 1 -2.4861942072053 -0.9478758588635 -2.67614217615317 0 1 0 1 0 5 -0.289078540101223
"2888" 0 0.29162909206881 0 1 -4.24055453988423 -3.18717995151965 -2.99008579425791 0 0 0 3 1 4 2.12744745847294
"2889" 0 0.24126793862404 1 1 -3.03145641853694 -1.08877708295481 -3.57490116557846 0 0 0 3 1 6 2.23906421830412
"2890" 0 -0.0906923933234141 1 0 -3.57964144528217 -3.65509469920016 -5.13653301291192 0 0 0 6 1 6 0.616239012154183
"2891" 1 0.370323851596265 1 2 -2.18080124442386 -0.97461058161109 -1.69856153409209 0 0 1 0 0 3 1.45442656549598
"2892" 0 0.040805967200144 0 1 -4.98977157887076 -3.0401261104581 -4.25464391679044 0 0 0 5 6 3 1.61778698372986
"2893" 0 0.0870939247414828 0 0 -4.80997202269985 -4.75381432916742 -4.85689075151726 0 0 0 1 4 2 1.45705802395652
"2894" 1 0.746685396926035 1 1 -1.3467333149599 -0.646076301944138 -1.81357384544763 0 1 0 1 0 2 2.1953243219523
"2895" 0 -0.0256071913073902 1 1 -3.43759329387286 -1.27122689715632 -3.54609427796065 0 0 1 4 2 7 0.727367086216644
"2896" 1 0.512281874786332 0 0 -3.1543320855067 -4.31041101058758 -2.99701374394333 0 0 0 3 2 4 1.49015619356406
"2897" 1 0.932346102258342 1 2 -0.955674315656471 -1.27745696532135 -0.622361254926913 0 1 0 0 0 0 2.60603166906812
"2898" 0 0.319769093579842 1 2 -2.995000508225 -2.08891451766052 -2.55208557947259 0 0 0 2 2 1 2.16451719469457
"2899" 0 -0.202427798612872 1 1 -4.27718034416664 -1.8324326338327 -4.2070053077316 0 0 0 2 1 3 0.477562089508546
"2900" 0 -0.174722892003984 0 1 -5.1472152002043 -3.37740694091253 -3.76832679219572 0 1 0 7 2 4 0.904256371318712
"2901" 0 -0.372078033492053 1 1 -5.08353411471691 -1.77303718791672 -4.63019203070743 0 0 0 1 1 3 -0.46350439788511
"2902" 0 -0.269013080465168 0 0 -5.50564806428946 -5.07217425718004 -5.39109216511575 0 0 0 7 5 7 0.381224980138992
"2903" 0 0.467728288937503 1 1 -2.66908812386767 -1.54853101686917 -2.75733378696347 0 0 1 3 2 0 3.71594819021831
"2904" 1 0.555751524436124 0 0 -3.09246337845967 -3.94438407754604 -3.104322949425 0 0 0 1 3 2 1.28282335810986
"2905" 0 0.0181713696392427 0 2 -4.80977248781592 -3.59120378006436 -3.04177017224521 0 0 0 9 6 2 1.44109024010678
"2906" 1 0.123727231301619 1 1 -2.72418952340893 -0.903198951924902 -2.60137594033803 0 0 0 5 0 2 -0.324248209260406
"2907" 0 -0.0764511721930046 1 2 -3.92814141011623 -2.40980098605686 -3.77358802296934 0 1 0 4 1 4 1.45929979334114
"2908" 0 -0.0235552964321237 1 2 -3.70099773085738 -2.05188108307961 -3.44178113985203 0 0 0 3 1 3 0.723750062534794
"2909" 0 -0.327371967990178 0 0 -5.73061663546674 -5.27910439940789 -5.43045134530135 0 1 0 4 5 2 -0.230018990687108
"2910" 0 -0.0267742759297979 1 2 -3.8711697585193 -2.35863512145009 -3.18887851268149 0 0 0 0 1 3 1.43426576152692
"2911" 1 0.614943170459451 1 2 -1.96420035984919 -1.51794686634861 -1.24454778524053 0 0 0 4 1 0 0.598448138099663
"2912" 1 0.389170121520578 1 1 -2.09571837189214 -0.63569345764589 -2.1224187561165 0 0 0 4 1 4 0.555294949081243
"2913" 0 0.130263750368554 0 1 -4.7253649556166 -2.88601721416078 -3.57405500274023 0 0 0 5 1 2 1.75164174267447
"2914" 1 0.854521100125893 1 2 -1.77351339528366 -1.29775853772253 -1.16304853829105 1 0 0 2 3 0 2.33833040538924
"2915" 0 -0.0825554039925786 1 1 -3.89141197146491 -1.43422841754821 -3.82019692324699 0 1 0 3 2 2 0.806843704384072
"2916" 0 -0.30077597374912 0 1 -5.33486479867416 -3.38248860856261 -4.17892248610534 0 0 0 6 2 5 0.426034949401989
"2917" 1 0.732209215154516 0 2 -2.61702396954373 -2.52255099676289 -0.831868855038062 0 0 1 3 4 2 1.95792901512119
"2918" 0 -0.176986290295016 0 2 -5.0922959719088 -3.84370756748461 -3.87707579896431 0 0 0 7 3 3 0.932898337831495
"2919" 0 0.190990081264408 1 1 -3.04171951304017 -1.67294250426624 -3.09557929447593 0 1 0 6 1 2 2.22135360033331
"2920" 0 0.0831942102914276 1 1 -3.15015248740614 -1.95967192382406 -3.390648321254 0 0 0 3 0 5 1.60482270967254
"2921" 0 -0.073652333944214 0 2 -4.98207735650022 -3.36820987582825 -3.40930344488204 0 0 0 6 5 2 0.681313168069992
"2922" 1 0.63542142529536 1 2 -1.66772167191993 -1.20115474692545 -0.997315162257336 1 0 0 1 3 3 2.28075634775055
"2923" 0 -0.0681688914274785 0 0 -5.11985138136873 -5.07512195366537 -5.06564959048207 0 0 0 4 10 2 0.916698580431082
"2924" 1 0.159697638081015 0 2 -4.07964296118134 -3.03125818572176 -2.53537570489444 0 0 0 5 2 1 -0.766802989821735
"2925" 0 0.0933354211868863 0 2 -5.2883379030863 -3.60373727626471 -2.88154310619119 0 0 0 2 6 2 1.29889271416356
"2926" 0 -0.445817538445076 1 1 -4.50797376813818 -1.70204073310386 -4.89098667201479 0 0 0 5 2 8 -0.363177258679954
"2927" 0 -0.270950282528962 0 1 -5.32717118945739 -3.35189614495287 -4.34903224338851 0 0 0 6 3 4 0.130184168166971
"2928" 0 -0.0437718341853273 0 2 -4.59183320008884 -3.26026602859466 -2.84817250223846 0 0 0 4 1 2 1.39230231125479
"2929" 1 0.868451246444037 0 2 -2.31977974087868 -2.5639285601092 -0.970170038750519 0 0 1 2 1 0 1.96563034176958
"2930" 1 0.511654248405545 1 2 -1.77055123870482 -1.40355927477909 -1.64536126532382 0 1 0 1 1 2 1.32368049028731
"2931" 1 0.343178895403785 0 1 -3.22730778757068 -2.14324478562472 -2.08280085495741 0 0 0 3 1 2 1.06187549520181
"2932" 1 0.896115284407422 0 2 -2.05030178536506 -2.61975885606141 -0.819432262663995 0 0 0 7 3 0 3.05404319020999
"2933" 1 0.585099007920573 1 0 -1.50615890293639 -2.47407685092693 -2.78640817912546 0 1 0 1 3 3 2.18683202685164
"2934" 1 0.241392574370292 1 2 -2.42661790674295 -1.63420660695348 -2.23425515188869 0 0 0 1 2 3 0.0128663875314194
"2935" 1 0.394539120484127 0 1 -3.10940906231937 -2.48956849286878 -2.37734922122932 0 0 1 4 0 3 1.09635010032021
"2936" 0 0.144460468354269 0 0 -4.43724055037065 -4.77869976790133 -4.75822803125268 0 0 0 6 10 9 1.91681910577325
"2937" 1 0.479167813029132 0 2 -2.97494572522375 -2.85249740423691 -2.0409976384171 0 0 0 1 2 2 1.62608947360647
"2938" 0 -0.0558704778489383 0 2 -5.48190713202793 -3.94744826458041 -3.59891882943604 0 0 0 8 8 2 0.679026986501746
"2939" 0 0.0104024866507081 1 0 -3.56570714861507 -3.61623917614679 -4.35226915397531 0 0 0 3 6 3 1.87073798215804
"2940" 1 0.274062281442361 1 2 -2.08400132566726 -1.65335311722947 -2.11380953504982 0 0 0 2 2 2 1.19698901121548
"2941" 1 0.465034763717396 1 2 -2.09436155225754 -1.4406466599104 -1.43106533112482 1 0 0 2 0 0 0.80481860193861
"2942" 1 -0.179740860862572 0 2 -4.78897235055756 -3.14364468644605 -3.01212916351927 0 0 0 2 3 2 -1.5192939173941
"2943" 0 0.0552392128635333 1 1 -3.36552612724761 -1.63843973580976 -3.7582333826946 0 0 0 2 1 5 1.34874524478259
"2944" 0 -0.0897460112738782 0 0 -4.60383178815516 -4.60918480256627 -5.01787931221568 0 0 0 4 7 6 0.995911975539185
"2945" 1 0.763744850086874 1 1 -1.56007212133039 -1.10003126910868 -1.41800326121221 0 0 1 5 0 0 1.73424809826213
"2946" 1 0.279760352211409 1 0 -2.4872409033151 -2.85538623145754 -3.67986461734399 1 0 0 0 2 4 -0.0513097093595694
"2947" 0 -0.0267222227894778 1 2 -3.8420253917549 -2.12448718675547 -3.66556364123501 0 1 0 1 0 3 1.51465571492557
"2948" 0 -0.362331486469071 1 1 -4.20318045511415 -1.63781282216896 -4.55413039182899 0 0 0 4 1 2 -0.189970688565065
"2949" 0 0.0523860910344781 1 0 -3.48527216085257 -3.24414366625182 -4.682717817112 0 0 0 3 3 5 1.75526130894129
"2950" 1 0.171826064488065 1 2 -2.85062319296168 -1.31851019392735 -2.49345524170485 0 0 0 0 2 4 0.69091057439791
"2951" 0 -0.124126100054901 0 2 -4.79267246351192 -3.80596455979956 -3.20554018934973 0 0 0 3 2 3 1.29165297342056
"2952" 0 -0.336373225988478 1 0 -4.60761739443177 -3.33622665281761 -5.25086523488169 0 0 0 7 6 10 0.0254252084302358
"2953" 1 0.458937060695883 0 2 -2.97080276744313 -2.57422891944048 -1.71896902845839 0 0 0 6 4 4 0.856592494115048
"2954" 0 -0.101278554384651 1 0 -3.72648978199418 -3.55165828699361 -5.33294777834637 0 0 0 5 4 6 0.829535784586244
"2955" 1 0.26503898912271 0 2 -3.89264865025548 -2.90632586836726 -2.23913717746012 0 0 0 3 2 2 0.16514184730458
"2956" 1 0.303409961388018 1 0 -2.15157889609433 -2.6500499201128 -3.50233709103521 0 0 0 1 6 4 0.704933783892656
"2957" 1 0.424794631294252 1 2 -2.20830827424866 -1.1771997838517 -2.09610374079312 0 0 0 3 0 1 0.173810666138359
"2958" 1 0.143470177834589 1 1 -2.80096136944825 -1.24652542311217 -2.53424811462054 1 0 0 1 1 2 -0.475112423637859
"2959" 0 -0.406850786545985 1 1 -4.76985872381955 -2.00473052676064 -4.91163322443533 0 0 0 5 3 4 -0.684856758651474
"2960" 0 0.108572110020131 0 0 -4.94129897470926 -5.13316567143137 -4.57689060138012 0 0 0 3 8 2 1.09218380664356
"2961" 1 0.493866461632179 0 1 -3.17790680099504 -2.24217023696914 -2.04138425886349 0 0 0 4 3 3 1.2096578626876
"2962" 0 0.0879477905528002 0 0 -4.50493561259593 -5.14147242713617 -4.80723191268319 0 0 0 2 7 2 1.13819677413667
"2963" 1 0.118051251320888 1 1 -2.77634395627891 -1.17503637378058 -2.61387280494042 0 0 1 3 0 2 -0.0737866780814287
"2964" 1 0.827929593517265 1 2 -1.3619499022312 -1.46265459364992 -0.949703124421506 0 0 0 0 2 3 2.77933481419347
"2965" 0 0.0891914876609359 1 0 -3.35221637228045 -3.72018978404857 -4.78669980058409 0 0 0 0 5 6 1.67246080876698
"2966" 1 0.808978081904642 1 2 -1.41511769186613 -1.44943673060154 -1.04023083325611 0 0 1 1 1 0 2.53100061249301
"2967" 0 -0.338906633848221 1 0 -4.58118720149491 -3.14782234248584 -5.67859148277283 0 0 0 5 5 8 -0.205157759688811
"2968" 1 0.204443998072063 1 1 -2.88600859415165 -0.791523439562202 -2.58321905405706 0 0 1 4 0 3 0.512942028132045
"2969" 1 0.537401807896267 1 1 -1.6939023815142 -0.741713664029632 -1.72281815255496 0 1 0 3 1 2 1.5159377042533
"2970" 1 0.383528376473982 0 2 -3.42302050036229 -2.89676319683328 -1.75536638577492 0 0 0 7 2 1 0.974476647593297
"2971" 1 0.290681115026132 0 0 -3.81224926450333 -4.46397941752466 -3.21111467810634 0 0 0 0 6 1 -0.081888724091342
"2972" 1 0.149454029743164 1 2 -3.01540942906052 -1.6009775481593 -2.2798872081158 0 0 0 7 2 3 0.683587287843649
"2973" 0 0.0718470075177071 0 0 -4.70444696065815 -5.00968721261753 -4.57111382468088 0 0 0 3 7 5 1.96696736208458
"2974" 1 0.688497861705509 1 2 -1.78468398783874 -1.16735409997669 -1.4537443222654 0 1 0 1 1 0 1.91992131658978
"2975" 1 0.230447605807187 1 1 -2.60398065824722 -1.20874128518439 -2.56678675673986 0 0 0 4 1 1 0.247123815666842
"2976" 0 -0.0209636732698825 0 2 -4.9815326198054 -3.90837160024049 -3.55256631785523 0 0 0 4 4 2 1.50001337610982
"2977" 0 0.182516578861319 1 2 -2.88337327598097 -2.21345729871931 -2.89276943143666 0 1 0 4 3 4 2.14573209387535
"2978" 0 0.166811506198956 1 2 -3.4413378526822 -1.90351329861382 -2.85728282147443 0 0 0 3 2 2 1.44716735565081
"2979" 0 0.0495009274849289 0 0 -4.73513355810676 -5.02367890182916 -4.7990067469352 0 0 0 4 3 3 1.30571628544575
"2980" 0 0.243132841796305 1 1 -3.24299433413689 -1.2868519142646 -3.090279249589 0 0 0 2 3 1 2.51330741769179
"2981" 0 -0.0586581076934736 1 1 -3.92050615967488 -1.695673502954 -3.88300974617264 0 0 0 3 2 3 0.168730148849455
"2982" 1 0.6662627965377 1 0 -1.79599045068393 -2.38268727960257 -3.22501195195832 0 0 0 1 4 2 1.75521353576244
"2983" 0 -0.327836528181115 0 1 -5.36354976611283 -3.00786215508102 -4.45400006914456 0 0 0 8 1 4 0.463499857810385
"2984" 1 0.49504606522016 0 1 -3.03902287307102 -2.33825527300893 -1.86486490748671 0 0 0 6 3 3 1.72335211039317
"2985" 1 0.284567342512342 1 1 -2.826135702672 -0.587323561034529 -2.55880692841428 1 0 0 1 1 2 0.0134498416025964
"2986" 0 0.297261695093457 1 2 -3.06015974187463 -2.16832218073955 -2.71586296476813 0 0 0 2 2 4 1.85789060695513
"2987" 0 0.132654657369145 0 0 -4.37891069136564 -4.65761901656288 -4.7194626087657 0 0 0 8 7 1 1.527810769585
"2988" 0 -0.114427086301609 0 1 -5.24246651824305 -3.21272879802674 -3.43479262275831 0 0 0 2 3 4 0.825665708615944
"2989" 1 0.684551925333543 0 0 -2.82538424447815 -3.98990451826986 -2.68542016599567 0 0 0 4 2 1 2.51212898990238
"2990" 0 0.019471567554517 0 2 -4.90604386651394 -3.588555928418 -3.57424870314932 0 0 0 2 2 0 1.02464236707056
"2991" 0 -0.154957917566116 0 2 -5.11499147903631 -4.03638869724867 -3.84536909366053 0 0 0 6 2 1 0.998147462813451
"2992" 0 -0.0950252849498032 1 1 -3.75386793418616 -1.59415570726366 -4.6441535457897 1 0 0 5 1 0 0.151939261513236
"2993" 1 0.160275975824331 1 2 -2.73630384164558 -1.48538799884237 -2.56905027599213 0 0 0 5 2 4 -0.144766785221636
"2994" 1 0.245529040289375 0 0 -3.67424124368315 -3.8649919965489 -4.12009135478658 0 0 0 2 6 2 -0.296941786145163
"2995" 0 -0.0275654361286574 1 2 -3.79398952389963 -2.20868742548959 -3.26462334373451 0 0 0 4 2 9 1.1926370396861
"2996" 0 -0.204961287939304 1 0 -3.73351064951269 -3.33698462389347 -5.10924649012811 0 0 0 8 3 3 1.42479560874602
"2997" 0 -0.248249552816606 1 2 -4.22650833197118 -1.95698645623022 -3.54911333904334 0 1 0 3 1 3 1.36292958867815
"2998" 0 -0.114673160331273 0 0 -4.49499880993843 -4.67884388863825 -5.01420075940197 0 0 0 7 5 7 0.629991725144593
"2999" 0 0.269692410342602 1 1 -2.9192234493882 -1.45590226962178 -3.08932951089418 0 1 0 2 0 6 2.23352730238153
"3000" 1 0.334170001504852 1 0 -2.34973272685457 -3.02841871282539 -3.28974426982512 0 0 0 4 4 2 0.671731842306207
"3001" 0 -0.139475841186857 0 0 -5.19346165209762 -5.01248968541282 -4.74977305929186 0 0 0 4 4 2 0.529673564718376
"3002" 0 -0.0381380906587679 0 2 -4.73842607613422 -3.89215410502377 -3.28316660132859 0 0 1 3 6 7 1.17863686836467
"3003" 1 0.335300617091777 1 1 -2.42967621753795 -1.03135002475137 -2.61600502691639 0 0 0 3 0 4 0.303350175446353
"3004" 0 0.198585335601112 1 2 -3.19534092474541 -2.24964313468441 -2.84615165640619 0 0 0 5 1 2 1.73016065393483
"3005" 1 0.365315410958506 1 0 -1.97894896708049 -2.63865654961632 -3.34705585197579 0 1 0 4 4 3 0.2544088595684
"3006" 0 -0.208648969363538 0 2 -5.77896810890525 -3.75540888555156 -3.70372552983491 0 0 0 8 4 4 0.274299202060495
"3007" 1 0.585194589550497 1 1 -1.79548299111481 -0.763439244087133 -1.72611650533803 0 0 0 3 2 4 2.06048130622125
"3008" 1 0.15019424146226 1 1 -2.65149786719622 -0.763377676494837 -2.82116955718973 0 0 0 2 1 2 0.0739173112804432
"3009" 0 0.0278628003211684 0 0 -4.96124624636415 -4.78681940735129 -4.81764221514436 0 0 0 4 4 5 0.688605867715784
"3010" 1 0.308429438793019 0 2 -3.77763718581813 -3.19146797982561 -1.97965775160474 1 0 0 5 3 1 0.438873832982471
"3011" 0 -0.00359884903953056 1 1 -3.62280108192488 -1.57930804206445 -3.88258389296154 0 0 0 3 1 6 1.59840541606252
"3012" 0 0.428000455948823 1 2 -2.61710269799946 -1.9491093127026 -2.20660766224371 0 0 0 2 3 1 3.25435740645756
"3013" 1 0.73546728356231 1 2 -1.4344519170726 -1.13990399144385 -0.826275818822189 0 0 0 1 1 0 1.67601636224966
"3014" 0 -0.281367268098083 0 1 -5.51846539313521 -3.35927553447645 -4.29627592943035 0 0 0 8 3 5 -0.153347395267318
"3015" 0 -0.0600618905457854 1 2 -4.06595837389467 -2.10867564138453 -3.862031470025 0 0 0 7 6 1 0.129643835527541
"3016" 1 0.529335660602732 1 2 -1.7133810218341 -1.15714760016667 -1.92351820054524 1 0 0 3 0 2 1.82979400682303
"3017" 1 0.250445998295711 0 1 -3.50244507026333 -2.00426308062807 -2.51182582029649 0 0 0 4 1 3 1.24239919496818
"3018" 1 0.445888344932386 0 1 -3.33026103009295 -2.3742297955392 -2.30321590205552 0 0 0 1 3 0 1.29589061116807
"3019" 0 0.333846446351542 0 2 -4.25398842308925 -3.48359643896209 -3.13730576946741 0 0 0 3 3 4 2.2367321301673
"3020" 0 -0.0729082102471598 1 1 -4.00443761263719 -1.72823797825766 -3.95138574828193 0 0 0 4 0 3 0.887708357363
"3021" 0 -0.0445407451474511 0 0 -4.8282072089514 -4.60638017548791 -5.01041983755463 0 0 0 2 5 4 0.851672301066144
