"A" "M_cont1" "M_cont2" "M_bin1" "M_bin2" "contY_2contM_MMint" "contY_binMcontM_MMint" "contY_2binM_MMint" "binY_2contM_MMint" "binY_binMcontM_MMint" "binY_binMcontM_MMint" "binY_2binM_MMint" "C"
"725" 1 0.299570380603897 0.38500555887322 0 1 -3.12926123070357 -3.60955096269746 -2.75422239058122 0 0 0 0 0.747192136124386
"726" 0 -0.0719184005164377 0.106837391567343 1 0 -4.75977929061416 -3.13855160500249 -3.31076776963892 0 0 0 0 1.69082984961205
"727" 1 0.510198025243889 0.239221627030309 0 1 -3.15222250927708 -3.07136294670965 -2.79344698568155 0 0 0 0 0.990511156574676
"728" 1 0.279870210770582 0.17408882352865 0 0 -3.19622080762315 -3.57047111362351 -4.04613623150126 0 0 0 0 0.30079798775666
"729" 1 0.110030859080206 -0.271091689707267 1 0 -4.52076512259826 -2.28886642985107 -2.78432378644753 0 0 0 0 -1.20944055097247
"730" 1 0.556568589377896 0.559720970296985 0 1 -2.31452200117984 -3.09968092846054 -3.19681125585195 0 0 0 1 1.43962882801201
"731" 0 0.373786054382585 0.643875264727446 0 1 -3.34517262755606 -4.25397175834102 -3.247012649615 0 0 0 0 2.95385236507634
"732" 0 0.00226931594755753 0.288338955373659 1 1 -4.5987833248795 -3.20187928306387 -0.916785107171904 0 0 0 0 1.54484004920116
"733" 0 -0.539603479356822 -0.616511335711292 0 0 -6.58844438313347 -6.21706411383506 -4.95209918226075 0 0 0 0 -1.16073349895393
"734" 1 0.739565148143308 0.923078972326408 0 0 -1.07470179556306 -3.2130610223054 -3.74258394960827 0 0 0 0 2.5431879944971
"735" 0 0.0825272339271684 -0.0969780030142268 1 1 -4.81159777078741 -2.90262854771066 -1.56833563039805 0 0 0 0 0.531087340162777
"736" 0 0.188514490383385 0.52500445506375 0 1 -3.7773073474753 -4.61497010677827 -3.91527248038609 0 0 0 0 2.28233886154526
"737" 0 0.0975525799961557 -0.0599878542466313 0 0 -4.74534803805521 -4.80509902942544 -4.33059376074552 0 0 0 0 1.61629135756732
"738" 1 0.407494028439911 0.13672104696772 1 1 -3.33691047987137 -1.90435501968915 -0.820657483718821 0 0 0 1 -0.183307776466338
"739" 1 0.396161135174925 0.282014978476098 0 1 -2.90693084445088 -3.55168796535398 -3.3978448323219 0 1 1 0 0.282912416204271
"740" 1 0.103545492627699 -0.0415800862088088 0 1 -4.3546440766532 -4.24807472040075 -3.00146170907886 0 0 0 0 -0.349201920504649
"741" 0 -0.124136193451093 -0.0764931616632525 1 1 -5.33678601036693 -3.54301784186761 -1.57812366342545 0 0 0 0 0.729873808368808
"742" 1 0.373701108003536 0.284000190032099 1 1 -2.96970648935494 -1.75047258833109 -0.623301881987432 0 0 0 1 0.77479616538634
"743" 1 0.996390234483165 1.05928294147105 1 1 -0.238579736549685 -0.196785833641961 -0.404577825245978 1 1 1 0 2.77240271849581
"744" 1 0.646819341956806 0.661530944738641 0 1 -1.22183482763594 -3.00442814977883 -2.97621554117441 0 0 0 0 2.25596962251201
"745" 1 0.450610462301874 0.531531154967974 1 1 -2.28253730068495 -1.39360520332481 -0.58834677636212 0 0 0 0 1.35092090704269
"746" 1 0.325262084873921 0.175884269609181 0 0 -3.37459435904851 -4.05826872082355 -4.02439092920092 0 0 0 0 0.489606462824803
"747" 1 0.726223130203735 0.903977987799525 0 1 -0.9577741497894 -3.46753963057836 -2.43092542397683 1 0 0 0 2.45990018508011
"748" 0 -0.364198595535916 -0.278069940393647 0 0 -5.84054958459482 -5.60072282518108 -4.98832215990832 0 0 0 0 0.177776352290031
"749" 0 0.222550876314661 0.334242007624769 0 0 -3.90891450237635 -4.50195366773273 -4.58130959869134 0 0 0 0 2.37354751022282
"750" 1 0.132491600221949 0.0599843108381115 1 1 -3.70704993293579 -2.15435856476313 -0.578568443847048 0 0 0 0 -0.268630348072586
"751" 0 0.290371345976922 0.395711802899378 0 1 -3.91323882371051 -4.07460020410167 -3.16259570286951 0 0 0 0 2.6465993009876
"752" 1 0.665781495270287 0.558267580476354 1 1 -2.05558261898152 -1.26437866709705 -0.177148000552275 0 0 0 1 1.88310867849241
"753" 1 0.583917661389416 0.152445011203175 1 1 -3.15934467786274 -1.19718316015438 -0.847305758297639 0 0 0 0 1.19392528202861
"754" 0 0.150673264103512 0.346278401302789 1 0 -4.35090087955357 -2.58712955315025 -2.96183544969726 0 0 0 0 2.26787716575706
"755" 1 0.0885822717258758 -0.411962373050486 1 0 -4.5816474848314 -2.32659452004274 -2.25866051553399 0 1 1 0 -1.2659999291143
"756" 0 -0.0130436845246416 -0.109454399167131 1 0 -5.14593740164405 -3.15104366154167 -3.33489435955397 0 0 0 1 0.893505265148373
"757" 0 -0.0166040002618435 -0.0471828693777117 0 0 -5.15048593197815 -4.94397997986864 -4.96697975063751 0 0 0 0 1.17703351464337
"758" 0 0.207120498907274 0.0475620903036672 1 0 -4.42261913610965 -2.37951578133902 -2.882534918849 0 0 0 0 1.23874996890528
"759" 0 -0.164744569707345 0.0239372162877455 0 1 -4.85946902502606 -5.26307956496534 -3.48677506696385 0 0 0 0 1.11338709922281
"760" 1 0.301853778993199 0.29937466105515 1 1 -3.11290697608719 -1.71146036534158 -0.628991969255367 0 0 0 0 0.89519265384904
"761" 0 0.294561919687357 0.305991434380095 0 0 -4.01805377254739 -4.32535207127344 -4.71552028754476 0 0 0 0 2.14518447457232
"762" 1 0.159432071008923 -0.110514036295105 1 0 -3.98993478450241 -2.10578690109587 -2.26163224309132 0 0 0 0 -0.906462937013389
"763" 0 0.322959677397339 0.23103198790028 0 1 -3.90657862199401 -4.62525271349601 -3.36726557878071 0 0 0 0 2.31112703462015
"764" 0 0.103167144580049 0.0955436107950199 1 0 -4.33601827168388 -2.98580801619372 -2.87997172288553 0 0 0 0 1.70246403005711
"765" 0 0.446308693882194 0.579023549477892 1 0 -3.29843421527204 -2.31835276729417 -2.49429460474869 0 0 0 0 3.08062150277203
"766" 0 -0.01305264464091 0.0454285162164291 1 0 -5.20173024040137 -3.13697117728599 -2.95189974965345 0 0 0 0 0.603052881476285
"767" 0 0.0511775593105911 0.102809905240691 1 0 -4.64436723013226 -3.01557272390442 -2.96137432240883 0 0 0 1 1.25601528641034
"768" 1 0.389332992430646 0.356407516051147 1 0 -2.71276063275715 -1.59574559471204 -2.52273572346376 0 1 1 0 0.766840124612828
"769" 0 -0.245470922474523 -0.298736223812999 1 0 -6.21664256111312 -4.25082266812681 -3.15426610809385 0 0 0 0 0.142847447872337
"770" 0 0.190338350842953 0.390737502717455 0 0 -4.22765305337496 -4.61976237028296 -4.70454385322965 0 0 0 0 2.50173035226447
"771" 1 0.308809179903924 0.262606725276859 0 1 -3.1799908589702 -3.75971009526067 -3.09515821202521 0 0 0 0 0.700284986557219
"772" 0 0.11229884817736 0.472375936636544 0 1 -3.9892536887174 -4.90647573830769 -3.85055408258457 0 0 0 0 2.16895304236974
"773" 0 -0.19416053260897 -0.349297026644574 0 0 -5.79129023771469 -5.08261461107749 -5.08596579940335 0 0 0 0 -0.0563966086513363
"774" 1 0.160607658117687 -0.160913538606466 1 0 -4.12418806604329 -1.78915557480145 -2.79997655816708 0 1 1 0 -0.395104411922602
"775" 0 0.0403353972496871 0.275594295894553 1 1 -4.43116012792076 -2.97018073366708 -1.43606176877504 0 0 0 0 1.19399124234204
"776" 1 0.370276583805089 0.566252590033063 0 1 -2.3483950710337 -3.70006563006274 -2.84057407036584 0 0 0 0 1.22198343079131
"777" 1 0.472039069215278 0.208055560842213 1 1 -2.95830619263794 -1.18317289074751 -0.915643109800862 0 0 0 0 0.322750690668611
"778" 0 -0.0642294371224783 -0.141456693738831 0 1 -5.25863886448221 -5.01440671341111 -4.0160862819216 0 0 0 0 0.651065125545751
"779" 0 -0.0243461950481914 0.230626652408279 1 1 -4.35492444865471 -3.12218472215456 -1.2804190489429 0 0 0 0 1.39711504896095
"780" 0 0.163588337627878 0.106709007413854 0 0 -4.57842655994674 -4.91286220273608 -4.56249706111375 0 0 0 0 1.21757006286898
"781" 0 0.00237057830675574 -0.105847071444339 1 1 -5.04164863301105 -2.89462020901603 -1.49376927464454 0 0 0 0 0.630269109146657
"782" 0 -0.0575610292104202 0.124192732108567 0 0 -4.97182963532423 -5.12091398060113 -4.71623704336318 0 0 0 0 1.17988890483964
"783" 1 0.432436393488615 0.406636106006594 1 1 -2.25636409333086 -1.47381391053558 -0.381546258837618 1 0 0 1 1.32460555678347
"784" 0 -0.0285139456418066 0.261688383556997 1 0 -4.84474119162158 -3.06126916575847 -2.85764762305772 0 0 0 0 1.07421330804096
"785" 1 0.502276743194241 0.504635429521375 1 1 -2.07430294832012 -1.01889355613727 -0.428484372314906 0 0 0 0 1.00737339476582
"786" 0 0.00329287082950323 -0.304055019547203 0 1 -4.94293996934073 -4.78894673743747 -3.81714160333824 0 0 0 0 0.760769886327669
"787" 0 -0.205432615230046 -0.140130583854892 1 0 -5.16765621560521 -3.3641285549973 -3.04790954522659 0 0 0 0 0.429229531152383
"788" 0 0.413097630448611 0.538318840685088 0 0 -3.13209040060512 -4.23010170004036 -4.21602262563355 0 0 0 0 2.6514225535641
"789" 0 -0.0372506670681016 -0.139587093000399 0 0 -4.99946551878544 -5.24418833819177 -4.93749316443718 0 0 0 0 0.733476299952789
"790" 1 0.659564908331601 0.686247924186167 1 0 -1.07327588362599 -0.939295502271628 -2.33551249348561 0 0 0 0 2.34271537120299
"791" 1 0.718137313688503 0.693095866427576 0 1 -1.38550110492035 -3.5664497217677 -2.90328213106211 0 0 0 0 2.23428224416668
"792" 0 0.188328563390825 0.231387471106393 1 1 -4.1616128790833 -2.2181255590777 -1.20219788669341 0 0 0 0 2.15215926415068
"793" 0 -0.309584416656474 -0.32277390542384 0 0 -5.64388413259947 -5.71831653341639 -4.89943983186637 0 0 0 0 -0.24047470182818
"794" 0 -0.0165324800854391 0.408551345731409 1 0 -4.61996232829934 -2.89386835242232 -3.22418415457174 0 0 0 1 1.5870307264734
"795" 0 -0.0387676963490652 -0.0901637765325417 1 1 -4.82015312163309 -2.96418636684849 -1.53334237101577 0 0 0 0 0.532629324254612
"796" 0 -0.372744810891891 -0.510491901142847 0 0 -6.14897927721732 -5.47642804934175 -5.27221100693913 0 0 0 0 -0.894439872899027
"797" 0 0.0706818937422032 0.199539673658676 0 0 -4.26245766437703 -4.55265611883961 -4.84265963655031 0 0 0 0 1.85892498719127
"798" 0 0.014134758714557 0.452906788813249 1 0 -4.12614150815563 -3.0276454258424 -3.23015307208423 0 0 0 0 1.71509468521603
"799" 0 -0.21165230475121 -0.321726073102762 1 1 -5.89779290618783 -3.36855044586821 -1.36696816067169 0 0 0 0 0.105838375888758
"800" 1 0.5339990324585 0.885157538319691 1 0 -1.75052415305608 -1.38716057082094 -2.52592480156077 1 0 0 0 1.74907383706441
"801" 0 0.265566281670663 0.270126478096399 0 1 -4.18836564757247 -4.50204041229171 -3.41470667906381 0 0 0 0 2.51894023530582
"802" 0 -0.140046325773444 -0.0684758110309567 1 0 -4.99253364159091 -3.45443893308822 -3.49967356248253 0 0 0 0 0.593731541060615
"803" 0 -0.0686616935938224 0.193705209065991 1 1 -4.7747525519148 -3.18978959893967 -1.67466578511708 0 0 0 1 1.05077010013599
"804" 0 -0.0227632265115115 0.121448779862019 0 1 -5.03960742314108 -4.91500624813895 -3.66618611690084 0 0 0 0 0.894651151866011
"805" 1 0.546906005312659 0.611482294474943 1 1 -2.09889647050133 -0.90479298865502 -0.60188898353909 0 0 0 0 1.56996187784915
"806" 0 -0.364479533906235 -0.275653668762829 0 1 -5.63518526195383 -5.62754322073351 -4.10713906848947 0 0 0 0 -0.284238363587731
"807" 0 -0.202688486549717 -0.371043284993231 0 1 -5.46102663911787 -5.27251640363568 -3.69589211946628 0 0 0 0 0.615618156011089
"808" 1 0.776440932076453 1.15939019749684 1 1 -0.204000755540109 -0.60824194681664 -0.333833866795206 1 0 0 0 3.61255122180565
"809" 0 -0.247227213085601 0.108047139639989 1 0 -5.43479587470886 -3.47105317645929 -3.02346692876635 0 0 0 0 0.959365412795758
"810" 1 0.0727480925991777 -0.23314061268211 0 0 -4.47361856489038 -4.15441723294618 -4.06452821358916 0 0 0 0 -1.05807560237218
"811" 1 1.00947339493774 1.0579511096285 1 1 -0.408505151144411 -0.00427157336089673 -0.136151704611807 0 1 1 1 3.47236882463164
"812" 1 0.507703646109426 0.672518460673821 1 1 -1.71727384379924 -1.4609650875434 -0.30750829797169 0 1 1 0 2.0405001223994
"813" 0 0.0401454896676202 0.132957776695697 1 0 -4.85978260837819 -2.51615604472709 -3.21287854490511 0 0 0 0 1.903550899086
"814" 1 0.217328509371356 0.182521671200887 0 1 -3.6115299403391 -3.94779567373142 -3.07551372761034 0 0 0 0 0.138640666136405
"815" 0 0.214919560734922 0.360905778990641 1 1 -3.82612180249295 -3.08357982291483 -1.15444869730825 0 0 0 0 2.11322392793917
"816" 0 -0.389170964557869 -0.392443544689006 1 1 -6.48080536736283 -4.01399831132158 -1.52514336815972 0 0 0 1 -0.406453216403593
"817" 1 0.554684659177178 0.612436580788659 0 0 -2.35966031860359 -3.2446596416045 -3.98460405264131 0 0 0 0 1.49415591074135
"818" 0 -0.443921283619093 -0.508728800940189 1 1 -6.14153124234719 -4.42224878277453 -1.32825000845857 0 0 0 0 -0.394700079721157
"819" 1 0.623165792313172 0.643338701872918 0 1 -2.27043933265416 -3.42445074612823 -3.08632075001267 0 0 0 0 1.46000134256045
"820" 0 0.207275866540344 0.337236909073624 1 0 -4.189309559378 -2.70536486503613 -2.73449646839894 0 0 0 0 2.51190542566085
"821" 1 0.121942252055501 -0.0382839901660862 1 0 -4.20271717648031 -2.17392556639934 -2.28287463928103 0 0 0 0 -0.799708005550359
"822" 0 -0.493854191123481 -0.72198837260419 0 1 -6.60567165677676 -5.52199179695455 -4.16799183280643 0 0 0 0 -1.29946332831721
"823" 0 -0.69098705057172 -0.720755069155507 0 1 -7.01454590631383 -6.23857766055933 -3.79155302074045 0 0 0 0 -1.33259464997265
"824" 1 0.300829116574849 0.0720050147376621 0 1 -3.23743235165131 -3.89496569352333 -2.91418549218553 0 0 0 0 0.498835290750581
"825" 1 0.867880624056228 0.667892407492509 0 0 -1.27816626269867 -2.89150704470084 -3.85727433235417 0 0 0 0 1.75679308966799
"826" 1 0.589263058495487 0.417454532832394 0 0 -2.71842776853238 -3.29390524541242 -3.79724323924157 0 0 0 0 1.33806866232911
"827" 0 -0.0798710460982722 0.0843327973113478 1 0 -4.98608608983053 -3.13812506537016 -2.93230236522253 0 0 0 0 1.37904028938316
"828" 0 -0.106381006617763 0.151499901530755 1 1 -4.78665191168282 -3.30601724445575 -1.41915913714758 0 0 0 1 1.55540548203408
"829" 0 -0.187889046931721 -0.158629951815196 0 0 -5.28177697557161 -5.34243112730968 -4.96922255707799 0 0 0 0 0.618123715102892
"830" 1 0.471092062409259 0.436991945096628 0 1 -2.61622030109785 -3.41265531841261 -3.20962826161615 0 0 0 0 1.15266497205704
"831" 0 -0.300896747812531 -0.122828660009705 0 1 -5.16221893632152 -5.57949331372876 -3.44758731090494 1 0 0 0 0.655996790461431
"832" 0 -0.307472567078319 -0.305204593980842 1 0 -6.23406123765159 -3.46686174720068 -3.30289474506886 0 0 0 0 0.215767191573622
"833" 1 0.499099200607407 0.802101457852737 0 1 -1.73008706749095 -3.36737665051898 -2.77168825374848 0 0 0 1 2.0987702638945
"834" 1 0.426155499580011 0.381781691161449 1 1 -2.97172412610798 -1.26803399392897 -0.267429388916306 0 0 0 1 1.00311925262772
"835" 0 0.0474353199584159 0.194622228869165 0 1 -4.57089306836258 -5.1942726846598 -3.61589185488334 0 0 0 0 1.48977296279296
"836" 0 -0.15620068636581 -0.0397973626921279 0 0 -5.04646973994344 -4.97407524546369 -4.79728005076317 0 0 0 0 0.988245300117359
"837" 0 0.19590101392918 0.291305554269175 1 1 -3.99107922012426 -2.64722788339461 -1.07134812267791 0 0 0 1 1.66453188966964
"838" 0 -0.00341648079108747 -0.223693777440381 1 0 -4.9461354919125 -3.25851094952149 -3.16390069654992 0 1 1 0 0.332793415860832
"839" 0 0.106411977809762 0.269566718222376 0 0 -4.20033964876258 -4.64726973804255 -4.7925648851711 0 0 0 0 2.17207513742896
"840" 0 0.265833325151003 0.459312749080028 1 1 -3.55569069540186 -2.50341362459145 -1.23447086803292 0 0 0 0 2.02562691242037
"841" 1 0.474139740705443 0.548463561811797 1 0 -2.41911495822093 -1.29067595488461 -2.21163713467218 0 0 0 0 1.31299722921021
"842" 1 0.437285565666267 0.306512276888452 0 0 -3.1972567266491 -3.40337303783403 -4.48566011736237 0 0 0 0 0.642793526391558
"843" 1 0.555291520220576 0.367179413846552 0 1 -2.77355858205247 -3.32648552170352 -2.90464127712149 0 0 0 0 1.43403538687998
"844" 0 -0.0704096951156161 0.0404392945798062 1 1 -5.36221340299573 -3.2018464680397 -1.16215939674951 0 0 0 1 1.10192573535017
"845" 0 0.128283826748211 -0.0738258214611964 1 0 -4.95745764420097 -2.8588615593333 -2.84896686858523 0 1 1 0 1.03807810545724
"846" 1 0.255952168679199 -0.0946480695511457 1 0 -3.69088604809301 -1.92788592162269 -2.73028290296128 0 0 0 1 -0.455445979568196
"847" 1 0.426866664924533 0.692036520731281 1 1 -2.12251181371164 -1.55117519118839 -0.690492365336578 0 0 0 0 1.67723263592084
"848" 0 -0.200600944631186 -0.140966030171797 1 0 -5.55762194338484 -3.56028592455348 -3.17672219953568 0 0 0 0 0.537222024740515
"849" 0 0.180866798326456 0.287071384111247 1 1 -3.76100712543832 -2.87716733966855 -1.0197892719178 0 0 0 0 2.60047282347412
"850" 0 0.277179117959197 0.415899894320182 0 0 -3.64208686803088 -4.35019127548561 -4.79399282890989 0 0 0 0 2.26105383285302
"851" 1 0.783004508533417 0.788009438078179 1 1 -1.20434229426335 -0.531910256831361 -0.156194391299483 0 0 0 1 2.3857368150919
"852" 0 -0.0691878293340446 -0.148301801826425 0 1 -5.21699538102424 -5.06339677208901 -3.54684829220667 0 0 0 0 0.100670529480527
"853" 0 -0.0417282101907159 0.018884420735976 0 0 -4.71800585552931 -5.2434603005318 -5.05275026631313 0 0 0 0 0.632708894564123
"854" 0 -0.0444147184551671 0.161355131671513 1 1 -4.78578958479484 -2.99819739126372 -1.1896096217554 0 0 0 0 1.34572589600644
"855" 0 -0.231217506359892 -0.124962661563771 1 0 -5.49648034422586 -3.18908387572063 -3.25078428847521 0 1 1 0 0.577150997619454
"856" 1 0.154186192015535 0.213102997567087 1 1 -3.32503395414222 -1.75712847754268 -0.640780707801675 0 0 0 0 0.343123061214622
"857" 1 0.797396074073422 1.08944999433592 1 1 -0.306669964773006 -0.715625199046732 -0.120693340556898 0 0 0 0 3.0515049833028
"858" 0 0.0028175300247719 -0.0875796981745562 0 1 -4.86587500375658 -4.72737384131899 -3.75564848566763 0 0 0 0 1.02808955709298
"859" 0 -0.0912355191479571 -0.128180137608107 0 0 -5.25513298492428 -5.11964743134248 -4.8250043820382 0 0 0 0 0.871629397561772
"860" 0 0.36652107567568 0.494737252613774 0 1 -3.29452090871745 -4.4152905958517 -3.35053314129636 1 0 0 0 2.51897265541966
"861" 1 -0.000649007668443105 -0.256231736776297 1 1 -4.48723671144513 -2.42996796615825 -0.492619948030899 0 1 1 0 -1.25906429950591
"862" 0 0.197530271777836 0.472123527614207 1 1 -3.99358889910705 -2.46246246381107 -1.13521554262696 0 0 0 0 2.23856276847223
"863" 0 0.274179314159941 0.480453175410734 1 0 -3.79891215174623 -2.60242090009278 -3.07185657544062 0 0 0 0 2.38002505268246
"864" 1 0.683856492930115 0.957443359839584 0 1 -1.19208018484875 -3.55209594157771 -2.57535409410162 0 0 0 0 2.33498033736648
"865" 1 0.542886428298609 0.399237034053151 1 1 -2.26449060868366 -1.44494796256706 -0.544661942584777 0 1 1 0 1.14911953340548
"866" 0 0.378361401945155 0.522717060747074 0 0 -3.46770875107758 -4.1500710080925 -4.7339919964262 0 0 0 0 2.79476568167559
"867" 0 0.0401463429503779 0.0904139474224578 0 1 -4.67766764154966 -4.9494660848999 -3.73037759004974 0 0 0 0 1.58663753969052
"868" 1 0.603215029095681 0.499885940925895 1 1 -2.17069527169816 -1.42834702275677 -0.637092741287811 0 0 0 0 1.26034394980648
"869" 0 -0.0114740558659841 0.420116957095723 0 1 -4.8290173368975 -4.93960229323594 -3.67619899304109 0 0 0 0 1.83095069198106
"870" 0 -0.232358309294658 -0.156823241735731 1 0 -5.76965685282386 -3.6040806929657 -3.28549356973986 0 0 0 1 0.156971806499228
"871" 1 0.356205046680197 0.123323393144101 1 1 -3.33283133607523 -1.51402243643327 -0.434431250702851 0 0 0 0 0.5528407798951
"872" 1 0.41080051654928 0.664377328179456 0 0 -2.41048001604528 -3.43420353938326 -4.22455840269777 0 0 0 0 1.25514448527491
"873" 0 0.681762626605375 0.966334199942633 1 0 -1.46530547446666 -1.48906616695592 -2.73213395048762 0 0 0 0 3.652143905667
"874" 0 0.0173449640261071 0.16413704994549 0 1 -4.48316072364976 -4.88880369245908 -3.72717586733243 0 0 0 0 1.47038503212468
"875" 1 0.45036553690531 0.574671934918563 1 0 -2.64562027615639 -1.45463286229867 -2.62007426803113 0 0 0 0 0.934622609323484
"876" 1 0.320112024573333 0.256017534186311 1 0 -3.40097652586248 -1.60564035453048 -2.31304731893412 0 0 0 0 0.654958089674105
"877" 1 0.479519118934704 0.661955098538752 1 1 -1.9524824042455 -1.30612851180432 -0.176961844389814 0 1 1 0 1.75002860348502
"878" 0 -0.00872741827984684 0.196479580804104 1 1 -4.57582862167884 -3.30358323976439 -1.29227144687389 0 0 0 0 1.07856010481174
"879" 0 0.101759287293766 0.128759437631339 0 0 -4.16948043936608 -4.93109701082209 -5.15473609304088 0 0 0 0 1.44054954951429
"880" 1 0.500109174421033 0.273043284655044 1 1 -2.81762234028339 -1.62770400306111 -0.818286612760831 0 0 0 0 0.598159850555974
"881" 0 0.156335416725619 0.276039134429313 0 1 -3.87432999983558 -4.528985305285 -3.40648216834522 0 0 0 0 1.61810733355224
"882" 1 0.515860837570444 0.724894667790392 1 1 -2.31151908940851 -0.999911141646504 -0.516091149599291 0 0 0 1 1.64255117384314
"883" 0 0.21203362664758 0.436914368830453 1 1 -3.87980021539607 -2.64495325994174 -0.99329317780331 0 0 0 0 1.99404666359622
"884" 1 0.216243201633897 0.153454366281564 0 1 -3.58267282662679 -3.89148481253927 -3.23241856961863 0 0 0 0 0.162721406550114
"885" 1 0.357774200500756 0.646108734949585 0 1 -2.48524094492852 -4.02555893638761 -3.1130100991301 0 0 0 0 1.92218079519755
"886" 0 0.0458387783112676 0.092915282018301 0 1 -4.93834870626855 -4.59320200938884 -3.67370384829752 0 0 0 0 0.711414757884179
"887" 0 0.10179472989302 0.246861063122818 0 1 -4.35612177915518 -4.76004541562808 -3.92880377660143 0 0 0 0 1.66164194494047
"888" 1 0.416235846448328 0.31838426191904 1 1 -3.11094113852556 -1.62070332020079 -0.830191070858647 0 0 0 1 0.277889324693193
"889" 1 0.718604858491236 0.528920035711612 1 1 -1.85946219209975 -1.05775967662928 -0.248720996101144 0 0 0 0 1.96032752694109
"890" 1 0.539246337842341 0.35620031951525 0 0 -2.38625429471191 -3.51099620182004 -3.8206588276413 0 0 0 0 0.642078090288136
"891" 1 0.632625251094256 0.592383532839876 0 1 -1.95479249162303 -3.40287657060014 -2.91694795358447 0 0 0 1 2.16847730389873
"892" 1 0.413051667338168 0.16585318275139 1 0 -3.02401323401304 -1.78726823642933 -2.02790190600837 0 0 0 0 0.330800911140129
"893" 0 -0.175696972010935 0.114261029742998 1 0 -4.97313806657163 -3.44658058795604 -2.94593427858106 0 0 0 0 1.17725378405562
"894" 0 -0.372891384164345 -0.254166711662203 1 0 -5.59748230079366 -4.16943304310149 -3.11447204583906 0 0 0 0 0.0808517407378626
"895" 0 0.0336104934773148 -0.0315951339206665 0 0 -5.0286256329384 -5.19681466527439 -4.82417223076408 0 0 0 0 0.925726844255538
"896" 0 -0.145578083117224 0.00043995446986396 1 0 -5.20715904512803 -3.38525506131946 -3.22978427201244 0 0 0 0 1.31184324478533
"897" 0 -0.0980785169161502 0.0829337285721137 1 1 -4.79719881298574 -3.55207524178123 -1.38021021463786 0 0 0 1 1.3430272191578
"898" 0 -0.165730982062981 -0.152049850388227 0 1 -5.59784332074514 -4.97065509209458 -3.80924178189391 0 0 0 0 0.0227315373643852
"899" 1 0.251594083037266 0.492765955853528 1 0 -2.80641666687279 -1.73473396083605 -2.10501711303344 0 0 0 0 1.06380221197831
"900" 0 -0.0645366911623631 -0.0496856133900905 1 1 -4.94338833510405 -3.07557184702711 -1.37456073794794 0 0 0 0 0.601467767004425
"901" 0 -0.0373229165753545 0.41007876895477 0 1 -4.3088691039578 -4.8569032874204 -3.5987067735409 0 0 0 0 1.63526037830926
"902" 0 0.22692627535775 0.433515176615304 1 1 -3.80784221577347 -2.6091686663976 -0.82442410714118 0 0 0 0 2.15489196409281
"903" 0 -0.369484389938812 -0.676947396635025 1 1 -6.3557233385026 -3.85014531759514 -0.88641123120657 0 0 0 1 -0.780051073954489
"904" 1 0.803381592739679 0.715723945943417 0 1 -1.50181036340489 -2.76417100694792 -2.8553483252226 1 0 0 0 2.08374401783222
"905" 1 0.774165601637512 0.769331408143769 1 1 -1.19197476332154 -0.684321078796456 -0.565570061852088 0 0 0 0 2.11841835044427
"906" 1 0.17455511478612 -0.150014288286775 1 0 -4.44539456663573 -2.22929076193944 -2.64653944580204 0 0 0 0 -0.554643308296558
"907" 0 -0.0678377786939346 -0.0875902848907063 0 0 -5.05742512879874 -5.01204341233379 -5.18615644220972 0 0 0 0 0.835438027514231
"908" 1 0.4839388845951 0.560422529909215 0 1 -2.44291424660598 -3.70420796421252 -2.5252899150559 0 1 1 0 1.6417651650069
"909" 0 0.199124186607974 0.542899876208877 1 0 -3.68683087234145 -2.64718291444265 -2.91878326344516 0 0 0 0 2.86216292079849
"910" 0 0.45967039765356 1.04798314076465 0 1 -2.2919535177788 -4.06451586474175 -3.4503172840695 0 0 0 0 3.69488130848611
"911" 1 0.622497278158251 0.827864548381721 1 1 -1.34218148196926 -0.72814365479832 -0.188084918400759 1 0 0 0 2.31706596208048
"912" 0 -0.398012612945835 -0.31396355140194 0 0 -6.12374755558827 -5.56812121700654 -5.17042884696167 0 0 0 0 -0.299634617931426
"913" 0 -0.143729429967258 0.11636457681129 0 0 -5.16149946309836 -5.13099541517975 -4.56838862410015 0 0 0 0 1.44442480509527
"914" 0 0.173806089641303 0.286243143033315 1 1 -3.93171228655427 -2.44102551877688 -1.16211515262831 0 0 0 0 1.91478968117318
"915" 1 0.40361035335955 0.405497700450315 0 1 -2.53564853535534 -3.8602303927326 -3.18196097171322 0 0 0 0 0.457678359066686
"916" 0 0.00180510473855853 -0.00947170030025257 1 0 -5.1414219188062 -3.46499008776369 -3.15696266902259 0 0 0 0 1.25385612767677
"917" 0 0.395219153581032 0.713956918557771 0 1 -2.76649534028131 -3.85924401996821 -3.20494686793724 0 0 0 0 2.92619058965723
"918" 0 0.0552986032780444 0.416452991403069 1 1 -4.19022676480929 -2.52136086521307 -1.04005920486922 0 0 0 0 2.37339733961213
"919" 0 0.459411922697495 0.770410306754507 0 0 -2.71945249302504 -4.05513686659177 -4.62703047545031 1 0 0 0 3.69437736212859
"920" 0 0.0169224767286175 0.428280724464007 1 0 -4.13678221465318 -3.03409621556436 -3.04298980224262 0 0 0 0 1.70153802367639
"921" 1 0.242237384435874 0.219864372134263 1 0 -3.31673790029989 -1.85977372981584 -2.51353812644026 0 0 0 0 0.769825413413982
"922" 0 -0.134140924545681 -0.325897542535924 0 1 -5.30680231888025 -5.05856860139957 -3.93800415216831 0 0 0 0 0.380931661748461
