"A" "M_cont" "M_bin" "M_cat" "contY_binM_int" "contY_contM_int" "contY_catM_int" "binY_binM_int" "binY_contM_int" "binY_catM_int" "countY_binM_int" "countY_contM_int" "countY_catM_int" "Ycen_binM_int" "Ycen_contM_int" "Ycen_catM_int" "cens_binM" "cens_contM" "cens_catM" "delta_binM" "delta_contM" "delta_catM" "C"
"2209" 0 -0.20909545497576 0 2 -4.88229806250579 -5.43818363059738 -3.53962614238696 0 0 0 3 9 3 0.0101365530006054 0.00214295595393756 0.053634302435291 1 1 1 0 0 0 1.12083333625396
"2210" 0 0.00211889684938832 1 0 -3.12699729105871 -4.87484907167828 -4.96588902414765 0 0 0 4 4 5 0.00733816623449813 0.00134100943545149 0.000527324425613164 1 1 1 0 0 0 1.21371402550069
"2211" 0 -0.429206050637117 0 2 -4.93682189054787 -5.44194145390891 -3.83066929877833 0 0 0 4 6 3 0.0165063471303358 0.00749360150103263 0.0283905675634508 1 1 1 0 0 0 -0.180082934454009
"2212" 1 0.76658008616036 1 2 -2.05672743701767 -2.46123284394045 -2.53194329445836 0 0 0 2 2 3 0.0524048884839284 0.023934666332045 0.0548107245394394 1 0 0 0 1 1 2.14255390729935
"2213" 1 0.500826862686442 1 0 -2.07307815243978 -3.25582162988897 -4.41027288464356 0 0 0 1 2 8 0.0545178706239442 0.023934666332045 0.000684935541648699 0 0 1 1 1 0 1.19048728818069
"2214" 1 0.79457521423172 1 1 -1.80312974987665 -2.55271328264821 -2.20602547701552 0 0 0 5 1 4 0.0338612468441894 0.023934666332045 0.0548107245394394 1 0 0 0 1 1 2.71696802134038
"2215" 1 0.571755091952571 0 2 -4.02210514675714 -3.2443986991801 -2.43438439063884 0 0 0 6 2 1 0.00803431912359748 0.023934666332045 0.00437570667847058 1 0 1 0 1 0 0.9516981291398
"2216" 0 -0.393620706710639 0 0 -5.25529897666536 -5.35461205575533 -5.17511049472323 0 0 0 5 6 6 0.011969051840959 0.000132020628121826 0.0166278038202673 1 1 1 0 0 0 0.15940420566104
"2217" 1 0.0173579072024502 1 0 -2.4538169519664 -4.00446909180213 -4.38713426694268 0 0 0 1 1 6 0.00414520792009345 0.0219849403910027 0.00291625543108384 1 1 1 0 0 0 -0.729242800668869
"2218" 0 0.0969513395309423 1 0 -3.07461484345225 -4.96630180169517 -4.98906764123647 0 0 0 4 3 7 0.000492541449549878 0.00723246562123126 0.00825227004839443 1 1 1 0 0 0 0.834862077390943
"2219" 0 0.199928687282888 1 2 -2.78712464796991 -4.19867818820898 -3.95015094333509 0 0 0 4 1 3 0.00752051033986457 0.00190642878109282 0.0211593363227201 1 1 1 0 0 0 2.27455913577529
"2220" 1 0.624766597954605 1 1 -2.37941734639569 -2.40522121893875 -1.99907972709161 0 1 0 1 3 3 0.0545178706239442 0.023934666332045 0.0548107245394394 0 0 0 1 1 1 1.98523431881296
"2221" 0 -0.0909241718931358 1 0 -3.2680809650865 -5.42970878887919 -4.88608689062516 0 0 0 5 5 7 0.0416307376196712 0.0185440232331501 0.00267839036223881 1 1 1 0 0 0 0.983005487856936
"2222" 1 0.524915911483238 1 2 -1.77092724019071 -3.00174185530537 -2.51838451521804 0 0 0 2 2 3 0.0545178706239442 0.0203805319370926 0.0336871813700598 0 1 1 1 0 0 1.29283389377851
"2223" 0 0.119951398402461 0 0 -4.88329518894076 -4.73227290216916 -4.72867082748628 0 0 0 6 4 4 0.0205193550303851 0.00108450423338636 0.0101120495634457 1 1 1 0 0 0 1.26775408502345
"2224" 0 -0.11422308619985 1 0 -3.34475472254795 -5.12964205779682 -4.99049188369491 0 0 0 3 7 6 0.025209387530725 0.00947711848566671 0.00393279199884349 1 1 1 0 0 0 -0.0398103944434443
"2225" 1 0.511595131915508 1 2 -2.36193466365643 -3.20987928247899 -2.03254207513498 0 0 0 2 6 0 0.0545178706239442 0.0043331146306451 0.0130905886138822 0 1 1 1 0 0 1.21432438365531
"2226" 1 0.321854003849025 0 0 -3.96903998625915 -3.51360213798717 -4.19041852777463 0 0 0 7 4 2 0.00153583291401488 0.023934666332045 0.0267855256468842 1 0 1 0 1 0 0.141543639006383
"2227" 1 0.533665099402834 0 2 -3.75796656234072 -2.84682646145849 -2.40602059696007 0 0 0 4 0 3 0.00709966324658819 0.023934666332045 0.000378652532451152 1 0 1 0 1 0 1.66816448451657
"2228" 0 -0.0386865619598813 1 2 -2.96428809500266 -5.1906243625388 -3.67414152872356 0 0 0 3 5 4 0.0545178706239442 0.00335022349867687 0.0548107245394394 0 1 0 1 0 1 1.39060013107137
"2229" 0 -0.127989849050667 1 1 -3.35762236179088 -5.40864780828919 -3.06111109057945 0 0 0 4 7 3 0.0220202753573504 0.00836306411063926 0.0548107245394394 1 1 0 0 0 1 0.443573175058641
"2230" 1 0.627761935557655 1 2 -2.0335261043116 -2.72406400320363 -2.23822273127409 0 0 0 1 5 4 0.0292415266913792 0.023934666332045 0.0521769472634601 1 0 1 0 1 0 2.12103606276302
"2231" 1 -0.0586733417878331 0 2 -4.18769983878857 -4.48895938832976 -2.71658843910751 0 0 1 3 4 1 0.00509550844277557 0.00227179914341355 0.0548107245394394 1 1 0 0 0 1 -1.42547327095353
"2232" 0 0.32847757108929 1 1 -2.67370918133414 -4.4217182802389 -2.92277940777041 0 0 0 3 4 2 0.0545178706239442 0.000201494838648644 0.0441054843443584 0 1 1 1 0 0 2.55571182372639
"2233" 1 0.611409814209466 1 1 -1.79533685149844 -2.26251122982763 -2.44544891193804 0 0 0 1 5 4 0.0545178706239442 0.0121464867495667 0.0548107245394394 0 1 0 1 0 1 1.43257383044857
"2234" 0 0.0937930843189996 0 2 -4.65211387750829 -4.69843728152812 -3.2966068482437 0 0 0 5 2 1 0.0105020678801994 0.00407108621549349 0.000184237192067317 1 1 1 0 0 0 1.90711644607155
"2235" 1 0.222438927262772 1 2 -1.81255280504617 -3.80959236992642 -2.65950460865643 0 0 0 2 6 3 0.0229583108622971 0.00740781454945821 0.00487353547471006 1 1 1 0 0 0 -0.826333050989602
"2236" 1 0.516912714870525 0 1 -4.25406133026386 -2.75092786752865 -2.22631542927474 0 0 0 4 3 3 0.00674272985230963 0.023934666332045 0.0548107245394394 1 0 0 0 1 1 0.495639525392389
"2237" 1 0.719617106723405 1 0 -2.11470065639704 -2.54835450802322 -3.89706366457134 0 0 0 1 6 0 0.0545178706239442 0.00348918354067949 0.0548107245394394 0 1 0 1 0 1 1.58168330930953
"2238" 1 0.492410955426017 1 1 -2.17522105027359 -3.01787868720456 -2.16172246438003 0 0 0 5 2 2 0.0545178706239442 0.023934666332045 0.022256080258281 0 0 1 1 1 0 0.471207557661931
"2239" 0 -0.121472077177409 0 0 -5.16992445362836 -4.88594759545965 -4.75019298254717 0 0 0 6 4 6 0.000294257179104678 0.00115796921362956 0.0168277813845713 1 1 1 0 0 0 0.201276907569329
"2240" 0 0.129232814299733 1 2 -3.0736706363088 -4.695511553553 -3.51698031851913 0 0 0 0 7 5 0.0545178706239442 0.00959927855978863 0.00541356755317731 0 1 1 1 0 0 2.10142421717491
"2241" 0 -0.0436933073173187 1 0 -3.59805052405359 -5.12407643531695 -4.48384716921404 0 0 0 3 4 4 0.0545178706239442 0.00839412728225745 0.00494036422151395 0 1 1 1 0 0 1.43648293647559
"2242" 0 -0.306920759678718 1 1 -3.02667887425088 -5.64589347545268 -3.11629945019399 0 0 0 3 4 3 0.0256842090735066 0.00122097951482342 0.00120678653725055 1 1 1 0 0 0 0.399233986364844
"2243" 0 0.100121672978766 1 1 -3.04276729142385 -4.35684881171482 -3.28625320338468 0 0 0 0 5 4 0.0545178706239442 0.0165930798347158 0.0297272044256162 0 1 1 1 0 0 1.41725692408298
"2244" 1 0.61153583492078 1 0 -2.30738743522205 -3.18294126162735 -3.87084552251082 0 0 0 5 3 4 0.0545178706239442 0.023934666332045 0.0249694129964625 0 0 1 1 1 0 1.68313278261671
"2245" 1 0.600821342972937 0 0 -3.93359404866001 -2.90374709382447 -3.95986757844738 0 0 0 2 1 8 0.0135224021263793 0.023934666332045 0.000967378972015301 1 0 1 0 1 0 1.98307613171696
"2246" 1 0.460374689803247 1 2 -1.83080181491 -3.42238791224636 -2.95289186490816 1 0 0 3 5 2 0.0117256312548602 0.023934666332045 0.0548107245394394 1 0 0 0 1 1 0.970505952732652
"2247" 1 0.46398872914568 1 1 -2.50964157940651 -2.82738640526928 -2.12703190075563 0 0 1 1 2 2 0.0545178706239442 0.00343707493939276 0.0548107245394394 0 1 0 1 0 1 1.36396731852861
"2248" 1 0.504905288879299 1 0 -2.31621388203872 -3.15173605938113 -4.10111562398818 0 0 0 2 0 4 0.0512943827341146 0.0165926769070106 0.00909356291766712 1 1 1 0 0 0 0.663992051565856
"2249" 1 0.515616604176287 1 2 -1.84954041675781 -3.33448496010661 -2.13097980287843 1 0 0 4 3 1 0.0251301551232036 0.023934666332045 0.0397128173608401 1 0 1 0 1 0 2.16988091946851
"2250" 1 0.0268156060434075 0 0 -4.27994013867935 -4.25284756550113 -4.45995882247142 0 0 0 4 8 3 0.00879919445934655 0.00454529724547891 0.0370023278255813 1 1 1 0 0 0 -0.355768657127608
"2251" 0 0.249616895253809 1 0 -2.72765527475604 -4.3193050306075 -4.94110907089728 0 0 0 3 3 2 0.0167951486304 0.0204769064034438 0.00296292230567272 1 1 1 0 0 0 2.25876027423621
"2252" 0 -0.087981294370891 1 1 -3.29716665209875 -4.67660847195023 -3.11134265737479 0 0 0 4 3 7 0.0185210649361255 0.0141259183702918 0.00453739987782691 1 1 1 0 0 0 0.373345551288205
"2253" 0 0.119057293931408 1 1 -3.09331015437472 -4.57967101962826 -3.10635854007629 0 0 0 1 3 3 0.0124117706461054 0.00422174799933724 0.0387638674077256 1 1 1 0 0 0 2.01380144283697
"2254" 0 -0.19261258592685 1 2 -3.37896537107344 -5.54037364133253 -3.95225748627879 0 0 0 5 5 4 0.0190675108514257 0.00352612244022132 0.00474675044082614 1 1 1 0 0 0 0.229579420202994
"2255" 0 0.0327241568604634 1 2 -2.78253844409897 -4.80329997348588 -3.55785163985105 0 0 0 2 5 5 0.052054403833845 0.0054542741146912 0.0127330027742419 1 1 1 0 0 0 1.71103092300203
"2256" 1 0.163187955744083 0 1 -4.25017226532253 -3.65120854459271 -2.09680739878137 0 0 0 4 3 3 0.00503428294635522 0.012270672314359 0.0548107245394394 1 1 0 0 0 1 0.421988596050961
"2257" 0 0.0426477304356677 0 1 -5.01358873906221 -4.98110996060463 -3.16304346960415 0 0 0 4 2 3 0.0134601371368004 0.0136542739076567 0.0548107245394394 1 1 0 0 0 1 0.848306393007662
"2258" 0 -0.194426052984497 0 2 -5.11897933003992 -5.33709432105247 -3.72691260113846 0 0 0 11 6 5 0.0162030572611416 0.00114616002067413 0.00665441484544538 1 1 1 0 0 0 -0.162564674231058
"2259" 1 0.360604224174671 1 1 -2.49927232915624 -3.35797778201172 -2.13300475746741 1 0 0 3 2 4 0.0545178706239442 0.023934666332045 0.0474441621354932 0 0 1 1 1 0 0.442848043076909
"2260" 0 -0.193532850072456 1 0 -2.94383969057461 -4.97478353802167 -4.99277454547639 0 0 0 2 3 4 0.0491415270703769 0.00402604170696843 0.00510581052038633 1 1 1 0 0 0 0.735863043394261
"2261" 1 0.552918852886774 1 1 -2.10770483375604 -3.06168494137584 -1.88508658240488 0 0 0 1 5 4 0.0321526613360293 0.023934666332045 0.0548107245394394 1 0 0 0 1 1 1.65121387898435
"2262" 0 0.251114096141336 0 2 -5.2243768489657 -4.80159106682056 -3.32903457260897 0 0 0 5 3 1 0.000510318850139329 0.0101205293422296 0.0431942810389316 1 1 1 0 0 0 1.73102467139786
"2263" 0 -0.00236583991935574 1 0 -2.99248904396954 -5.07564551497303 -5.15604594533758 0 0 0 2 3 5 0.00261939785758216 0.0012087407343591 0.00553480146975135 1 1 1 0 0 0 0.775544171847964
"2264" 1 0.389985046960635 0 2 -4.02070254184257 -3.51234468595648 -2.71339771817905 0 0 0 6 4 2 0.000884032406581354 0.00927036536159565 0.0482258072860515 1 1 1 0 0 0 0.9879095108997
"2265" 0 -0.232274869107441 0 0 -5.04264644447314 -5.51130851572015 -4.73354161112138 0 0 0 5 4 2 0.00242052189098864 0.0126405146320998 0.00548969341824746 1 1 1 0 0 0 0.397054905503779
"2266" 0 0.178032056302643 1 2 -2.97738659259551 -4.63516522436748 -4.12187079786992 0 0 0 4 7 0 0.00607990615130702 0.00766674036812698 0.0287550706290665 1 1 1 0 0 0 1.09153215156587
"2267" 0 -0.439105465561518 0 1 -4.88848816865567 -6.14905251831775 -3.24762811673794 0 0 0 8 3 2 0.00269933396666252 2.07681725192399e-05 0.0548107245394394 1 1 0 0 0 1 -0.583007979318689
"2268" 1 0.55927604270429 1 0 -1.9448515455091 -3.11043949106115 -4.17426092627065 0 0 0 2 2 3 0.0545178706239442 0.0130477140710831 0.00695917045642125 0 1 1 1 0 0 1.27933799498492
"2269" 0 -0.202712136418482 1 0 -3.24192954032527 -5.08733597480715 -4.97256578703365 0 0 0 2 1 4 0.0257770826035512 0.0058782609935009 4.95439468695072e-06 1 1 1 0 0 0 0.822704786094072
"2270" 0 0.118826162991149 1 2 -2.68267566066091 -4.86777131257491 -3.72726832630644 0 0 0 0 6 1 0.0106732938784811 0.0166190265445518 0.011088670353255 1 1 1 0 0 0 1.60918537182976
"2271" 0 0.263784466314218 1 1 -3.06116396596518 -4.79429393051326 -3.19590129415139 0 0 0 2 2 3 0.0536546806045819 0.0029663614847589 0.0280159022682617 1 1 1 0 0 0 2.03449023758148
"2272" 1 0.443508419037142 0 1 -3.924674726751 -3.25967329580329 -2.48445326416577 0 0 0 4 5 2 0.00417967802635599 0.023934666332045 0.0548107245394394 1 0 0 0 1 1 1.61370283020759
"2273" 0 -0.213108588072501 0 2 -5.16279646750257 -5.41639630001978 -3.93347128620076 0 0 0 3 3 7 0.00606930763009824 0.00173274794078039 0.0236476114167853 1 1 1 0 0 0 -0.170186313187467
"2274" 0 0.12851125176538 1 2 -3.06824554375742 -4.84308741632097 -3.55974909035836 0 0 0 3 3 2 0.0104667006383527 0.00573929907954495 0.0331212915424181 1 1 1 0 0 0 1.79139496650109
"2275" 0 0.314615715296991 1 2 -3.18251442453178 -4.42967902522642 -3.3652904400656 0 0 0 3 4 2 0.0545178706239442 0.00682702193915119 0.00574507269516338 0 1 1 1 0 0 2.13704184538194
"2276" 0 -0.0934887254346394 0 0 -4.76183362761289 -4.88131178835147 -4.97857276498501 0 0 0 2 3 3 0.00644445451861177 0.014454124055485 0.0023987736529873 1 1 1 0 0 0 0.458735294797175
"2277" 0 0.211882973032384 1 0 -3.08620272465505 -4.28792121027286 -4.94097216101293 1 0 0 3 2 3 0.0374334271032356 0.0107153159824414 0.00280181131645591 1 1 1 0 0 0 2.61624672916678
"2278" 0 -0.115029164272739 1 1 -2.86610178369528 -5.18578194853654 -2.9318561970066 0 0 0 7 1 4 0.00349658150837159 0.00394448250281196 0.0302551499859631 1 1 1 0 0 0 1.11770204725254
"2279" 0 -0.0385800808816699 1 2 -3.08646189128572 -5.08041677035392 -3.87983553391843 0 0 0 4 1 4 0.010193750919397 0.00212766752617486 0.0251441615782163 1 1 1 0 0 0 1.5887486125323
"2280" 1 0.493996472566563 0 1 -4.10977057434168 -3.36859374433883 -2.29941101574348 0 0 0 2 5 2 0.0315226550498657 0.0162356227288434 0.0548107245394394 1 1 0 0 0 1 0.655264404440217
"2281" 0 -0.186791352857934 0 1 -4.95849268119873 -5.20164627735864 -3.02089690070673 0 0 0 3 6 1 0.00252972666961694 0.00245706764863755 0.0419955194365016 1 1 1 0 0 0 -0.0299983767024223
"2282" 0 0.0902724571024886 1 2 -3.04646678654561 -4.94319233354287 -3.73622263518415 0 0 0 4 7 5 0.00317514870795493 0.0038922658528049 0.0162303535816211 1 1 1 0 0 0 1.87773433034673
"2283" 0 0.277707261285677 0 0 -4.99567206864399 -4.36433505470738 -4.66320049408914 0 0 0 6 6 2 0.00247214912711607 0.0166808626783398 0.018229609049639 1 1 1 0 0 0 1.72430133452072
"2284" 1 0.493774261079594 1 1 -2.04261952139337 -2.80528608775205 -1.76948057116501 0 0 0 2 4 3 0.0298666514268249 0.00477526878085457 0.0548107245394394 1 1 0 0 0 1 1.83392145559111
"2285" 0 -0.143962428832595 0 2 -5.02847577373724 -5.10835108045156 -3.81551902121315 0 0 0 9 3 4 0.00477785550210583 0.00279149334201672 0.0215319854183697 1 1 1 0 0 0 0.762576740844987
"2286" 0 0.0306693576815249 1 1 -3.01290470319958 -5.06145310113858 -3.0376321352927 0 0 0 2 4 5 0.0123617372511193 0.00719530133731269 0.052108547795628 1 1 1 0 0 0 1.03876770084275
"2287" 0 0.255224581946881 1 0 -3.23030412487223 -4.54949238631491 -5.01569776883416 1 0 0 2 6 5 0.0545178706239442 0.00363107742858124 0.000454588047257502 0 1 1 1 0 0 2.30817697051591
"2288" 0 -0.211281180833041 0 2 -5.38145254624391 -5.16782632354503 -3.62919462067771 0 0 0 6 3 7 0.0165560095807957 0.00543395361074734 0.0492212268250456 1 1 1 0 0 0 -0.159769930531392
"2289" 0 0.345859118294836 0 2 -4.52412643836401 -3.92959152443427 -3.63770976890726 0 0 0 3 5 6 0.000238713697244867 0.023934666332045 0.0548107245394394 1 0 0 0 1 1 2.58480894434133
"2290" 0 0.143490448566029 1 0 -3.19222749099135 -4.66339683390988 -4.68492062042209 0 0 0 2 3 5 0.0545178706239442 0.023934666332045 0.00270622401398335 0 0 1 1 1 0 1.96584186343415
"2291" 0 -0.190870374491834 0 1 -4.71342609955088 -5.6949395414905 -2.41024089404032 0 0 0 2 1 6 0.00812672515214472 2.13265460964492e-05 0.0548107245394394 1 1 0 0 0 1 0.743208679121394
"2292" 0 -0.03802667767016 0 0 -5.11974601899435 -4.97479888034297 -4.63139317431229 0 0 0 6 4 10 0.00407022393413932 0.00126100302236961 0.01688484849583 1 1 1 0 0 0 0.552510200077887
"2293" 0 -0.0439642613705331 0 2 -5.41260258212903 -4.5651807169123 -3.66468065147951 0 0 0 5 5 3 0.00263005211809999 0.000976389141819124 0.0548107245394394 1 1 0 0 0 1 0.545483279049033
"2294" 0 -0.177742286386136 0 2 -5.01940410177999 -5.36202232433822 -3.60831219416488 0 0 0 9 5 2 0.00530243272473999 0.00143224454058138 0.0254625538444159 1 1 1 0 0 0 -0.0500574068055359
"2295" 1 0.0331620893559916 1 0 -2.30903584384783 -4.02096856132529 -4.33171038482451 0 0 0 4 5 0 0.051046281880393 0.012924859055285 0.00278195222088335 1 1 1 0 0 0 -0.939466826949786
"2296" 0 0.0056224689840375 0 1 -4.78557050481226 -5.03379500818947 -2.955510284425 0 0 0 1 3 8 0.0264430986878704 0.023934666332045 0.0548107245394394 1 0 0 0 1 1 1.52659480624466
"2297" 0 -0.106398441876975 0 2 -4.95859987919175 -5.37118214725034 -3.31513791444732 0 0 0 7 7 3 1.57183538580709e-05 0.00447226740218112 0.0465514484570124 1 1 1 0 0 0 -0.218455415376854
"2298" 1 0.353300989908328 1 1 -2.32712670350772 -3.58454402311444 -2.25185088553878 0 0 0 2 2 3 0.0545178706239442 0.023934666332045 0.0548107245394394 0 0 0 1 1 1 0.595458423192122
"2299" 0 -0.150976974112126 1 1 -3.13092809155518 -5.11537308054743 -3.13188943186749 0 0 0 3 10 5 0.0545178706239442 0.00954130095934116 0.0548107245394394 0 1 0 1 0 1 1.00992679361444
"2300" 0 -0.133411667219136 0 0 -4.63157082856963 -5.28627580130768 -4.80412100359317 0 0 0 6 6 3 0.00231972621085272 0.000973629242860338 0.0158697766906805 1 1 1 0 0 0 0.683556050197947
"2301" 0 0.133330038536194 0 0 -4.75705929972318 -4.33977226445285 -4.86172479645047 0 0 0 6 7 4 0.00219940503649084 0.0136282812552287 0.00803349316424691 1 1 1 0 0 0 1.5427875947986
"2302" 0 -0.0731065636325945 0 2 -4.8450814278927 -4.92463505891156 -3.53270998141204 0 0 0 3 4 4 0.00100520931588349 0.00321819560081389 0.00764844426769284 1 1 1 0 0 0 0.815713027823448
"2303" 0 0.0570814755903475 0 2 -4.76474439570392 -5.38219522356507 -3.54182599080029 0 0 0 3 11 6 0.00918768664976165 0.00983186048154909 0.0421808185801611 1 1 1 0 0 0 1.23266497047518
"2304" 0 -0.448037681201943 0 2 -4.58846244823611 -5.76643813021337 -3.76170698331649 0 0 0 7 8 4 0.00180479713024846 0.00612799090165711 0.0366179587829445 1 1 1 0 0 0 -0.220202684339643
"2305" 0 0.051878715921706 0 2 -5.1176591915637 -4.53982850625927 -3.82617061053186 0 1 0 3 4 6 0.000798528660033087 0.00339845794713234 0.00429132710496904 1 1 1 0 0 0 1.48477832076481
"2306" 0 -0.304537423594173 0 0 -5.33424502427271 -5.53349458594407 -4.92276688521443 0 0 0 7 2 1 0.000153225824489561 0.00626987542273872 0.000228526006004675 1 1 1 0 0 0 -0.0605143823044891
"2307" 0 -0.156562200982439 0 0 -5.12546067324076 -5.45241834902368 -5.16791598308886 0 0 0 5 5 3 0.00584300198379295 0.000107208914199768 0.0092067274668178 1 1 1 0 0 0 0.0480844630007736
"2308" 0 0.280684444457298 0 1 -4.78935469108298 -4.59417524794718 -3.20593044486292 0 0 0 5 1 5 0.00746527195024326 0.00936985587881451 0.0236527343453952 1 1 1 0 0 0 1.96542041622319
"2309" 0 0.0527272383536549 0 2 -4.57905151288331 -4.66107744035849 -3.65412204310611 0 0 0 7 2 1 0.0145596797887912 0.0226714916669467 0.0220169642917648 1 1 1 0 0 0 1.86669478453435
"2310" 0 0.0071935307461749 1 0 -3.02630563144366 -4.9148372332272 -4.9371103878416 0 0 0 4 2 5 0.0265649408892879 0.00217528220483041 0.0105649284322846 1 1 1 0 0 0 0.732572422113689
"2311" 1 0.407714514136257 0 1 -4.05898040187291 -3.50461718863255 -1.87170892171402 0 0 0 3 5 2 0.0377669234938678 0.00727102863297696 0.0548107245394394 1 1 0 0 0 1 1.11717989663045
"2312" 0 0.041713454676312 0 0 -4.9428132259198 -4.87578679196874 -4.67532806526544 0 0 0 6 5 2 0.0160617518456361 0.00695295359624635 0.00138107453418378 1 1 1 0 0 0 1.17908782409389
"2313" 0 -0.0880651626390718 0 2 -5.05860096740356 -5.12394971880053 -4.10695979675533 0 0 0 4 5 1 0.00506743804831647 0.00111849138368103 0.00660020606465684 1 1 1 0 0 0 -0.0935831065011556
"2314" 1 0.682751946992181 0 0 -4.160129913294 -3.00804808955944 -4.11943102535382 0 0 0 3 5 4 0.00635439660609389 0.023934666332045 0.037506857209501 1 0 1 0 1 0 1.4439603258224
"2315" 1 0.32355763012435 1 2 -1.83261717392722 -3.38194557153789 -2.40063898636216 0 0 0 2 3 3 0.0275440568698947 0.000984239874832526 0.0548107245394394 1 1 0 0 0 1 0.453353704550966
"2316" 1 0.0914787056863939 1 1 -2.11419359098783 -4.33442220855011 -2.22636948213164 0 0 0 2 2 4 0.0545178706239442 0.00860890331666466 0.0326870040725518 0 1 1 1 0 0 -0.304965948528409
"2317" 1 0.449721683662989 1 0 -2.14464537515471 -3.12069997697019 -4.20076219759595 0 0 0 1 4 6 0.0545178706239442 0.023934666332045 0.0112166140649213 0 0 1 1 1 0 0.304005296918189
"2318" 0 0.110843621157732 0 0 -4.94149743477339 -4.42156176417318 -4.68444973377951 0 0 0 9 4 1 0.00801795839857895 0.000662630792898655 0.00966831754332027 1 1 1 0 0 0 2.3494587197605
"2319" 0 -0.161506722398583 0 2 -4.77615494326799 -5.08925038326409 -3.4594837462291 0 0 0 3 4 8 0.00554207016339797 0.00215499297459793 0.00618580296768994 1 1 1 0 0 0 0.781330365636356
"2320" 0 -0.326040448136597 1 2 -3.35328327107664 -5.90077033277662 -4.16489223310163 0 0 0 2 4 1 0.0108963403467753 0.000661831496375589 0.0151255313521824 1 1 1 0 0 0 -1.26353043301578
"2321" 0 0.184672705668887 0 2 -4.84090160273367 -4.68258678216411 -3.71970125556974 0 0 0 3 2 6 0.00361180840994749 0.0162038898599989 0.0243560850660965 1 1 1 0 0 0 1.51419440745786
"2322" 0 -0.342127177242445 1 2 -2.97064669397914 -5.65546102120455 -3.78766861843657 0 0 0 1 6 3 0.00127350586919217 0.00120085429584123 0.00118694532118462 1 1 1 0 0 0 -0.573699497506258
"2323" 0 -0.0340855178158841 0 0 -4.88019883473444 -4.63830214229078 -4.67881184496305 0 0 0 7 5 3 0.0107209604175243 5.49499377054609e-05 0.00248196327212055 1 1 1 0 0 0 0.958909942607399
"2324" 0 -0.171446452231779 0 1 -4.53528164637161 -5.08301995234586 -3.01291000804963 0 0 0 1 4 2 0.0155602437229823 0.000808024172452577 0.00943985918942984 1 1 1 0 0 0 1.01801349274973
"2325" 1 0.631615840104815 1 0 -2.02343765793211 -2.78052272080832 -4.07483735775455 0 0 0 1 3 3 0.0236957997871658 0.00238288060781531 0.0192245332537805 1 1 1 0 0 0 1.84144591391442
"2326" 0 -0.17828874943298 0 0 -5.17382142493649 -5.41874592917766 -5.0723516940155 0 0 0 5 6 3 0.00922390442769338 0.000337473669193304 0.00811875563289379 1 1 1 0 0 0 0.27806423983606
"2327" 0 -0.0113993742052066 1 0 -3.34036221535998 -4.93534083125898 -4.72346899519863 0 0 0 1 7 5 0.0545178706239442 0.023934666332045 0.00430819753946487 0 0 1 1 1 0 1.21395365288822
"2328" 0 -0.295013820034612 1 1 -2.95078249702569 -5.44521509242902 -3.03504704482773 0 0 0 6 3 3 0.0545178706239442 0.00374069261594132 0.00421920989393442 0 1 1 1 0 0 0.193378148193807
"2329" 0 0.0390308882033279 0 2 -4.6883879891154 -4.61227196654363 -3.9019276344859 0 0 0 7 5 3 0.0303358078380873 0.023934666332045 0.0092051405214684 1 0 1 0 1 0 1.31912935571958
"2330" 0 -0.402485132839689 1 0 -3.70019334703726 -5.8366214039713 -5.37239732262301 0 0 0 3 6 6 0.0545178706239442 0.000613066333728698 0.00565065780585893 0 1 1 1 0 0 -1.3894763078021
"2331" 1 0.509321437470179 0 2 -3.95121246604392 -2.96354677173207 -2.14438494389052 0 1 0 4 1 0 0.00400205155968735 0.0214162335184156 0.0548107245394394 1 1 0 0 0 1 1.44271290621767
"2332" 1 0.516980561118136 0 1 -3.91115107750166 -2.93435545146064 -2.04106164129012 0 0 0 1 1 1 0.0545178706239442 0.023934666332045 0.0548107245394394 0 0 0 1 1 1 1.66558524208657
"2333" 0 0.128476257055642 0 2 -5.00917098064582 -4.72019152603836 -3.77854592477166 0 0 0 6 4 6 0.00981297308899922 0.0119266263117168 0.0548107245394394 1 1 0 0 0 1 1.48953617160447
"2334" 0 -0.404355398399711 0 0 -4.50356816966028 -5.83071180397243 -5.00765503378465 0 0 0 4 7 8 0.00622498060504856 0.00920293091015378 0.00543803828267712 1 1 1 0 0 0 0.196061035310651
"2335" 0 0.286335311519546 0 1 -4.66657840306867 -4.26038932977197 -3.00787422698094 0 0 0 4 6 2 0.0127705169732513 0.00351207425796478 0.0548107245394394 1 1 0 0 0 1 2.46960977428628
"2336" 0 -0.157059100997425 1 0 -3.18567691118832 -5.10255792802451 -4.92347223497119 0 0 0 4 4 3 0.0222270712050699 0.00381602963517259 0.00505001136820514 1 1 1 0 0 0 1.01188429907661
"2337" 1 0.446691907604578 1 2 -2.05778602417767 -2.75009288212183 -2.69495279637311 0 0 0 1 2 2 0.0545178706239442 0.023934666332045 0.0359928954557305 0 0 1 1 1 0 1.59467069721537
"2338" 0 0.541476470320102 0 1 -4.38416898844455 -3.42941340480145 -2.44398537851069 0 0 0 7 3 3 0.00376817160932098 0.023934666332045 0.0548107245394394 1 0 0 0 1 1 3.53769720327305
