"A" "M_cont" "M_bin" "M_cat" "contY_binM_noint" "contY_contM_noint" "contY_catM_noint" "binY_binM_noint" "binY_contM_noint" "binY_catM_noint" "countY_binM_noint" "countY_contM_noint" "countY_catM_noint" "Ycen_binM_noint" "Ycen_contM_noint" "Ycen_catM_noint" "cens_binM" "cens_contM" "cens_catM" "delta_binM" "delta_contM" "delta_catM" "C"
"1729" 0 0.103469163606066 0 2 -5.34184578242932 -4.77012831725939 -3.72514108885885 0 0 0 3 4 2 0.00122770235762409 6.26540507154056e-05 0.00545306215437193 1 1 1 0 0 0 0.874747336418691
"1730" 1 0.482732329487534 0 0 -3.9202312972784 -3.26605199140114 -4.12938541962291 0 0 0 5 6 0 0.00743965520644969 0.0191223085719267 0.00224015013274994 1 1 1 0 0 0 1.05773174800525
"1731" 1 0.289703756853451 1 0 -2.36405943739849 -3.60376193896054 -4.15138619829282 0 0 0 4 2 3 0.0511322058959062 0.0223828731006426 0.0155932522908881 0 0 1 1 1 0 0.62662008707411
"1732" 1 0.606109764506537 0 2 -3.79093384073694 -2.70162889983637 -2.8857335642851 0 0 0 3 1 1 0.0115158034945972 0.00490529865753388 0.0262043104980567 1 1 1 0 0 0 1.35228845810153
"1733" 1 -0.046134134149223 0 1 -4.44875840363139 -4.4605776732169 -2.06254728128474 0 0 0 5 1 5 0.0390316114402258 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 -0.262975538127748
"1734" 0 0.0509531569892507 0 2 -4.90753106972383 -4.70577255619254 -3.33443321111892 0 0 0 5 6 2 0.00625374842399137 0.00234405463047993 0.00626454536113272 1 1 1 0 0 0 2.25682111300918
"1735" 0 -0.493449412349621 0 0 -4.92641131494626 -5.99773861401048 -5.00043212173994 0 0 0 3 8 10 0.0086628614089361 0.00618530446717237 0.00166807304281135 1 1 1 0 0 0 -0.308676310970562
"1736" 0 -0.27522499360867 0 2 -5.29104384390685 -5.56312528443578 -3.51303984178868 0 0 0 7 9 3 0.00270932114003584 0.00247797999387934 0.0161609122116744 1 1 1 0 0 0 -0.0866987684469651
"1737" 0 0.159748912900445 1 0 -3.44600890482913 -4.46844829622378 -4.87343689615162 0 0 0 3 3 8 0.0247055120422302 0.00450973163371816 0.00706061645177279 1 1 1 0 0 0 1.81616753903999
"1738" 1 0.639863547452168 0 0 -4.34224039059875 -2.85144440228345 -4.25429437435402 0 0 0 6 6 4 0.0289103187575679 0.0223828731006426 0.00141555086185486 1 0 1 0 1 0 1.92161831851264
"1739" 1 0.737808595620118 1 0 -2.37356412188476 -2.54752516285617 -3.72859828647491 0 0 1 2 1 4 0.0511322058959062 0.0223828731006426 0.00361762736303787 0 0 1 1 1 0 2.20567439546718
"1740" 1 0.151071590828647 0 0 -4.25602671514013 -3.60600586197959 -4.07313615959196 0 0 0 3 6 5 0.00176213230484421 0.0223828731006426 0.00252652866130057 1 0 1 0 1 0 0.189058595708336
"1741" 0 -0.236755002001359 0 0 -5.20342979440489 -5.47105764761582 -4.74159860756705 0 0 0 4 4 3 0.00517350735437967 0.00917721346821674 0.00489264010282776 1 1 1 0 0 0 -0.354030104278358
"1742" 1 0.354570919212366 1 2 -2.09783361080773 -3.60353082307561 -2.92002086212848 0 0 0 0 4 4 0.0192396058010133 0.00749694056625863 0.0484603504496438 1 1 0 0 0 1 0.520439056807257
"1743" 0 0.0585306565283264 0 1 -4.64640606621956 -4.66379040839172 -2.83163596258962 0 0 0 3 5 4 0.015931568068292 0.0146361264881357 0.0484603504496438 1 1 0 0 0 1 1.78992840299368
"1744" 1 0.447913657155583 0 2 -4.00086511709857 -3.02351297011171 -2.81027630135921 0 0 0 2 3 6 0.00237506687294111 0.0223828731006426 0.0012517841138104 1 0 1 0 1 0 1.73902046138787
"1745" 0 -0.287542347632252 0 0 -5.22802655932528 -5.59347042186693 -4.9333664654672 0 0 0 4 8 5 0.00852539317612712 0.00230638390805721 0.00370256346325017 1 1 1 0 0 0 0.432605948105082
"1746" 0 -0.269308209180952 0 0 -5.11994893028505 -5.26482223960945 -4.68429920347804 0 0 0 2 3 3 0.0151721591433015 0.00691067756741962 0.0258467081911888 1 1 1 0 0 0 0.214395424392103
"1747" 0 -0.00982707995620711 0 2 -4.86588672577057 -4.71317853283724 -3.61916945772773 0 0 0 2 7 2 0.00491881383303348 0.00064942055623556 0.0124651540832275 1 1 1 0 0 0 1.49674825219494
"1748" 0 -0.130359880583169 1 2 -3.5071338319513 -5.45353469579326 -3.71789068003867 0 0 0 3 3 2 0.0511322058959062 0.013249409299988 0.00225945137500255 0 1 1 1 0 0 0.806827657126708
"1749" 0 -0.20520179286813 0 0 -5.2084519348484 -4.82036385752759 -4.95004364244787 0 0 0 8 8 6 0.0085610197884074 0.00913695079496424 0.00122120587370484 1 1 1 0 0 0 0.555756974290021
"1750" 1 0.413487113513343 0 1 -3.91639561052593 -3.54351867218529 -2.52655827402465 0 0 1 2 4 2 0.0343059313564978 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 1.03488087927149
"1751" 1 0.451792193271197 1 1 -1.96556658717211 -3.13841093068888 -2.25084590857363 0 0 0 3 3 1 0.00601874345485613 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 2.03550365360759
"1752" 0 0.0478779228043012 0 0 -4.90366163981493 -5.05136933964018 -4.98742617630435 0 0 0 3 6 4 0.00374169882280124 0.0107584033064495 0.00250484026778263 1 1 1 0 0 0 0.975986780949884
"1753" 1 0.316638610851749 1 2 -2.42808454025719 -3.59576823765854 -3.41775881190658 0 0 0 2 6 2 0.0511322058959062 0.00140238211892487 0.0477528090444573 0 1 1 1 0 0 0.2097132930112
"1754" 1 0.97350151558041 1 2 -2.10226119192846 -2.26424155808524 -3.02682369895298 0 0 0 4 2 2 0.011053343770426 0.0223828731006426 0.00303144795556647 1 0 1 0 1 0 3.01450994458648
"1755" 0 0.0616125598959361 1 2 -2.99786444232419 -4.76252051642313 -3.49876959234403 0 0 0 3 3 4 0.0231785379303778 0.0002978212123874 0.0119680521013635 1 1 1 0 0 0 1.30212909992444
"1756" 1 0.320931533006111 1 1 -2.11557940630578 -3.805010272221 -2.55517708613365 0 0 0 2 4 2 0.0511322058959062 0.00430336778500415 0.041347644925849 0 1 1 1 0 0 0.499135047943588
"1757" 1 0.450507763853648 1 2 -2.24626384562321 -3.636000864472 -2.7229989628792 0 0 0 3 1 4 0.0383741528598259 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 1.02198585852154
"1758" 1 0.365920082056116 1 2 -2.43542139194298 -3.13127719075311 -2.93796897833831 0 0 0 0 2 1 0.00969219799983107 0.0223828731006426 0.0372934438700122 1 0 1 0 1 0 0.511508145515738
"1759" 0 -0.071752880230024 0 1 -5.09261772745002 -4.82882953819179 -2.60671748857108 0 0 0 4 6 2 0.00308945577219011 0.00484451316808703 0.0052585566243749 1 1 1 0 0 0 0.627401954858113
"1760" 0 0.240594892398585 0 2 -5.03443263194955 -4.50295377132006 -3.24081110252863 0 0 0 5 8 2 0.0024146821536873 0.00377558374414029 0.0484603504496438 1 1 0 0 0 1 1.99607656621429
"1761" 0 0.13743532403951 0 1 -4.70978170085325 -5.0297670445618 -3.05071924815035 0 0 0 6 7 2 0.0147611175085046 0.00347325059114406 0.0437758317134524 1 1 1 0 0 0 1.96730388727598
"1762" 1 0.373484610674526 0 0 -4.13365464661307 -3.4852488460181 -3.84467838161303 0 0 0 4 1 3 0.0235700533818982 0.0223828731006426 0.044691543783614 1 0 1 0 1 0 1.03991300086125
"1763" 0 -0.295087528209947 0 2 -4.58225621620807 -5.49655102812533 -4.1100037796305 0 0 0 3 4 4 0.00443194065574755 0.00403565098437196 0.0383644110488245 1 1 1 0 0 0 0.511511446113877
"1764" 0 -0.0805149196667044 1 0 -3.13983615405438 -5.04769435476838 -5.08069787959939 0 0 0 4 2 1 0.0511322058959062 0.00218617193456018 0.00296573182646817 0 1 1 1 0 0 1.1829647731906
"1765" 0 -0.358125920688107 0 2 -5.46111941494344 -5.31968241321026 -3.41138276551541 0 0 0 5 4 3 0.00417993512765963 0.00286633257447757 0.0429025717097823 1 1 1 0 0 0 0.270730818805089
"1766" 0 0.145111638826919 0 1 -4.7290826700918 -4.5249271913896 -3.18037457578535 0 0 0 5 5 4 0.00653160963387185 0.00226467402333492 0.0484603504496438 1 1 0 0 0 1 2.1993461544584
"1767" 0 -0.0199890565721442 1 2 -3.43935994284474 -4.8428191681377 -3.59474042603303 0 0 0 2 8 3 0.0285909779014573 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 1.66368391728027
"1768" 1 0.664672510213112 0 2 -4.05969889422373 -3.15566057181075 -2.62535544998352 0 0 0 3 1 1 0.00235225840967863 0.014345443124834 0.0484603504496438 1 1 0 0 0 1 1.60721888014
"1769" 0 -0.267557806221988 1 0 -3.28666531048831 -5.46235137265059 -4.86829293738455 0 0 0 5 6 4 0.0133276265129649 0.00892756189262955 0.00104728684736835 1 1 1 0 0 0 0.306311184880054
"1770" 1 0.420819619821004 1 1 -2.20591957939929 -3.40347764261544 -2.31630367000888 0 0 1 3 5 2 0.0511322058959062 0.0162886027730783 0.0125508862764369 0 1 1 1 0 0 0.904674081563618
"1771" 0 0.280649753303471 0 1 -5.08473561287047 -4.17393252278835 -3.00387824780378 0 0 0 5 1 4 0.00722130629612305 0.00774554120176152 0.0012871570404547 1 1 1 0 0 0 2.76463250375674
"1772" 1 0.350712199831207 0 2 -4.26964612806217 -3.70033885059803 -2.82931349265982 0 0 1 5 2 3 0.0511322058959062 0.0220436138430464 0.0456149097517295 0 1 1 1 0 0 0.55567114395045
"1773" 1 0.246157784630076 0 2 -3.9477800506445 -3.93549390648261 -3.20222790587813 0 0 0 5 2 2 0.0456469174240586 0.00966635205716942 0.0316479836693526 1 1 1 0 0 0 0.443076376406257
"1774" 1 0.385912284413736 0 0 -4.04254313882343 -3.41190704968379 -4.26715521267877 0 0 0 4 0 3 0.00192616803733861 0.00844967212798815 0.0194938396945329 1 1 1 0 0 0 0.854024888075579
"1775" 1 0.492712924936863 1 0 -2.20435637295542 -3.50042567009509 -4.09540589047323 0 0 0 1 5 4 0.0511322058959062 0.0103401697590263 0.00914521219329624 0 1 1 1 0 0 0.310401890573777
"1776" 0 -0.0264679145956716 0 1 -4.8045850993204 -4.83859600335753 -3.32965859372422 0 0 0 8 6 2 0.00798827437402128 0.0110848092594295 0.0484603504496438 1 1 0 0 0 1 0.226884794671017
"1777" 0 -0.179426508072546 0 0 -5.18438479497138 -5.51155836652326 -5.18327785828421 0 0 0 3 3 8 0.0145484752107694 0.000604996897790484 0.0049144498899048 1 1 1 0 0 0 -0.0421284910577826
"1778" 1 0.125708332107027 0 2 -4.02157289617251 -3.83706951900668 -3.2101699696864 0 0 0 7 5 4 0.00843311072415755 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 -0.759220847867377
"1779" 0 -0.00622134932402241 1 2 -3.48218407558189 -4.89805332014082 -3.90583281054213 0 0 0 1 9 2 0.0511322058959062 0.0103442407177119 0.00152036535707331 0 1 1 1 0 0 0.522897320108393
"1780" 1 0.801060411541257 1 1 -2.27355638413458 -2.08147265252492 -1.9967477593233 0 0 1 1 3 3 0.0511322058959062 0.00591662088048854 0.0484603504496438 0 1 0 1 0 1 2.23646315477398
"1781" 1 0.565731924528035 1 2 -1.9152636640292 -3.19542752564208 -2.73286487726777 0 0 0 3 0 0 0.00553015275149088 0.0223828731006426 0.00567232818990794 1 0 1 0 1 0 1.54993703735602
"1782" 0 -0.18094468124518 1 2 -2.88589480535861 -5.22487097137324 -4.06287000648031 0 0 0 4 5 6 0.00432984445904273 0.00225531801091482 0.0380310574788326 1 1 1 0 0 0 0.415486898734261
"1783" 0 0.24188595282845 0 2 -4.93325406555905 -4.17229474874776 -3.84917759984382 0 0 0 4 3 4 0.0113344641945412 0.0130746595480663 0.0151975376794072 1 1 1 0 0 0 1.43926579942952
"1784" 0 -0.0852860006343825 1 2 -3.18884679317 -4.81553824112281 -4.01288996768006 0 0 0 2 10 5 0.0217316208907374 0.00757225461225327 0.0147870970121928 1 1 1 0 0 0 0.896797277263354
"1785" 0 0.456064350270397 1 2 -3.00551944093864 -3.55411519307677 -3.35412053452575 0 0 0 2 2 2 0.0402040784835046 0.0080681805541356 0.0484603504496438 1 1 0 0 0 1 3.23102315225272
"1786" 1 0.633886149694917 0 0 -4.28614819657696 -3.20480774505361 -3.83035261488549 0 0 0 3 3 5 0.0163619484884466 0.0223828731006426 0.00322869959275143 1 0 1 0 1 0 1.56023724981194
"1787" 1 0.567941568211541 0 2 -3.92850352673369 -3.03055719064308 -2.67586222244347 0 0 0 5 3 1 0.015188162825213 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 1.45275897755457
"1788" 0 0.274579844318391 0 0 -4.85328885063659 -4.05575370768709 -4.94016016320514 0 0 0 2 0 1 0.00147583194141387 0.00779529288150138 0.00639715895752066 1 1 1 0 0 0 1.75904710943747
"1789" 1 0.639271267574066 1 1 -2.25065064719309 -2.79118747688471 -2.58535205172157 0 0 0 0 2 1 0.0511322058959062 0.00499418499927181 0.0200963227129967 0 1 1 1 0 0 1.06046241447179
"1790" 0 0.19564080368497 1 2 -2.87399963934097 -4.27324065350253 -3.68784022292076 0 0 0 1 4 2 0.0511322058959062 0.00652205015979223 0.000584175593403143 0 1 1 1 0 0 2.0429796217448
"1791" 0 -0.267292956848705 1 0 -3.12047560544662 -5.37931614562441 -4.9305009012497 0 0 0 4 7 3 0.0331843964854753 0.00197061295553838 0.00518168160223429 1 1 1 0 0 0 0.629585015793696
"1792" 1 0.798060589188215 1 2 -2.20410174237448 -2.6451661774259 -2.53836007817534 0 0 0 4 1 6 0.0263367618116273 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 2.19786303146869
"1793" 0 0.291897243991324 0 0 -4.69689200352015 -4.07949070049326 -4.91311156746668 0 0 0 7 7 3 0.00235865361877896 0.0223828731006426 0.00404708776317296 1 0 1 0 1 0 1.51880570874143
"1794" 0 -0.158772752794663 1 2 -3.03137803356466 -5.43869995000262 -3.74190644564651 0 0 0 2 5 2 0.00440066415538018 0.00082780430976801 0.014366989490175 1 1 1 0 0 0 0.721983222593097
"1795" 1 0.237434651006465 0 2 -4.24918503119282 -3.52880007544793 -3.1556803483846 0 0 0 3 4 4 0.00597933295660543 0.000415321978648485 0.00134656339196943 1 1 1 0 0 0 -0.101220021720935
"1796" 0 0.218549657379319 0 2 -4.93978597319775 -4.58023523672181 -3.5449541122316 0 0 0 1 6 2 0.00312701057695653 0.000893480428085616 0.00777654999809036 1 1 1 0 0 0 2.2686596997951
"1797" 1 0.0339208160563043 0 0 -4.47726034012625 -3.9894724060391 -4.20627441097728 0 0 0 4 5 4 0.00554412566119318 0.0121780081379779 0.0106004656270416 1 1 1 0 0 0 -0.26860272614147
"1798" 1 0.652650733379669 1 0 -2.40612392935135 -3.03919344182235 -4.43112218614609 0 0 0 2 1 5 0.00196416526173035 0.0223828731006426 0.0330937786272742 1 0 1 0 1 0 1.34378123252445
"1799" 1 0.426176308857127 0 0 -4.08936034830484 -3.38647669524521 -4.4502132532992 1 0 0 3 2 8 0.0286578607390317 0.0223828731006426 0.000494170747602854 1 0 1 0 1 0 1.00702527371502
"1800" 0 -0.0999269482872988 1 2 -3.14940336662814 -4.85734069291836 -3.84267621385975 0 0 0 3 1 5 0.0407473850316704 0.00958100972090545 0.0385245164801579 1 1 1 0 0 0 1.06717211098064
"1801" 0 -0.00189669952808133 0 2 -4.98180668724286 -4.88084186012071 -3.82607925220126 0 0 0 3 5 7 0.0111896703439579 0.0069189068528978 0.0207149693906872 1 1 1 0 0 0 0.706863178264052
"1802" 0 0.152435100029625 0 2 -5.18011934245354 -4.45972365540355 -3.74586275740516 0 0 0 9 1 6 0.0291438331012371 0.00727559666943444 0.0116060615717407 1 1 1 0 0 0 1.22484025508879
"1803" 0 -0.0739581209325944 1 1 -3.30973072072266 -5.09507527261266 -3.23019554607311 0 0 0 5 1 3 0.0511322058959062 0.00956212884497333 0.0484603504496438 0 1 0 1 0 1 0.838016389913438
"1804" 1 0.515463328089482 1 2 -2.27246072379814 -3.40778466854873 -3.11169924588726 0 0 0 3 4 3 0.0292912272143988 0.00251665010442688 0.0484603504496438 1 1 0 0 0 1 0.834468066159694
"1805" 0 -0.035225961028117 0 0 -5.24158309812835 -4.99401532391824 -5.17183092324809 0 0 0 6 2 5 0.00471523985912425 0.00421097769936969 0.0141866033654516 1 1 1 0 0 0 1.46470002607844
"1806" 0 -0.0315480289159422 1 0 -3.01274390786048 -4.70202094841856 -4.52393951686967 0 0 0 6 5 3 0.0263878589725077 0.0044821937534115 0.00527704277473253 1 1 1 0 0 0 0.291382501858026
"1807" 0 0.281761804270241 0 2 -4.82830537792967 -4.23198651430554 -3.23792840393769 0 0 0 4 4 5 0.000796460843466515 0.0223828731006426 0.0484603504496438 1 0 0 0 1 1 2.74475677708597
"1808" 1 0.463680085861531 1 1 -2.31620356780184 -3.19586986532758 -2.37638211981201 0 0 0 4 2 1 0.0511322058959062 0.00659786513689394 0.0219759594025595 0 1 1 1 0 0 1.37578352727522
"1809" 1 0.0629898781588452 0 1 -4.41116961818947 -4.39676382799519 -2.48911849526817 0 0 0 4 3 6 0.00773031708564363 0.00188306489607981 0.000923412310603161 1 1 1 0 0 0 -0.723737787233558
"1810" 0 0.237132968699678 1 2 -3.46473015963405 -4.07934657008676 -3.62445115244056 0 0 0 1 4 2 0.0258858417574823 0.0151125671354846 0.0166432345843316 1 1 1 0 0 0 2.18706636268724
"1811" 1 0.370219240633424 0 2 -4.08122299557522 -3.51144625953887 -2.84135308141382 0 0 0 5 7 1 0.00962475915860331 0.000438307588417876 0.0484603504496438 1 1 0 0 0 1 0.829045706786794
"1812" 0 -0.302050435670712 1 0 -3.05543511657792 -5.67725045938555 -5.12625786288159 0 0 0 6 7 6 0.00812652319543879 0.000481181905416548 0.00612072657845047 1 1 1 0 0 0 0.116031557674805
"1813" 0 -0.0611316395012486 1 2 -2.83188660482534 -5.00581398819368 -3.58996543956375 0 0 0 6 8 5 0.0434004582794088 0.0011350481288581 0.0370282951577601 1 1 1 0 0 0 0.598499771982308
"1814" 0 -0.152968833348115 1 2 -3.20790832901353 -5.18183556846518 -3.81198716943738 0 0 0 2 1 5 0.0511322058959062 0.00178124533410965 0.000580004805743797 0 1 1 1 0 0 0.199738980273252
"1815" 1 0.894699815189974 0 2 -3.92188252543543 -2.29313052515372 -2.45430362112234 0 0 0 1 2 2 0.0245662631761165 0.0223828731006426 0.0385400111143686 1 0 1 0 1 0 3.06927909708786
"1816" 0 -0.214645811699753 1 2 -3.14761958937552 -5.41830959219794 -3.7315490002851 0 0 0 6 6 3 0.0511322058959062 0.00336046575425169 0.0134515531637912 0 1 1 1 0 0 0.446056616949927
"1817" 0 0.0708436032142529 0 2 -4.76432243145095 -4.91413883026075 -3.65208049286139 0 0 1 4 10 2 0.0125704674595498 0.0101214572420941 0.0356134869029575 1 1 1 0 0 0 1.45177819432904
"1818" 1 0.393020379616408 1 1 -2.69155478636596 -3.52522225224088 -2.42269802776899 0 0 0 3 1 0 0.0511322058959062 0.0223828731006426 0.0484603504496438 0 0 0 1 1 1 1.44049743891477
"1819" 0 0.275466611404918 1 1 -3.36520592902362 -4.46422506318745 -3.08258101238198 0 0 0 1 3 2 0.0222007209001318 0.00295318917866932 0.0361225007961751 1 1 1 0 0 0 2.03706847401313
"1820" 1 0.191018235007395 1 1 -2.2426252536977 -3.72140563651537 -2.52071257228052 0 0 0 3 4 3 0.0511322058959062 0.0137016843175921 0.0484603504496438 0 1 0 1 0 1 0.57248950385881
"1821" 0 0.161942163596522 0 0 -4.89966430084932 -4.41419821042457 -4.79749932086114 0 0 1 6 0 4 0.00848169779367289 0.0223828731006426 0.0189258614816869 1 0 1 0 1 0 1.82286896296867
"1822" 0 0.0984083150759439 0 0 -4.90888978162252 -4.79147952210615 -4.52612442175878 0 0 0 3 6 4 0.0375542095074091 0.00318260876277108 0.0170022675367466 1 1 1 0 0 0 1.4477338773843
"1823" 0 0.32064230345016 1 2 -2.786982269312 -4.27446667928912 -3.37873607577261 0 0 0 1 4 2 0.00845159082513544 0.0223828731006426 0.0199068700070257 1 0 1 0 1 0 2.79347747850643
"1824" 0 -0.270182744670867 1 2 -3.07804366687944 -5.60891304182748 -3.30914789206842 0 0 0 4 0 4 0.02314400938639 0.00347790730500523 0.00392636772698978 1 1 1 0 0 0 0.342592969249682
"1825" 1 0.428743896421674 0 2 -4.10276214444302 -3.24293626084601 -2.63231708055788 0 0 0 3 3 7 0.0109416201721933 0.00694347686250064 0.0484603504496438 1 1 0 0 0 1 1.24583832186092
"1826" 0 -0.129219526419435 0 2 -5.24746586113939 -5.21855812370841 -3.93544195325068 0 0 0 8 1 4 0.00407708940695052 0.000395797456679236 0.0185925281936809 1 1 1 0 0 0 0.522471532821919
"1827" 0 0.0038097837557142 0 1 -4.79253653378252 -5.32757638937441 -3.0977624234982 0 0 0 3 8 9 0.0195999578866371 0.00856527350531354 0.00393596652093473 1 1 1 0 0 0 1.26225165086551
"1828" 1 0.925895855929295 0 2 -3.87109913131782 -2.04950301180192 -2.92166946912387 0 0 0 4 2 4 0.00826650185506789 1.66364874089258e-05 0.0484603504496438 1 1 0 0 0 1 2.83846012865504
"1829" 1 0.710838705950061 1 1 -2.44833679610668 -3.10413399001901 -2.26109079753443 0 0 0 2 3 1 0.0511322058959062 0.0157434589985094 0.0484603504496438 0 1 0 1 0 1 2.49738522651877
"1830" 0 0.0672495336606831 0 2 -4.81608213338095 -4.52807050259979 -3.52249103004699 0 0 0 3 5 4 0.00597982645186009 0.0014489302584479 0.0311352874981945 1 1 1 0 0 0 2.00425835504782
"1831" 0 -0.369226085122037 1 0 -3.31950862531619 -5.3522971867222 -5.20135656612345 0 0 0 4 7 6 0.00927978920159373 0.00311851971473166 0.00273783674921811 1 1 1 0 0 0 0.229963386689156
"1832" 0 0.191267778380984 1 0 -2.74538233648858 -4.6171546729245 -4.67533788237514 0 0 0 1 4 4 0.0176928551525477 0.0128117019767105 0.00152778274533303 1 1 1 0 0 0 1.65334823505055
"1833" 1 0.486772568177837 1 2 -2.26393025415188 -3.53844278968256 -2.78140780424592 0 0 0 3 1 3 0.0511322058959062 0.0223828731006426 0.0484603504496438 0 0 0 1 1 1 0.68492303499996
"1834" 0 -0.174358489962424 0 0 -4.83955444545404 -5.24814305414475 -4.99611563557143 0 0 0 7 6 8 0.00346444994941672 0.000578104011962002 0.0129528067025236 1 1 1 0 0 0 0.813416367989067
"1835" 0 0.116841286349527 0 2 -5.15893341235764 -4.11300614047975 -3.60309276715315 0 0 0 10 4 4 0.00864936092871219 0.00252633091707445 0.0044706263124085 1 1 1 0 0 0 2.05665917335687
"1836" 0 0.0489710775524933 1 1 -3.07667451778963 -4.89587154976154 -2.83370141849444 0 0 0 6 11 4 0.0462624846983836 0.0123276195759588 0.00217369794413541 1 1 1 0 0 0 1.621650755628
"1837" 0 -0.0386140893131803 0 2 -4.69731809990619 -5.08104935849544 -3.67277265231106 0 0 0 12 6 4 0.00749690327164996 0.00254753340846184 0.0316554698129554 1 1 1 0 0 0 0.692069127994882
"1838" 0 -0.0661696198824737 0 0 -4.50097815730028 -4.91548377469545 -4.70155961693614 0 0 0 5 2 6 0.00666072301716378 0.0032990765819389 0.0035813188790345 1 1 1 0 0 0 1.16770630045808
"1839" 0 0.0390348971072659 1 2 -3.00022857477222 -4.51204638529263 -3.43154407011943 0 0 0 3 8 7 0.0216987375467608 0.0111013374979888 0.0071726608125709 1 1 1 0 0 0 2.52525195878633
"1840" 0 0.0872518469093008 0 2 -4.8469729643629 -4.40063048520897 -3.42415982916528 0 0 0 5 6 2 0.0064817869193514 0.00495933678055313 0.0304062148319496 1 1 1 0 0 0 2.45075733850627
"1841" 0 0.274156484128929 0 1 -4.76227756388112 -4.20321624112015 -2.73480668539622 0 0 0 4 5 4 0.000991698270517606 0.00509933224118849 0.0484603504496438 1 1 0 0 0 1 2.84645288465559
"1842" 0 0.0733494985763978 1 1 -3.0260200111849 -4.52132179162344 -3.05581469732562 0 0 0 3 4 2 0.0511322058959062 0.0163455201073582 0.0273424543879952 0 1 1 1 0 0 1.31787539035679
"1843" 0 -0.252374563595419 0 2 -4.89713487401951 -5.55882669106375 -4.07223765936728 0 0 0 3 3 3 0.00227273130561735 0.000905346458877119 0.0156583608165811 1 1 1 0 0 0 -0.336295897768748
"1844" 0 -0.0233776453951142 1 1 -3.22282592811905 -5.07847984561227 -3.32471157849612 0 0 0 4 8 3 0.015600619271361 0.00475462786636996 0.0179051933452346 1 1 1 0 0 0 1.74197735368977
"1845" 0 0.238071670947102 1 1 -3.05191050408805 -4.48476083884745 -2.89325281187121 0 0 0 3 5 2 0.0181115271533385 0.0170326365630732 0.0484603504496438 1 1 0 0 0 1 2.86675802496856
"1846" 0 0.182979393226439 1 1 -3.37817328302747 -4.54129708549233 -2.84360291237268 0 0 0 4 12 3 0.0511322058959062 0.00157579409917208 0.0484603504496438 0 1 0 1 0 1 1.42971282993685
"1847" 1 0.594449751524228 1 1 -2.5682910533136 -2.94816105840364 -2.17243908997139 0 0 0 3 1 4 0.0511322058959062 0.00909243869014842 0.0484603504496438 0 1 0 1 0 1 1.03095377169744
"1848" 0 -0.103387205177178 1 2 -3.15024086239183 -5.0567855282758 -3.71744309437394 0 0 0 1 4 0 0.0381750080550058 0.00263246381023965 0.00853762565742142 1 1 1 0 0 0 0.714666370256541
"1849" 1 0.572375470481576 0 2 -4.11931525967957 -2.90035712862402 -2.64461772587789 0 1 0 2 2 0 0.00430813255561431 0.0104705128513543 0.0105662560162292 1 1 1 0 0 0 1.98665454850833
"1850" 0 -0.258712881294989 1 2 -3.35646713966785 -5.49214987132797 -3.55738085750156 0 0 0 6 6 4 0.0113519889785885 0.00176780112512824 0.0317180001842826 1 1 1 0 0 0 0.42029115778521
"1851" 0 0.111943718484101 1 1 -3.04566977220443 -4.43002461994507 -2.61475556460171 0 0 0 2 4 2 0.0070093537961728 0.00259465450940671 0.0484603504496438 1 1 0 0 0 1 1.90821096029901
"1852" 0 0.0813420720992071 1 2 -2.97569813227182 -4.76547465242008 -3.64320685133966 0 0 0 1 9 0 0.00896524123321492 0.0223828731006426 0.0153532351866274 1 0 1 0 1 0 1.96175654899913
"1853" 0 -0.107596941752715 0 2 -4.70738127274242 -5.23511729580443 -4.10444727992537 0 0 0 7 3 4 0.0022518452346238 0.00436134023681157 0.0248237199463601 1 1 1 0 0 0 1.68377931326687
"1854" 0 -0.298093447293828 1 2 -2.9737637893267 -5.50568579432265 -3.94083692865871 0 0 0 1 7 3 0.0511322058959062 0.00096722269990191 0.0400459437813748 0 1 1 1 0 0 0.509731294896974
"1855" 0 -0.0906603819330891 1 1 -3.00039683811135 -4.62305866602253 -3.03756408748834 0 0 0 2 8 2 0.0511322058959062 0.0053740766033921 0.0290110466576536 0 1 1 1 0 0 1.51912042646863
"1856" 0 -0.0617189210393752 1 1 -3.25146913776904 -4.93703971148914 -2.95717018798697 0 0 0 4 3 4 0.0511322058959062 0.00186403439822111 0.0484603504496438 0 1 0 1 0 1 1.38605215602576
"1857" 0 -0.00915182748752996 0 0 -4.97153511655723 -4.88189699309461 -4.90243167084873 0 0 0 5 14 6 0.0239839654931215 0.0223828731006426 0.00143610298161486 1 0 1 0 1 0 0.704448708532463
"1858" 0 -0.247909632896376 1 2 -2.91589374453526 -5.30820168192935 -3.67992406703561 1 0 0 2 4 7 0.0511322058959062 0.00742082843592927 0.00157762156716184 0 1 1 1 0 0 1.2478775109929
