"A" "M_cont" "M_bin" "M_cat" "contY_binMcontM_EMMint" "contY_catMbinM_EMMint" "contY_catMcontM_EMMint" "binY_binMcontM_EMMint" "binY_catMbinM_EMMint" "binY_catMcontM_EMMint" "countY_binMcontM_EMMint" "countY_catMbinM_EMMint" "countY_catMcontM_EMMint" "C"
"396" 0 -0.329783686663399 0 0 -5.61267752182196 -4.81864550216688 -5.19862203797297 0 0 0 1 10 8 0.250126099288362
"397" 0 -0.151653799512368 1 2 -4.28302776061013 -1.77837623047573 -3.94822764255854 0 0 0 4 5 0 0.697369131388878
"398" 0 0.0639433292015376 1 2 -3.73000514090374 -2.04601644128195 -3.0725074013631 0 0 0 8 1 4 1.32312441789458
"399" 1 0.688865746940848 0 1 -2.74146034423637 -1.88677742295981 -1.58885771251153 0 0 0 3 5 4 1.91907075722819
"400" 0 -0.0645250071304218 0 0 -4.92414614998978 -5.4135264540249 -4.95258904447533 0 0 0 4 2 6 0.757268645901289
"401" 0 -0.160839088956889 1 0 -3.69812812452048 -3.12673045801563 -5.08696006971179 0 0 0 8 6 7 1.33172034734215
"402" 0 -0.450596184582535 0 2 -5.83097683720257 -4.00981199243579 -4.2104134057599 0 0 0 8 1 4 -0.930570229502756
"403" 0 -0.0353610932217878 0 0 -5.13342387215983 -5.33845165619933 -5.07381141618676 0 0 0 5 1 6 0.906460848504442
"404" 0 0.12934158833418 0 1 -4.42181965511868 -3.04365807483462 -3.88868946100736 0 0 0 5 2 3 1.15395563702652
"405" 1 0.691243158317413 1 0 -1.32516666187058 -2.51408811744261 -2.55231676127386 1 0 0 4 4 4 2.4974309264489
"406" 0 -0.18188249377361 1 1 -3.99670305938192 -1.77859623553769 -3.68310092620641 0 0 0 2 4 4 0.763477766859916
"407" 1 0.204325443456997 1 2 -2.88923414965885 -1.10886515340099 -2.14136963881006 0 0 0 4 1 2 -0.575028913146354
"408" 1 0.150429659655615 1 2 -2.7562284379684 -0.907849536952272 -2.52336967916108 0 0 0 4 3 1 -0.212482784489968
"409" 1 0.458508846193721 0 1 -3.42578495873559 -2.74032099425013 -1.96186995098278 0 0 0 2 0 3 0.317359851997874
"410" 0 -0.174464491045476 0 2 -5.09853291366155 -3.77639910600241 -3.83575861368438 0 0 0 8 0 3 1.0196064617332
"411" 0 0.137275024444514 1 2 -3.08994022325818 -2.10064108610152 -2.85450808859349 0 0 0 1 3 4 2.44071950420458
"412" 1 0.567542024287071 0 0 -3.11324347898127 -3.96828918148388 -3.3203216545573 0 0 0 2 1 9 1.01489913685515
"413" 0 0.347954298187632 1 1 -2.86493916825217 -1.8970370995284 -2.89028785804128 0 0 0 5 3 3 2.35830671314154
"414" 1 0.402266469272929 0 2 -3.28970563277319 -3.14300594465061 -1.68559435132236 0 0 1 4 3 4 0.530023234300345
"415" 0 -0.11326948418792 1 1 -3.61756018298626 -1.4971987716561 -4.15109091651887 0 1 0 5 3 2 1.16897762951846
"416" 1 0.39515235047778 0 1 -3.45898414452285 -2.55718270586894 -2.50538199346184 0 0 0 3 3 0 0.439130035790974
"417" 0 -0.0137338525841181 0 2 -4.90717584191675 -3.53018895011034 -3.09082745565266 0 0 1 4 3 2 1.44137414887266
"418" 1 0.428144481704759 1 2 -1.97820904263126 -1.03756629541214 -1.53338906297272 0 0 0 2 3 0 0.900780263853655
"419" 1 0.366210095443348 1 1 -2.47982945666379 -0.470153351969004 -2.05351572921433 1 0 0 2 4 3 1.07732899831286
"420" 1 0.54055396467808 1 0 -1.68531131704241 -2.93559808195695 -2.6783777286456 0 0 0 2 4 4 1.06922934060528
"421" 1 0.520313053873111 1 1 -1.82376585100395 -0.880834591488227 -1.83737714394663 0 0 1 1 0 4 1.03492265092296
"422" 0 -0.245784305132573 0 2 -5.67291084807845 -3.7735162701761 -3.86416842651784 0 0 0 5 4 5 0.0874890196025658
"423" 1 0.562492853702609 1 2 -1.59591256826135 -1.13132791161489 -1.28817368687573 0 0 0 1 0 0 1.43414854417989
"424" 1 -0.103563994014162 0 0 -4.57621451342218 -3.98950137410242 -4.73417606338059 0 0 0 3 0 5 -0.660946460186119
"425" 0 -0.0621926912329905 0 0 -4.78516243368913 -5.42021631337772 -4.899212132265 0 0 0 3 4 3 1.02912965142749
"426" 0 0.0879223445337993 1 2 -3.28185932868488 -2.22660949074568 -3.16386354234063 0 0 0 2 0 5 1.85995939418591
"427" 0 -0.0713621388907032 0 0 -4.75647203064056 -5.50336739224045 -5.01260002664009 0 0 0 2 4 4 1.05468260986863
"428" 1 0.566598147920758 1 1 -1.57150749197377 -0.585840923757805 -1.73275837989282 0 0 0 1 1 2 1.62308073409918
"429" 0 0.0923315865531383 0 0 -4.32222984078711 -4.79994376610223 -4.86539656390678 0 0 0 5 5 5 1.62800204933405
"430" 0 -0.250301609078631 1 0 -4.1463053891667 -3.46145740523176 -5.34094672660386 0 0 0 6 3 5 1.04348851243232
"431" 1 0.629739680743087 1 2 -1.5183944283015 -0.873475450688097 -1.38674740530437 1 1 1 2 1 1 1.45349939979904
"432" 0 -0.0033587929536838 1 2 -4.12297060893774 -2.6229520288608 -3.48232886652136 0 0 0 2 5 2 0.595707237147816
"433" 0 -0.0921789744390282 1 2 -3.77389865982481 -2.40017638347265 -3.25850757165641 0 0 0 4 0 5 1.45893165449028
"434" 0 -0.281509771095664 0 1 -5.58906584369009 -3.42745579122544 -4.63067462787032 0 0 0 3 5 7 0.14438779841971
"435" 0 0.0357262902129461 0 1 -5.15363781415788 -2.70305807969698 -3.29100531514671 0 0 0 2 4 3 1.68628959392083
"436" 1 0.421456938893757 0 2 -3.54288026134228 -2.81223427476035 -1.60865542689057 0 0 0 4 3 1 1.03905713513842
"437" 1 0.29186694904977 0 1 -3.64236092375826 -2.35601973732108 -2.66696164396413 0 0 1 3 3 2 -0.412925458216027
"438" 1 0.520724316112514 0 1 -3.16339500080487 -2.2130184705725 -1.9625979976366 0 0 0 0 2 3 0.794178970116464
"439" 0 0.256734059209683 0 1 -4.51498813752589 -3.01986772945102 -3.47246789023952 0 0 0 3 1 2 2.41183004362977
"440" 1 0.601647214555343 1 2 -1.52022463733983 -1.02407649159223 -0.877774450574983 1 0 0 1 1 1 1.26402493884874
"441" 0 -0.57212533949828 1 0 -4.73478878716663 -3.9167386241107 -6.40738184309002 0 0 0 7 4 4 -1.02684271732669
"442" 0 0.052721660718129 0 1 -4.80692631904631 -2.79803141734071 -3.44474784821587 0 0 0 6 3 3 1.61774736335881
"443" 0 0.148066272569356 1 1 -3.33019408440504 -1.58049888862896 -3.28126156670062 1 0 0 3 0 6 2.2551010711585
"444" 1 0.460702037255175 0 2 -3.02982746430342 -2.90940434555907 -1.49766099814394 0 0 0 3 3 1 1.50560260844235
"445" 0 -0.122661651056933 0 0 -4.94128429221629 -5.03625978900019 -5.09286191664926 0 0 0 6 12 5 0.9240198500332
"446" 1 0.159203680281951 1 1 -2.4973949582763 -0.715701456795077 -2.68438720340312 0 1 0 2 2 3 -0.176653879308164
"447" 0 0.143154705218215 0 1 -4.34818729204625 -3.13417737928519 -3.0873322320392 0 0 0 6 2 3 1.73818029755945
"448" 0 -0.244104243169263 1 2 -4.21780847734515 -2.20078621504653 -3.89290493633781 0 0 0 5 0 5 0.664641715811781
"449" 1 0.747439500788449 0 0 -2.92059645487291 -4.20726853051 -2.39591492853024 0 0 0 2 5 1 2.75344912342256
"450" 0 0.231737553700489 1 1 -3.00865004172599 -1.6111135569856 -2.89484609434617 0 0 0 4 3 6 2.1799889669703
"451" 0 -0.312294070410548 0 2 -5.74890219415906 -3.64697520122788 -4.16819996476985 0 0 0 10 1 5 0.0523181016484201
"452" 0 0.0569975690414511 0 2 -5.20410159094712 -3.61980335780192 -2.95927672677218 0 0 0 12 3 5 0.99564835250963
"453" 1 0.0975072180964615 1 1 -2.86166191298126 -0.923053992683785 -2.79668214679835 0 1 0 3 1 4 -0.400968250157458
"454" 1 0.180136422433033 1 1 -2.73899644350811 -0.593724893333143 -2.63620548568134 0 1 0 7 1 4 0.337355144614467
"455" 0 0.297353260353371 1 1 -3.1373283813946 -1.88143234137738 -3.19543836877256 0 1 0 4 2 3 2.09588264042436
"456" 1 0.218878254174932 0 2 -3.78168508599731 -3.14554826697753 -2.21760309192313 0 0 0 4 1 1 0.123129076326425
"457" 1 0.385130075619839 0 0 -3.68076986270218 -3.94433511427235 -3.3927751415584 0 0 0 5 6 4 0.23723733245548
"458" 1 0.348466827837521 0 2 -3.48847598157709 -3.01989052393631 -1.27602644708472 0 0 0 4 3 1 1.36725453596637
"459" 0 -0.393690639479686 1 0 -4.91105166198239 -3.30105262603967 -5.85018780095055 0 0 0 6 0 3 -0.627971981679793
"460" 0 0.0281487406788029 0 2 -4.87793177963531 -3.447832668765 -3.48277277470565 0 0 0 3 8 0 1.11121015372748
"461" 1 0.515711703780754 0 1 -2.70251520864663 -2.42934581427941 -1.86417457991119 0 0 0 5 4 1 0.91426001602134
"462" 1 0.222334207009893 1 2 -2.7394537770449 -1.31098187317369 -2.61159520268145 0 0 1 1 0 0 0.191716441101794
"463" 1 0.368124123190031 0 2 -3.26463718218449 -3.32262864107527 -1.47525071784329 0 0 0 3 3 3 1.34757383928568
"464" 1 0.563424937916426 1 0 -1.49457324395186 -2.59190271797538 -2.56162357636399 0 0 1 4 0 5 2.50670869680632
"465" 0 -0.044976029910053 0 1 -5.37289034626079 -3.6775878805731 -4.08531322551372 0 0 0 5 3 3 1.48321340105351
"466" 1 0.57191493662941 0 1 -3.32195572702466 -2.24439213782966 -1.98917542601721 0 0 0 3 5 1 1.90130329518315
"467" 0 -0.138030221953447 0 1 -5.24437553215725 -3.15980362957519 -3.49268031530164 0 0 0 3 1 4 0.894824393703867
"468" 0 -0.406923064218318 0 1 -5.37355448176519 -3.4007710425747 -4.46465182078078 0 0 0 5 5 5 0.00275310833779108
"469" 0 0.0329591109281118 0 2 -4.58911982504123 -3.64806542277056 -3.03508216651807 0 0 0 4 6 1 0.337898873341538
"470" 0 0.240478154541679 0 0 -4.11352975427843 -4.42523032068971 -4.29972705263794 0 0 0 3 4 2 2.31367524778597
"471" 0 0.00322570781953967 1 2 -3.15837362834316 -2.29352976826759 -3.27012395544815 0 0 0 2 3 1 1.30047211643266
"472" 0 -0.0777881475753695 1 0 -3.49899380749501 -3.46380174253426 -4.93160413832264 0 0 0 4 4 3 1.4106584795595
"473" 0 -0.499601451768707 1 2 -4.87482515378513 -2.74029300979287 -3.99630233707881 0 0 0 3 3 4 -1.29846533851551
"474" 0 -0.166131673267158 0 2 -5.37793164020468 -3.80900023606346 -4.01900644602654 0 0 0 6 4 0 0.470978316583832
"475" 1 0.230408081384053 1 1 -2.344086286311 -0.610690762085969 -1.98237839608122 0 1 0 1 1 3 0.302088912515406
"476" 1 0.576740836076643 1 0 -1.85917474709097 -2.27734172511724 -3.05242832639019 1 0 0 3 2 0 0.904659636473636
"477" 1 0.480221086030837 0 1 -3.20559352234571 -2.35022648390874 -1.72485170280964 0 0 0 3 1 0 0.907069443577069
"478" 1 0.533313290858274 1 2 -1.851809593694 -1.10072278400761 -1.16264021539533 0 1 1 2 2 0 1.48543148158541
"479" 0 -0.260103648480376 1 1 -3.94539834265577 -1.62065961237154 -4.17240125975386 1 0 0 4 3 7 0.144663674812644
"480" 0 -0.0958304952059686 1 2 -3.90341516883826 -2.04007151026635 -3.83006283700575 0 0 0 4 0 5 0.543375917760942
"481" 0 0.070911484505599 0 0 -4.7979173326868 -5.25054609038545 -4.81403164497538 0 0 0 2 4 4 1.71330109775157
"482" 0 0.036637831107217 0 0 -4.46790726406001 -4.69008199840908 -4.85742392681524 0 0 0 5 3 3 1.56275892619588
"483" 1 0.538848285390642 1 1 -2.02386514070941 -0.693617823237755 -1.62138006609148 0 1 0 1 1 1 1.14491771628361
"484" 0 0.0443703826482713 1 0 -3.65858353014728 -3.25087657743857 -4.63942478935143 0 0 0 2 0 1 2.25918226114909
"485" 0 -0.134548658954725 0 0 -5.09112041795182 -5.05934668317226 -5.15971234374455 0 0 0 9 6 4 0.20363763212393
"486" 0 0.320860775751214 0 2 -4.65610341025844 -3.51721667391382 -2.9162914461428 0 0 0 5 1 4 1.37830340221011
"487" 0 -0.154652731629723 1 0 -3.97765838479549 -3.78804355351166 -5.22694737325072 0 0 0 7 3 4 0.758882917980141
"488" 1 0.59355286491794 0 2 -2.75570454964447 -3.03851720650066 -1.01304896677812 0 1 0 3 6 0 1.42142480468929
"489" 1 0.467295526809053 0 1 -3.45380912391964 -2.39158210923307 -1.93432695735613 0 0 0 3 1 0 -0.0811175070837422
"490" 0 -0.278553765986228 0 1 -5.50280141010126 -3.09484144101977 -4.29788734975139 0 0 0 5 3 3 0.736989882221692
"491" 1 -0.0369080270052832 1 1 -3.33202546080056 -0.64622098770267 -3.69607370197016 0 1 0 3 0 6 -1.05682665637978
"492" 0 0.160866972523885 1 2 -3.69387642275656 -2.10281699677336 -3.0657089089127 0 0 0 3 2 2 1.92442713823119
"493" 0 -0.12156465326553 0 2 -5.28805111342617 -3.57278219135635 -3.41822825031806 0 0 0 2 3 1 0.761699672210785
"494" 0 -0.423222029221724 0 0 -5.89613660925595 -5.20081464517725 -5.63849772416564 0 0 0 3 7 6 -0.581235220070136
"495" 0 -0.147273403593166 0 2 -5.14934241269339 -3.58830751289263 -3.88118094095568 0 1 0 4 6 7 0.266994509795241
"496" 0 0.0935423801475661 0 0 -4.35144660571285 -5.04003309265537 -4.33656291144919 0 0 0 4 4 3 1.78504282639584
"497" 0 -0.600954792676142 1 2 -5.57977097053923 -2.20522246876837 -4.86878490292147 0 0 0 6 1 2 -1.21539248219215
"498" 0 0.324925605773954 1 2 -3.02122019291375 -1.87317603867424 -2.66710123428385 0 0 0 4 2 2 2.26254855381927
"499" 1 0.147431615008723 0 2 -3.75211709387746 -3.0302674884903 -2.2632071292254 0 0 0 5 1 2 -0.00326162339448244
"500" 0 0.0241884393570443 0 1 -4.5829585281801 -2.81752442636147 -3.54363582293452 0 0 0 5 4 6 1.3564113816315
"501" 0 0.0558109006813157 1 0 -3.4831140789922 -3.55484291964179 -4.80180493596441 0 1 0 2 4 8 0.969719416788894
"502" 1 0.625172798175841 0 1 -3.06027442310207 -2.12705514210305 -1.77056727518766 0 0 0 2 1 1 2.44964679563112
"503" 0 -0.236300066468298 1 1 -4.31994560431611 -1.43408266799303 -4.01384106695082 0 0 0 5 0 7 0.412323670900317
"504" 0 0.0495361582090317 0 1 -4.95407049750398 -3.22277030048566 -3.7434762310957 0 0 0 5 2 0 1.78916551307806
"505" 0 -0.229493860749961 0 0 -5.41081461579697 -5.20574754056493 -5.38207639609333 0 0 0 6 3 0 0.192119661329478
"506" 0 -0.394647066699609 0 1 -5.58406063179618 -3.35891028815896 -4.62582963641506 0 0 0 4 3 4 -0.862982454177162
"507" 1 0.702467126065404 1 1 -1.38081449500553 -0.632514984503944 -1.36498221337385 0 0 1 3 0 2 1.65327836658739
"508" 0 0.285924295601562 1 2 -2.74917006134833 -1.87671649487598 -2.68069947436398 0 0 0 2 0 6 3.03428479063109
"509" 1 0.461068183383731 1 2 -2.00671051309033 -1.0074078983401 -1.4750043587493 0 1 0 1 2 2 1.28112101707215
"510" 0 0.0758310601795098 0 0 -4.82321848811482 -4.71727732896997 -4.52457945693466 0 0 0 5 4 7 1.93166195011563
"511" 0 -0.235699663734057 1 1 -3.99251573987106 -1.43349535103202 -4.20004384605326 0 0 0 3 2 2 0.148077077767134
"512" 0 -0.080314866789276 1 0 -3.85521801940857 -3.03296705250705 -5.04883794345164 0 0 0 3 3 5 0.585326163283301
"513" 0 -0.157017862648968 1 0 -3.87032004346995 -3.22942766844433 -5.54701975370629 0 0 0 4 3 7 0.304452912700808
"514" 0 -0.408384653779539 0 0 -6.01010762554143 -5.18318412391074 -5.8779443693275 0 0 0 6 8 3 -0.0419935862347376
"515" 1 0.579225763191153 1 1 -1.84382113459149 -0.627318892621533 -1.6365989987031 1 0 0 2 0 3 1.86319204862111
"516" 0 0.25235876453042 0 0 -4.13136895620025 -4.78050735547948 -4.39835394622223 0 0 0 10 7 6 1.63565696356226
"517" 0 -0.052405915215864 1 0 -3.73652462407783 -3.43402195090238 -5.03670268895591 0 0 0 5 2 3 1.15355379829905
"518" 0 0.188341876246632 0 1 -4.33572281220905 -2.82811132706794 -3.0974729768574 0 0 0 4 4 4 2.48956675628783
"519" 0 0.0889526018629594 0 0 -4.36947879496488 -4.87760296087463 -4.92344205994257 0 0 0 6 2 6 1.23234824284631
"520" 1 0.32738268030066 1 1 -2.42663896035552 -0.655107245278607 -2.10943274325449 0 0 0 2 2 3 0.577056224875498
"521" 0 0.0481046929918031 1 2 -3.61843256536813 -2.43238983537092 -3.28946887038296 0 0 0 3 1 2 0.991090271377137
"522" 1 0.327009456099536 1 1 -2.41218918409879 -0.885100169978407 -2.47991542881228 0 0 1 1 1 5 0.599301778592368
"523" 1 0.47133720181084 0 1 -3.35254847159507 -2.47261356100924 -2.13580512419726 0 0 0 5 6 2 0.439354999111765
"524" 1 0.171217544520958 0 1 -3.82229971397179 -2.10405782572137 -2.83851329467146 0 0 0 3 3 2 0.0905336747248729
"525" 0 -0.025399256295151 1 1 -3.53721936254263 -1.48916592653997 -3.53197458953397 0 0 0 5 4 3 0.514949913610681
"526" 0 0.111672902264746 1 0 -3.43209013261787 -3.09315104774553 -4.57158015848528 0 0 0 1 3 4 2.44241784690171
"527" 1 0.500085708024889 1 0 -2.03509047225418 -2.77734786215765 -3.15521976738113 0 0 0 3 4 5 1.1321532035457
"528" 1 0.292149067496988 1 1 -2.19485056457808 -1.06268820633235 -2.36370772085236 0 0 0 4 1 2 0.160810620791581
"529" 1 0.642611359157595 1 2 -1.21354936795943 -0.772657672716899 -0.800642551587808 1 0 0 1 1 1 1.8896845678417
"530" 0 0.0768932382981289 0 0 -4.63355609840713 -4.9094548498801 -4.53842494569549 0 0 0 4 4 3 1.56517731000112
"531" 1 0.440022105661791 1 2 -1.82553027690515 -1.08614815642889 -1.88328350011609 0 0 0 2 3 1 1.14250716779673
"532" 1 0.923061778503084 0 2 -2.2968427256773 -2.62154391525815 -0.435270406140417 0 0 0 2 0 0 2.74055751756108
"533" 1 0.264171287925993 0 1 -3.6968436233148 -2.65160128256003 -2.83970513166294 0 0 0 5 1 4 -0.101287257961326
"534" 1 0.885128806250325 0 0 -2.35177542723102 -3.97303882524443 -2.30330324800367 0 0 0 1 7 6 2.03999897430325
"535" 0 -0.132683293349254 1 0 -4.15589513800098 -3.31236874704071 -5.27815676479931 0 0 0 1 2 4 0.707873630350833
"536" 0 -0.10701430366833 0 0 -5.48545390798168 -4.91194083482606 -4.90825639745296 0 0 0 2 2 7 -0.00864632853462899
"537" 0 -0.0875363690699217 0 2 -4.75988456834764 -4.28706877138662 -3.63391639167948 0 1 0 5 5 3 1.17872080230661
"538" 1 0.647586364185628 1 1 -1.69514732659392 -0.606705447803748 -1.4802784525998 0 0 1 3 0 0 1.90415302255461
"539" 1 0.468633622311854 1 1 -1.91863468801384 -0.834227555466626 -2.09749396255603 0 1 0 1 2 1 0.573809597773246
"540" 1 0.462895099390624 0 2 -3.21906471088764 -2.74340371465793 -1.6004146933112 0 0 0 4 3 1 1.43252561559508
"541" 1 0.718348016829687 0 2 -2.76641557441716 -2.86546488408366 -0.931530553042923 0 0 0 4 3 1 1.7797644470037
"542" 1 0.586340365301646 1 1 -1.47174083098799 -0.873623268339244 -1.9305744940976 0 0 0 0 1 0 2.05308944341083
"543" 1 0.399768333382243 0 2 -3.61765291462295 -2.88026814220463 -1.75943008400452 0 0 0 5 2 2 0.360260331107384
"544" 1 0.369691643259702 1 2 -2.57539057355472 -1.16739046465557 -2.09313826433919 0 0 0 1 3 0 0.820712424831867
"545" 1 0.291576119056362 1 2 -2.46197113007529 -1.19023892530315 -2.20730881293454 0 0 0 3 2 1 -0.498543105321089
"546" 1 0.624917854689801 0 2 -2.62378737334632 -2.87450291839627 -1.1449182430561 0 0 0 3 2 4 1.51152354790134
"547" 0 -0.182808369398349 0 0 -5.55151968101424 -5.22585737825239 -5.41612366604423 0 0 0 6 3 3 0.0605365593121061
"548" 0 0.0404792803350419 1 0 -3.68359527784071 -3.29958846892103 -4.67634855821947 0 0 0 1 1 5 1.93478214494444
"549" 1 0.161736593959208 0 0 -3.59098916871871 -4.48042085593331 -4.111825009536 0 0 0 5 7 4 -0.133700133638499
"550" 1 0.538811632566504 0 2 -3.18108416915082 -2.91918285757235 -1.25608514974517 0 0 0 4 1 0 1.66372304523096
"551" 0 -0.0236971535081905 0 1 -4.69705587611048 -2.91191815443583 -3.93449887662009 0 0 0 4 4 2 1.40194314901373
"552" 1 0.393399798922798 1 1 -1.99554456356274 -0.741812407314068 -2.32997947425242 0 0 0 1 2 0 0.66271505582422
"553" 0 -0.212719567704881 0 1 -5.50403033623632 -3.36505584743913 -4.18443844190819 0 0 0 10 2 5 -0.50699710171544
"554" 1 0.895889551747172 1 1 -0.833756285815832 -0.510650581919958 -1.1385413383061 1 0 0 1 0 0 3.10902548284821
"555" 0 0.206145060027905 1 0 -3.60370537575773 -3.6091141434334 -4.54426959902305 0 0 0 4 4 4 1.97919388486375
"556" 1 0.730007185514566 1 1 -1.12495510701023 -0.345555635004818 -1.40006752371632 0 0 0 1 0 1 2.89948588769281
"557" 1 0.370632008089299 1 1 -2.16025332269423 -0.836264548564475 -2.27726286319147 0 1 0 2 1 1 1.4142661070769
"558" 0 0.163426821855281 0 2 -4.55390410315429 -3.90171032844848 -2.86324744949455 0 0 0 6 5 2 2.27037047618655
"559" 0 0.154283150707401 1 1 -3.60259096960599 -1.35128528546172 -3.3901549665765 0 0 0 5 3 2 1.80331191769008
"560" 0 -0.119076439470381 0 2 -5.2441918763067 -4.1597194839515 -3.69008537461039 0 0 0 6 1 3 0.554198168257388
"561" 1 0.673597177707141 1 0 -1.55372867840651 -2.63267644899696 -3.00870599650784 0 0 0 0 2 1 0.808769961664889
"562" 0 -0.332201414377002 1 1 -4.43601992336928 -1.72359937259839 -4.24935785782199 0 0 0 1 1 4 -0.150580634268538
"563" 1 0.307246779677558 1 1 -2.1162446776767 -0.604793136749135 -2.23402079828863 0 1 0 2 0 2 1.01917469864606
"564" 1 0.64166797264834 1 2 -1.35082381709533 -0.783698627393274 -0.976045740012806 0 1 1 3 1 0 1.7790403597363
"565" 1 0.291737976077645 1 1 -2.5265566383165 -0.599306118519761 -2.16342236792509 0 1 0 2 1 2 -0.0137822972086117
"566" 0 -0.116242402468366 1 2 -4.03957738177447 -2.53259806498608 -3.57028363474169 0 1 0 6 5 7 0.884296898734793
"567" 1 0.338289429784246 0 1 -3.54210064881715 -2.45457894763225 -1.93220900950988 0 0 1 3 5 0 1.03999897550712
"568" 0 -0.219571581959721 1 1 -3.92762015811813 -1.65032581196126 -4.3914191253162 0 0 0 2 0 3 0.486653298371727
"569" 1 0.366764263678014 0 2 -3.50875016973632 -2.53324009796558 -2.03822687704394 0 0 0 1 8 0 0.671382149579483
"570" 1 0.4441282257112 0 2 -3.18180761827925 -2.85618617347771 -1.62803936336799 0 0 0 2 3 3 1.54695826696407
"571" 0 0.188197147633965 0 1 -4.3881499944727 -2.69240721327257 -3.38067957500107 0 0 0 5 5 7 1.78796356482478
"572" 0 0.184822883364656 1 0 -3.31763785368114 -3.2616951292964 -4.68734812183716 0 0 0 5 3 2 1.67723662261745
"573" 1 0.387317799213695 0 0 -3.37358014312699 -3.86185236166608 -3.78602574045101 0 0 0 1 5 7 0.478918758388771
"574" 0 -0.216717127881696 1 0 -3.94584118002037 -3.19858567614396 -5.20050845129667 0 0 0 4 5 3 0.800159378273144
"575" 0 -0.226073651165252 0 0 -5.4386863862341 -5.01432836663741 -5.25272346533549 0 0 0 8 3 4 -0.025921838942303
"576" 0 0.146330216144212 1 1 -3.40132770836149 -1.47510273796665 -3.39379117443626 0 0 0 2 4 2 1.50017596252854
"577" 1 0.288758359898329 0 1 -3.65918650857742 -2.42028180178228 -2.43898975544097 0 1 0 5 0 2 0.0110912068266096
"578" 0 0.331401172841439 0 1 -4.07905090724621 -3.00401603099122 -3.08168176072882 0 0 0 7 5 1 2.0631576289995
"579" 1 0.429724274259475 1 0 -1.56993920925352 -2.51317502464534 -3.65187338192386 0 0 0 1 2 4 1.97559757341014
"580" 0 -0.0418258506896816 0 0 -4.75143308485476 -5.06244777142706 -5.04609196449992 0 0 0 7 4 7 0.856880336189678
"581" 1 0.333022698692864 1 1 -1.91180121307047 -0.62705779301107 -2.01511463824655 0 0 0 2 1 0 0.875772188868371
"582" 1 0.176070451961069 1 1 -2.81344465586003 -0.905643892796549 -2.66366981324812 0 1 0 4 0 3 -0.124011976447547
"583" 0 0.489507598987093 0 0 -3.80273008874029 -4.60287172755658 -3.74214404359894 0 0 0 9 4 4 2.10963355377253
"584" 1 0.697176873913446 0 1 -2.81590270519435 -2.3479576614492 -1.47703886008643 0 0 0 1 2 3 1.98909671924045
"585" 0 0.125099528784336 0 2 -4.4363448970247 -3.83983819359937 -2.69808792701552 0 0 0 6 6 4 2.25455241713845
"586" 1 0.634374226958253 1 2 -1.42679888504784 -0.987491137004635 -1.40789457749039 0 0 0 3 0 1 1.13397295165965
"587" 1 0.206280018080701 0 0 -4.32367152982962 -3.97080304202941 -4.02434901250994 0 0 0 5 1 6 -0.651972603240988
"588" 1 0.481001005327548 1 1 -2.03759656784535 -0.571557626118321 -2.06678955576394 0 1 0 0 1 3 1.7642317444085
"589" 0 0.176346431525481 0 2 -4.56834181466012 -3.6285283510557 -3.23297367843242 0 0 0 2 2 0 1.67028685663966
"590" 1 0.377535314856414 0 2 -3.57008854155166 -3.04106458946327 -2.13915837289597 0 0 0 4 1 4 -0.120244183881552
"591" 0 -0.200118962196596 1 1 -4.25888700882173 -1.49071149584958 -4.05754075276426 0 0 0 2 2 4 0.881762071827925
"592" 0 0.0920772366317588 0 2 -4.59536677129698 -3.7091536333175 -3.39731496856051 0 0 0 4 3 8 1.46074771703237
"593" 1 0.588829565087415 0 1 -3.19542932697745 -2.20410487471909 -1.4860990694682 0 0 0 2 2 2 1.85448240746196
"594" 1 0.503778386545133 1 2 -1.87509269892745 -0.941140916040891 -1.61597861999142 1 0 0 2 3 2 0.577655911610663
"595" 1 0.552470789063162 0 2 -3.16669831482073 -2.75492408999449 -1.43514165128989 0 0 1 6 4 2 1.08026695685969
"596" 1 0.471151587763117 1 0 -1.92928615999383 -2.57931801457923 -3.65228808264456 0 0 0 1 1 3 1.39851035345723
"597" 1 0.322495041889093 0 1 -3.48184892916316 -2.35550872057038 -2.18113155369882 0 0 0 5 0 5 0.556304319766032
"598" 0 -0.356344102318669 1 1 -4.58992418518336 -1.76558410571373 -4.29875811743108 0 0 0 8 4 4 -0.554632533567827
"599" 0 -0.35191530248292 0 2 -5.47276852363964 -3.8228238218263 -4.0021806060228 0 0 0 5 2 4 0.314042602974927
"600" 0 0.112997593181796 1 2 -3.13634342017623 -2.23881203436424 -3.09994361188024 0 0 0 1 2 3 1.64111710174176
"601" 0 0.0501138646472633 0 0 -4.56496770733769 -4.91197743560919 -4.50886043109367 0 0 0 6 2 7 1.5324225445367
"602" 0 0.0957677396134845 1 2 -3.19828893755566 -1.99810008265675 -3.0071412133669 0 0 0 5 0 0 1.63779670292808
"603" 0 0.148555248656463 1 2 -3.30326726426824 -2.18678708685262 -3.2742767949428 1 0 0 1 3 4 2.1319518250864
"604" 0 -0.0935339203258736 0 0 -5.28317499751355 -4.72041270471278 -4.97065804222669 0 0 0 3 7 6 0.948543122981243
"605" 0 -0.390329558281074 1 0 -4.79291662754987 -3.77509995046357 -5.62987541671591 0 0 0 3 5 9 0.256993462459773
