"A" "M_cont1" "M_cont2" "M_bin1" "M_bin2" "contY_2contM_EMint" "contY_binMcontM_EMint" "contY_2binM_EMint" "binY_2contM_EMint" "binY_binMcontM_EMint" "binY_binMcontM_EMint" "binY_2binM_EMint" "C"
"2011" 1 0.349197836399888 0.19052334493839 1 1 -3.04872958504366 -0.847948406872007 0.297091008642963 0 0 0 1 0.371724746698001
"2012" 0 -0.237063222469019 -0.565402358396529 1 1 -6.55981991289047 -4.03072956858109 -2.20630696590151 0 0 0 0 -0.803013237620329
"2013" 0 -0.0201663767343905 -0.145065473826828 0 0 -5.2834077245927 -4.95234736874908 -4.74703741600186 0 0 0 0 0.55315407371697
"2014" 0 -0.330110641016828 -0.211525150118814 1 1 -5.58324817071088 -3.61509111492627 -2.24893366377576 0 1 1 0 -0.0844317281002354
"2015" 1 0.380043725996879 0.303984592415077 0 0 -2.87188668033303 -3.29095697877084 -3.8094191361845 0 0 0 0 0.889820288252426
"2016" 1 0.410906432353853 0.431915768078708 1 0 -2.54658208991142 -0.746773393979507 -1.43077256210499 0 0 0 0 0.885979432867515
"2017" 0 -0.168188068762331 -0.419000513665468 0 1 -5.76799066320101 -4.95135065212403 -3.62231335090957 0 0 0 0 0.20641827653913
"2018" 0 -0.51861767222744 -0.65016511472681 0 1 -6.73787916986126 -5.87837015169536 -4.42447550141438 0 0 0 0 -1.06608394612062
"2019" 0 0.354586441863536 0.343447647798083 1 0 -3.77487299219649 -1.66045900897014 -2.09542923324476 0 0 0 0 2.03114318925311
"2020" 0 -0.219339585163575 -0.553057700460607 0 1 -5.88720881684018 -5.69764025400032 -3.86751707221142 0 0 0 0 -0.543352398868253
"2021" 0 -0.266016920341507 0.0443932375771528 1 0 -5.32536375443774 -3.35264634555043 -2.76228478495955 0 0 0 0 0.616153199585565
"2022" 1 0.49989927108351 0.619084495468097 0 0 -2.00649814979473 -2.50352388469692 -2.80613719621041 0 0 0 0 1.7761590035752
"2023" 0 -0.029100380410647 -0.0307516757719235 0 1 -5.12987346911826 -4.51627204844558 -3.29496332939643 0 0 0 0 1.12989430597125
"2024" 0 -0.0608050132603924 -0.190279482702923 0 1 -5.25373300672116 -4.62987452470151 -3.68576812261009 0 0 0 0 0.315914693578289
"2025" 1 0.273795498062911 0.143659306734184 1 0 -3.42158189247665 -1.34909204938507 -1.48987727686182 0 0 0 1 0.24531463324326
"2026" 0 -0.175220460601216 -0.284205962429402 0 0 -6.11785927899629 -5.60608456836807 -4.87304875722255 0 0 0 0 -0.377259940954978
"2027" 0 -0.179466583127533 -0.086836592662639 0 0 -5.37186913477532 -5.04446397267318 -4.64806601863863 0 0 0 0 0.632871098645334
"2028" 0 -0.196752702526501 -0.256000763536019 0 0 -5.59887753892402 -4.96450249362051 -4.95861120413584 0 0 0 0 0.376500954638254
"2029" 0 0.0580896659039869 -0.145920409676318 1 1 -4.89861309390213 -2.00367750665095 -1.25253079158733 0 0 0 1 1.43042703016916
"2030" 0 0.00521930823343435 0.120867629587652 1 1 -4.46912126465913 -2.05012262449132 -0.690276947860488 0 0 0 1 1.74216112373049
"2031" 1 0.558969969779312 1.03539189855133 1 0 -0.977194231833835 0.136183534814959 -0.392843074355227 0 1 1 0 2.33677146089657
"2032" 1 0.309073167511053 0.525369097085847 0 0 -2.25425850374167 -3.05041398746591 -3.20480047486675 0 0 0 0 1.57130035971016
"2033" 0 -0.0828883255077652 0.0436565674824772 0 1 -4.48985489736865 -4.62353594879682 -3.3275773681106 0 0 0 0 0.877013456512209
"2034" 1 0.399727892590206 0.305399583872341 1 0 -2.70884361458988 -0.497474358782694 -1.25495451902147 0 1 1 0 0.603014700870149
"2035" 0 -0.340656761443455 -0.533331664545424 1 0 -6.52195657448751 -3.74049821164167 -3.71130573643529 0 0 0 0 -0.67470969499928
"2036" 0 0.168382626265735 0.150066687195748 1 1 -4.29846171612153 -2.22048517725429 -0.853532800686984 0 0 0 0 1.75739520103338
"2037" 0 -0.048481751868844 0.112668467741776 1 1 -5.12702039073895 -2.43122827731306 -1.33002800055476 0 0 0 0 1.1334438871784
"2038" 1 0.402180037914266 0.440559565299343 1 1 -2.54201178052917 -0.247554760295749 0.0936015018649205 0 1 1 1 1.16014317703255
"2039" 0 0.0602177945966496 -0.10251136938876 0 1 -4.92992824956899 -4.83209055101992 -2.80291788498576 0 0 0 0 1.07799233831707
"2040" 0 0.22877931296812 0.448064605464083 1 1 -3.84994489410676 -1.70134865270457 -0.59461612055018 0 0 0 0 2.26199315398049
"2041" 0 0.442313014647429 0.847693289102477 0 1 -3.23812496147777 -2.40428763982404 -1.57167886597197 0 1 1 1 3.42245209514924
"2042" 0 0.197618993748443 0.145209131081698 0 1 -4.57230892270109 -3.37708674103234 -1.92289200657495 0 0 0 0 2.21593652737081
"2043" 0 0.41125687668236 0.843787257805468 1 1 -2.92392500860561 -0.476574176279545 0.0404417098199708 0 0 0 0 3.63046557989329
"2044" 0 -0.0179704311004113 -0.142486008134507 0 0 -4.92647855285442 -4.3894173917672 -4.29506181986806 0 0 0 0 1.07776584558779
"2045" 1 0.510128730771525 0.828260293617331 1 1 -1.73632391777483 0.505043389941312 0.48139003415124 0 0 0 1 1.91134962504764
"2046" 0 -0.0687019791901116 -0.124847714132817 1 1 -5.04675378980341 -2.7385601077124 -1.58735242332004 0 0 0 0 0.669675804217693
"2047" 0 -0.259402571351955 -0.27058112322749 1 1 -5.2371120264258 -3.78582109785919 -1.87997243996038 0 0 0 0 -0.218926381473045
"2048" 1 0.732989493371354 0.710646221799065 1 0 -1.21219224601271 1.0646302616015 -0.404226379597239 0 1 1 0 2.3680218681251
"2049" 0 -0.11227561744114 -0.136665531705805 1 1 -5.45412759293428 -2.90236423382701 -1.5055728755472 0 0 0 0 0.78081057230061
"2050" 0 -0.354728108922575 -0.445170837355947 1 0 -5.86148536028421 -3.71474356644014 -3.23143755385766 0 0 0 0 -0.22526465696354
"2051" 1 0.266641029913899 0.229833507019663 1 1 -3.68700485037406 -1.14230307485602 0.296497034183637 0 0 0 0 0.422847717551626
"2052" 1 0.862668048174592 1.25756623148953 1 0 0.44314045264608 1.35115553131558 0.00426485668406158 1 1 1 1 2.94832520043771
"2053" 0 -0.269301515005483 -0.270355587470537 0 0 -5.7480492141905 -5.21705460919824 -4.95171525945379 0 0 0 0 -0.0483296310198014
"2054" 1 0.422607512159295 0.215828427475541 1 1 -2.61282837001191 -0.884494220473185 0.624299918160442 0 1 1 1 0.780430154629531
"2055" 0 0.0779742719526559 -0.101389591928481 0 0 -4.56882920159133 -4.38265000079648 -4.58697383206061 0 0 0 0 0.864890081581736
"2056" 0 -0.011387713286625 -0.00381770977865586 0 0 -4.91788612666323 -4.95287766818541 -4.41308003229381 0 0 0 0 0.809903149290549
"2057" 1 0.759034462365197 0.551144520727378 1 1 -1.17126410003155 0.142247875045598 0.764634816895578 0 0 0 1 1.61212274917505
"2058" 0 -0.0951771991006748 -0.0176338737370238 1 0 -5.6349236216919 -2.63499815693334 -2.32300923689318 0 0 0 0 1.04863505831729
"2059" 0 -0.239607874564811 -0.108535381777979 0 0 -5.45754839881167 -4.99664403690854 -4.37745209618953 0 0 0 0 0.746190206325208
"2060" 0 -0.260843601564117 -0.401849092553593 1 0 -5.97712200674635 -3.87150332317829 -3.22384909988542 0 0 0 0 -0.40178555198749
"2061" 1 0.390433536590505 0.330106057478323 1 1 -2.89226164103793 -0.730112254431762 0.0283519337547025 0 0 0 0 0.373606558853456
"2062" 1 0.584236236064257 0.83570404390495 1 1 -1.14767810667183 0.532599521605782 0.859682347101683 1 1 1 0 1.80651341464513
"2063" 0 -0.0222360050510128 0.0701884490742256 1 0 -5.21244004985151 -2.88000277409295 -2.89023395348716 0 0 0 1 0.497397249302766
"2064" 1 -0.094979385435646 -0.143113382152797 0 0 -4.86665253160586 -5.03482747339929 -5.22758903346089 0 0 0 0 -1.49750262229255
"2065" 0 -0.0345269569517263 0.132472922277947 0 0 -4.84822700665031 -4.10760236692183 -4.02075213092931 0 0 0 0 1.29684722236441
"2066" 1 0.383016778136333 0.329646239340388 0 0 -2.80508950189006 -3.15306792743456 -3.95972758754447 0 0 0 0 0.633669451436735
"2067" 0 0.37667421328456 0.836009887524691 1 0 -3.08112666352792 -0.815311847320413 -1.30272790825539 0 1 1 1 2.9514266674656
"2068" 0 -0.29179211982545 -0.207701163089443 0 1 -6.15610752330203 -5.47367422246923 -3.63649175860148 0 0 0 0 0.39929328672366
"2069" 0 0.0131706551520982 -0.382979474183838 0 1 -5.86344297696376 -5.10326223837016 -4.23014613734336 0 0 0 0 0.0885528915641065
"2070" 0 -0.0533460478496839 0.260793612526011 0 0 -4.68991170930589 -3.95506432282677 -3.85266888240227 0 0 0 0 1.55059416981762
"2071" 0 -0.360699364831046 -0.757361245690089 0 1 -6.45553549564685 -6.27903677575752 -4.6333449540839 0 0 0 0 -1.33657419545385
"2072" 0 0.1116140542135 0.119444318701597 1 1 -4.33939811258113 -2.42639745673615 -1.11406170242074 0 1 1 0 1.21120068013887
"2073" 1 0.262916072608811 0.192254484959127 1 1 -3.42350999727589 -1.71130984455157 0.331118386455065 0 0 0 1 0.526994824544509
"2074" 0 0.133129469076906 0.3126551612998 1 0 -4.39065099162006 -1.44251501921138 -1.7402828496112 0 1 1 1 2.18578454124478
"2075" 0 -0.148074890215247 0.104553839739998 0 1 -4.80139136968696 -4.94023952080799 -3.48442777039197 0 0 0 0 0.737133385172742
"2076" 0 0.194833827197819 0.301964188432461 0 0 -4.62463603174072 -3.66018732564481 -4.04585159998133 0 0 0 0 1.90446096279037
"2077" 0 -0.258390027383231 0.123220480967685 1 1 -5.58517864945262 -2.78898798804507 -1.11746628115506 0 0 0 0 0.893952783593711
"2078" 0 -0.387840189697258 -0.235060476572669 0 0 -5.89153805063764 -5.81241811280565 -5.32813149958135 0 0 0 0 -0.43617293238234
"2079" 1 -0.384843112799254 -0.812861866213852 1 0 -6.84806068015545 -4.40913306089768 -3.44983733542922 0 0 0 0 -3.08789255084858
"2080" 0 0.0854931139129042 0.399988181440482 1 1 -4.10334402639575 -2.10640142651232 -0.844383495320744 0 0 0 1 2.06496283285641
"2081" 1 0.542511898828751 0.478621978560425 0 1 -1.77128053196593 -2.53189476878798 -1.51166915680281 0 0 0 0 1.61633878305507
"2082" 0 0.110418503560903 0.0611722692432833 1 1 -4.44003369633344 -2.28736012642498 -1.31443569458325 0 0 0 1 1.51979002264476
"2083" 1 0.352499464524398 0.274415477034906 0 0 -2.59437160218842 -2.92826184985634 -3.84418233273574 0 0 0 0 0.83109717979347
"2084" 0 -0.0211936694724225 0.102971703532916 1 1 -4.80383498011349 -2.69091744243415 -1.50455239575863 0 0 0 0 0.502912415846529
"2085" 1 0.660438004084373 0.636910936188972 1 0 -1.25821798418836 0.502257536366957 -0.561551748690558 0 0 0 1 1.79266484360837
"2086" 1 0.0410949557472552 -0.0130280735631666 1 1 -4.01127617689346 -2.13404049365501 -0.635754835491234 0 0 0 1 -0.997865543729987
"2087" 1 0.192718981989494 -0.135498895471172 1 1 -3.90932786569288 -1.80848608342893 -0.604089469961198 0 0 0 1 -0.460433745111616
"2088" 0 -0.142959745837784 -0.336719733346071 0 1 -5.65957913535932 -5.03796957625865 -4.04195742463859 0 0 0 0 0.0879983871744133
"2089" 0 0.0465362732148852 0.33054232440114 0 0 -4.26740089632115 -3.91361864646514 -3.64677566685264 0 0 0 0 1.92563261286781
"2090" 1 0.434747769502845 0.265669265018346 1 1 -2.63115838598594 -0.58111578793429 0.254363119414772 0 0 0 1 0.809159704921381
"2091" 1 0.309120389495978 0.409619372663709 1 0 -3.08189639298809 -1.29006667355985 -1.45295697270197 0 1 1 0 0.556250304041493
"2092" 0 -0.129380043001133 0.0524061716318182 1 1 -5.22600331926375 -2.46219305782925 -1.19327410719971 0 0 0 1 1.3594513118704
"2093" 0 0.121912006440971 0.0733536318174689 0 0 -4.48509371501206 -3.95547137119551 -4.11352335525468 0 0 0 0 1.44569837986343
"2094" 0 0.0163892224214686 0.0928710900226418 0 0 -4.76115681991521 -4.20842133592293 -4.48446999972185 0 0 0 0 0.869841107817961
"2095" 0 -0.033840850823062 0.073796850998843 0 1 -4.74038815707723 -4.00319690633127 -2.6785990708857 0 0 0 0 1.70688492634772
"2096" 1 0.546260108364978 0.419899018875703 1 1 -2.15858128504085 -0.258713299228459 0.454975444518271 0 1 1 1 1.19177199484916
"2097" 1 0.404742830628332 0.0288418111635081 0 0 -3.36917621875303 -3.85654583795796 -4.10551432141319 0 0 0 0 0.173069753849709
"2098" 0 0.237479416562494 0.355533939233079 1 0 -3.66988470139979 -1.74720793889603 -1.73901556330305 0 0 0 0 2.25264229417557
"2099" 1 0.593138024762993 0.45839265871334 1 1 -1.56274799214726 -0.0520316398553387 1.28795923783678 0 1 1 1 1.9813259040088
"2100" 0 0.000695169373025172 0.164812032777332 0 1 -5.02171935203587 -4.33722093813629 -3.23320861385488 0 0 0 0 1.15359116149821
"2101" 0 -0.035273810458343 -0.153348363217183 0 0 -5.16383289295121 -4.6133384115425 -4.30715025767146 0 0 0 0 0.999653271151787
"2102" 0 -0.152272231839094 0.0177758334739152 0 1 -4.95011053389563 -4.60649753564475 -3.3584935441045 0 0 0 1 0.840673781153629
"2103" 0 -0.0920124476227461 -0.155633605652411 0 1 -5.2247910020433 -4.80324300304135 -3.35822868712768 0 0 0 0 0.7288163349705
"2104" 1 0.216048544208799 0.246287696031194 1 1 -2.97895199529992 -0.934811502721381 0.247047019973039 0 0 0 1 0.449547718374432
"2105" 1 0.618359563869622 0.422268949582434 1 1 -1.99288871467681 0.259125325088758 0.418821514788101 0 0 0 1 1.35327140062913
"2106" 0 -0.273454720103296 -0.211502671208441 0 0 -5.50224647034194 -4.82285352947726 -4.59161158013783 0 0 0 0 0.492776162655105
"2107" 1 0.840009402140683 1.19996604356507 1 1 0.0395757686242813 1.07441547663572 1.79323334525522 0 1 1 0 3.08239741363853
"2108" 1 0.472442116899185 0.341588001809152 0 0 -2.64398910560141 -2.78563489979694 -3.33939224088379 0 0 0 0 0.986400125433885
"2109" 1 0.63888374103134 0.484277753717769 0 1 -1.43149845317154 -1.90150062599521 -1.66188486117708 0 0 0 0 1.73161630733768
"2110" 0 -0.138671987543678 -0.275793219866607 1 0 -5.60144957326808 -3.01483172423235 -2.74563379987579 0 0 0 0 0.73525697397
"2111" 0 -0.217183000005434 -0.00576462801629207 0 1 -5.36139511015512 -5.11312355215791 -3.56668835160671 0 0 0 0 0.227297681621667
"2112" 0 -0.00593903263414412 -0.16865495483032 1 1 -4.76702054053914 -2.90670757147724 -1.14236988848286 0 0 0 1 1.06108541725606
"2113" 0 0.345447706973229 0.598282771616298 0 0 -3.69659588583214 -2.8676468675483 -3.47626238199103 0 0 0 0 2.85808172838758
"2114" 1 0.537561763474859 0.389366584306529 1 0 -2.31021724984227 -0.229635596205258 -0.85999064516372 0 1 1 0 1.38066028472796
"2115" 1 0.489947754782729 0.772381173358761 1 1 -1.38389679705119 0.10241568523943 0.563506886840504 0 1 1 0 1.6177788003128
"2116" 0 0.0312443008184983 0.17573315085719 1 1 -4.57089513317874 -1.72546255455726 -0.89888572620277 0 0 0 1 1.92633581598343
"2117" 1 0.41522322768324 0.903695259326591 1 0 -1.6620725878186 0.261790626159175 -0.721712400082972 1 1 1 1 2.35883353420142
"2118" 0 -0.12581164814226 -0.0329707504484935 1 0 -5.16116880521694 -2.4414912567771 -2.48340933943886 0 0 0 0 0.683680047117901
"2119" 0 -0.290757313193298 -0.196204776306426 1 1 -6.05610505801612 -3.18157856602039 -1.90161156855647 0 0 0 1 0.469161966412217
"2120" 0 -0.179525453410266 -0.108557801226373 0 0 -5.4254577508973 -4.65182135250238 -4.6185960115836 0 0 0 0 0.548425800189507
"2121" 0 0.135225029070936 0.157241006882598 1 0 -4.38867543471784 -1.93491803574967 -1.92702316775014 0 0 0 0 1.44265149517431
"2122" 0 -0.0155965506150761 0.129173932919131 1 1 -4.5799260804313 -2.32855245536042 -1.22423453534368 0 0 0 0 1.31869832937786
"2123" 1 0.197849369910176 0.221025116002544 1 1 -3.20375758788928 -1.49245326787374 -0.08731103020429 0 0 0 0 0.0892622080706023
"2124" 0 0.221392899629935 0.404443109126622 1 1 -3.70776468971374 -2.26637239644833 -1.38062721131808 0 0 0 0 1.28982383949729
"2125" 0 0.342096583136392 0.474638778010716 0 1 -3.65646604943811 -2.6681367306535 -2.56214716345372 0 0 0 0 2.56780734384127
"2126" 1 0.335088194126574 0.530362145553096 0 1 -2.25495779671652 -2.96248222275311 -1.70043700294813 0 0 0 0 1.35828039945972
"2127" 0 -0.196898291876122 0.213133767648814 1 1 -4.9146755310714 -2.97925063291846 -1.49660535645665 0 0 0 0 1.11784824480139
"2128" 0 0.0763666094047166 0.117041472245837 1 0 -4.4281527248265 -2.22423345332597 -2.41542810700088 0 0 0 0 1.56809946677345
"2129" 0 0.148673303632162 0.14453717384449 1 0 -4.71243205516754 -2.01662484912875 -2.27046922875366 0 0 0 0 1.48876660069502
"2130" 1 0.504470803669646 0.685378826838058 1 0 -1.75167037955952 -0.155717912519567 -0.757352760111112 0 1 1 1 1.58931833072533
"2131" 1 0.111475221891935 -0.0449226038887201 0 1 -4.07617441603793 -4.12417631464501 -2.52126595585017 0 0 0 0 -0.207031363261997
"2132" 0 -0.270170844994245 -0.314748741476957 0 0 -5.9358128531436 -5.83757912274507 -5.55962211654447 0 0 0 0 -0.720373427493799
"2133" 1 0.177914207513285 0.0584056129023823 0 0 -3.34765380168218 -3.7291562486996 -4.19929409460833 0 0 0 0 -0.212588424783305
"2134" 0 0.137268785228013 0.620326465209266 1 1 -3.80807028305029 -1.13957530249072 -0.0981130765759699 0 0 0 1 2.54075918781719
"2135" 0 0.160877437763467 0.338031504852688 1 1 -4.13375213326596 -1.74379952166389 -0.904708770412497 0 0 0 0 1.83968041748281
"2136" 1 0.543767275751142 0.400352434914651 0 0 -2.05868817433256 -2.54542814980389 -3.57868324555501 0 0 0 0 0.719781900809399
"2137" 1 0.584796082223673 0.585549476622428 1 1 -1.64834406708103 0.526479795197687 1.36944343288652 0 0 0 0 1.83359735054932
"2138" 1 0.413798217111503 0.426289374823838 0 0 -2.266752151416 -3.21352883986442 -3.64422987650684 0 0 0 0 0.83201921184492
"2139" 0 -0.0214126306801981 0.178703701412666 1 1 -4.72916360952589 -2.26932427707647 -1.07780827992016 0 0 0 0 1.58557762729793
"2140" 0 -0.110847706593461 -0.0101415955220029 0 1 -5.19466834382533 -4.4082643578927 -3.14331223991225 0 0 0 0 1.10679432503106
"2141" 1 0.416784852217295 0.381322707082115 0 1 -2.11342647124053 -2.61003531885959 -1.83054226077309 0 0 0 0 1.2591141949268
"2142" 1 0.334344238620729 0.264518983345254 0 1 -2.73226764184014 -3.39565346630953 -2.36809934365817 0 0 0 0 0.576265894310889
"2143" 0 -0.0610669301476547 -0.20469796060705 0 1 -5.15624113476923 -4.79610065479776 -3.51144779600389 0 0 0 0 0.384962434988911
"2144" 0 0.0869644989349536 0.142070590961687 0 1 -4.53545491425566 -3.95454260095735 -2.97048799757296 0 0 0 0 1.39534424889097
"2145" 1 0.164381143113328 0.290365294882985 1 0 -3.5135750417233 -1.13570621905914 -1.54812399367777 0 0 0 0 0.402152861082643
"2146" 0 -0.474779976385709 -0.489059906386606 1 0 -6.37832666055538 -4.01611518472519 -3.39915239400429 0 0 0 0 -0.484211841811281
"2147" 1 0.792379275761537 0.772328523830672 0 1 -0.966182923205179 -1.88995405143535 -1.61228501732824 1 0 0 0 2.12146109342178
"2148" 0 0.299792892788624 0.174915832041161 1 1 -4.20875915736782 -1.32070942316591 -0.919415489934401 0 1 1 1 2.05499337455202
"2149" 0 -0.283833842306313 -0.273879130410022 0 1 -5.6313735878947 -5.3084539766549 -3.52886650112816 0 0 0 0 0.211124552384571
"2150" 0 -0.24473880196475 -0.165275177772844 0 0 -5.27769337232847 -4.87843058304294 -4.35578068200531 0 0 0 0 0.822468129501591
"2151" 0 -0.304081244451068 -0.528533712839835 0 0 -6.15608258258649 -5.81035212570531 -5.4581401093872 0 0 0 0 -0.60634053238746
"2152" 0 -0.262403167019678 -0.20947476302631 1 0 -5.86240947005653 -3.34117709395947 -3.17720195851677 0 0 0 0 0.228389565345498
"2153" 1 0.614426741635024 0.754229172515849 1 0 -1.43177187639712 0.179092973806822 -0.66282427348082 0 0 0 0 1.78971050203503
"2154" 1 0.261320070017438 0.107358934227656 0 0 -3.03086409334318 -3.48261550825364 -3.59311827860571 0 0 0 0 0.437909686947272
"2155" 1 0.535151012636558 0.513394236436556 1 1 -1.60108240769156 -0.233785360479566 0.52519011223006 0 0 0 0 1.25151515497974
"2156" 0 -0.131194171683772 0.00495779733425479 1 0 -5.35754011538829 -2.90817250259686 -2.50038208751003 0 0 0 0 0.620498275014085
"2157" 1 0.184987144087096 -0.00225238914633239 1 1 -3.66575310768529 -1.44916813276901 -0.24954095630748 0 0 0 0 -0.247596677403678
"2158" 0 -0.044267582613256 0.0127088063160347 1 0 -4.67620032723053 -2.33294016017054 -1.9811261411831 0 0 0 0 1.41268489036591
"2159" 1 0.39126088285614 0.454768475385583 0 1 -2.26556033328527 -2.87176819766662 -1.57555818637424 0 0 0 0 1.36571968102318
"2160" 0 -0.491310445863767 -0.640689222165749 0 0 -6.66971264354931 -6.30430049981929 -5.34658773953862 0 0 0 0 -1.12525602751634
"2161" 0 -0.0652288383609706 -0.153442443764267 1 0 -5.23620334543664 -2.78036966041004 -2.67567313908535 0 0 0 0 0.509793893895707
"2162" 0 -0.00241325742910954 0.174155784189356 0 1 -4.493630117842 -3.92583071479821 -3.19495717004317 0 0 0 0 1.47037495706335
"2163" 1 -0.189314509482946 -0.438949716968617 0 0 -5.70456330754665 -5.19217822051398 -4.87909711529438 0 0 0 0 -1.27382489880391
"2164" 0 0.206113007956078 0.34124774333497 0 1 -4.290732437668 -3.26997313747904 -2.34102308258965 0 0 0 0 2.61853932823847
"2165" 1 0.486399710534951 0.191165144112794 1 1 -3.15253946021104 -0.688033814621728 0.131025873218247 0 1 1 0 0.627425125764451
"2166" 0 -0.124657585592638 -0.109122066833649 0 1 -4.97108309374545 -4.83618688212711 -3.39344946645542 0 0 0 0 0.699606099393621
"2167" 0 0.160511565784145 0.0541256369969712 0 0 -4.36561498512515 -4.08971189399166 -4.18709485641385 0 0 0 0 1.32182036148062
"2168" 1 0.446150688207069 0.613803685238014 1 1 -2.39646005033117 -0.245709844700674 0.75596617661658 0 0 0 1 1.54657110401887
"2169" 0 -0.234060078869972 -0.53047865884781 1 1 -6.19122262322824 -3.93036149897583 -2.14069664579008 0 0 0 0 -0.292586032032691
"2170" 0 -0.0594223811213361 -0.149948316615984 0 1 -5.20952214993144 -4.71121434698389 -3.34439314088466 0 0 0 0 0.597710428651092
"2171" 0 0.108296791779705 0.225218803567769 1 1 -4.35765536583003 -2.16002628061251 -1.18248940827113 0 0 0 0 1.64725664235506
"2172" 1 0.74107334452494 0.517959711247362 0 1 -1.58743573956914 -2.46548942028904 -1.89451955782392 0 0 0 0 1.58076589990129
"2173" 1 0.699813942339907 0.869002442871435 0 0 -0.75568097442358 -1.49583427934899 -2.63776264653246 0 0 0 0 2.50910682646717
"2174" 1 0.222132159264409 -0.0745648576994281 1 1 -3.57673452728829 -1.49459371673006 -0.3810511119416 0 0 0 1 -0.170081451490969
"2175" 1 0.47709407214134 0.58614286955825 0 0 -2.12206601504342 -2.2773015076423 -3.08321210326601 0 0 0 0 2.063983651763
"2176" 1 0.252363371731895 0.144721564427656 1 1 -3.34735125618917 -1.57478962633821 -0.245967331357715 0 0 0 1 0.334133902022206
"2177" 1 0.163521395257333 0.0190930324801725 0 0 -3.84571172133874 -4.29187224973546 -4.04866624140046 0 0 0 0 -0.352624498110487
"2178" 0 -0.102823703840578 -0.354428409217107 1 0 -5.7648923274112 -3.03982850975516 -3.22552597521953 0 0 0 0 0.026818520851276
"2179" 0 -0.118599353671966 0.00672527637186437 1 0 -5.00335320307417 -2.87592765572552 -2.69607755612503 0 0 0 0 0.655446294363198
"2180" 0 -0.415788052054853 -0.677536984617847 0 0 -6.89594305896916 -6.50224928298792 -5.90451835315369 0 0 0 0 -1.31400777942316
"2181" 0 -0.0583642501723345 -0.522496701039537 0 0 -5.69823787817835 -5.58228440850318 -5.1774174062728 0 0 0 0 -0.287293046996558
"2182" 0 -0.18269721035129 -0.0756224084351544 0 0 -5.44229126423764 -4.79397317306055 -4.66746392606293 0 0 0 0 0.465347647120337
"2183" 0 -0.226174744587317 -0.361433074878809 0 0 -5.70341811435906 -5.28543007941055 -4.83782068445595 0 0 0 0 0.0260085267342802
"2184" 0 -0.408077251985372 -0.234614573549019 1 1 -6.03733981001003 -3.35703375034159 -1.97037329401843 0 0 0 0 0.189985185103181
"2185" 0 0.300393830071743 0.583203936921888 0 1 -3.5688685608125 -2.953784126918 -2.83109033809149 0 0 0 0 2.50123923449328
"2186" 1 0.396604003052987 0.737859833046104 1 1 -1.91998867020579 0.200999916623126 0.508511805518314 0 1 1 0 1.73382211642204
"2187" 0 0.245673677906919 0.178764210699845 0 1 -4.06539694706573 -3.88020846679444 -2.76964818043071 0 0 0 0 1.67332117655037
"2188" 1 1.06424816195665 0.938136034326264 1 1 -0.171242576453405 1.9544620261248 1.38825027260783 0 1 1 1 3.02009023041577
"2189" 0 0.110550216987349 0.333070119697348 0 1 -3.82449698491651 -3.62922122463697 -2.80691735026951 0 0 0 0 1.97872456562043
"2190" 1 0.688728392939332 0.828405155406446 1 0 -1.09828097403247 0.803242627312898 -0.241370647541838 0 1 1 1 2.58309452980526
"2191" 1 0.37938783095232 0.286418139350151 1 0 -2.95205574553084 -1.04295750172361 -1.94568635619055 0 0 0 0 0.217540686495112
"2192" 1 0.129181823165444 0.204514033020536 1 0 -3.83464769969062 -1.39951210545999 -2.17043637632103 0 0 0 0 0.0191859641340695
"2193" 0 -0.198326269794457 0.138355856730736 0 1 -5.01099437357602 -4.71786683958788 -3.44772270743348 0 0 0 0 0.857898289713984
"2194" 0 -0.227508299448496 0.00868732680667984 0 0 -5.04263925340296 -4.44856807971924 -4.41166951616361 0 0 0 0 0.887344965808763
"2195" 1 0.484891462039928 0.131356721138746 0 0 -2.71009098945578 -3.09422541828282 -3.97936131765543 0 0 0 0 0.38928489340711
"2196" 1 0.333241151108494 0.251253139903962 0 1 -2.92314300398458 -3.16077461506265 -2.22901476074005 0 0 0 0 0.754847852274372
"2197" 0 0.254538585575858 0.491617651778091 1 0 -4.22327003456101 -1.19366296090446 -1.87735984450094 0 0 0 1 2.33719995918478
"2198" 0 -0.0271691646473544 0.00430100533924273 0 0 -4.92693923390344 -4.34504726541536 -4.4682768751626 0 0 0 0 1.03937769952556
"2199" 1 0.393041661025061 0.186788057501245 1 1 -2.91270566497432 -0.947689612937331 -0.0677999386293261 0 0 0 1 0.344546719470963
"2200" 0 -0.363018742970945 -0.480901577428641 1 1 -6.3012255391323 -3.99520877212757 -2.23233901461598 0 0 0 1 -0.414936914103982
"2201" 0 0.1375272703796 0.38185695692655 1 0 -3.99053525076197 -2.06041414212572 -2.14931641100306 0 0 0 0 2.02799563611885
"2202" 0 0.256141273558373 0.0281870645340795 0 1 -4.50542903492606 -3.50026144236209 -2.90544225692191 0 0 0 0 1.45157997306621
"2203" 0 -0.413066444933757 -0.338483894183804 0 1 -5.87442560300842 -5.57399170231428 -3.81977660745852 0 0 0 0 -0.197903569796435
"2204" 0 0.139889239814649 -0.135664974908004 0 0 -4.5614778625088 -4.09638878927577 -4.52482569067523 0 0 0 0 1.05048598818184
"2205" 1 0.462010920043563 0.773966446389342 1 1 -1.94583964478767 0.0290602511545717 1.27745887357251 0 0 0 0 1.92113274517998
