"A" "L_bin" "L_cat" "M_cont" "M_bin" "M_cat" "contY_binMcontM_EMint" "contY_catMbinM_EMint" "contY_catMcontM_EMint" "binY_binMcontM_EMint" "binY_catMbinM_EMint" "binY_catMcontM_EMint" "countY_binMcontM_EMint" "countY_catMbinM_EMint" "countY_catMcontM_EMint" "C"
"1113" 0 0 0 -0.195904322111024 0 0 -5.81273973625774 -4.87486627035509 -5.14597940771692 0 0 0 1 5 9 -0.00352505386318658
"1114" 1 0 0 0.145619140217481 0 2 -3.71083566784109 -2.99521358161379 -2.28616077887889 0 1 0 5 4 0 -0.2822718353875
"1115" 1 1 2 0.973457391166542 0 1 -1.44635923281113 -1.38724099140786 -0.49224981711209 0 0 1 3 3 1 1.63051267347004
"1116" 1 0 1 0.905358211966155 1 1 -0.5435497959646 0.123086359898115 -0.524539335451626 0 1 1 0 0 0 1.45514245450811
"1117" 1 1 1 0.873091464907567 0 2 -1.86557306261294 -2.02452308919591 -0.241412447210388 0 0 0 1 0 0 1.55361859787341
"1118" 1 0 1 0.940703130627721 1 2 -0.393202534769718 -0.775262967838346 0.215187451101279 0 0 0 0 1 0 1.31860817978469
"1119" 1 1 1 1.28733651564396 1 1 0.426190655239997 0.500316355359957 0.435408541139452 0 1 0 0 1 1 2.3624702757312
"1120" 0 1 0 -0.125103212954934 1 0 -3.63733707823261 -3.41090353018394 -5.04315156426734 0 0 0 4 6 8 0.374097044371597
"1121" 1 1 0 0.493140261450056 1 1 -1.23317210742218 -0.10357103935861 -1.76094063648521 0 0 0 1 0 3 0.413563036652991
"1122" 1 0 2 0.907665314813965 1 1 -0.818818945110662 -0.477023530731822 -1.0072172597281 0 0 0 1 0 0 1.88757992178949
"1123" 1 0 1 0.806401705155116 1 1 -0.947220891040483 -0.163143626249622 -0.805016599021763 0 1 1 1 0 1 0.578583184140808
"1124" 0 0 2 0.242143043508095 0 1 -3.90557998341764 -2.94372579444969 -3.03020306772882 0 0 0 4 1 2 2.10172847842175
"1125" 0 1 0 -0.1846705983605 1 1 -4.02410592019294 -1.54282997239283 -3.85992671029368 0 0 0 5 2 3 0.325870702807184
"1126" 0 1 2 0.606422292563758 1 2 -2.64048585442925 -1.75296076053499 -1.92243532070036 0 0 0 4 5 0 1.95712194502307
"1127" 0 0 1 -0.0577630592961778 1 0 -3.41599158978285 -3.12558293721071 -4.76276213883728 0 0 0 2 4 2 -0.494052877479455
"1128" 0 0 2 0.284863227883843 0 1 -4.12012248446834 -2.74362611306877 -2.63101543372313 0 0 0 1 3 3 1.97200974045994
"1129" 1 0 1 1.08877511944525 0 1 -1.68785996887037 -1.82136723903873 0.150370278383149 0 0 1 2 0 0 2.43487822908379
"1130" 1 0 1 0.390352172850846 1 2 -1.77240282371185 -0.836245462120497 -1.70472409071623 0 0 0 1 1 0 0.230390815365117
"1131" 0 0 2 0.522373866906887 0 1 -3.52620071354965 -2.78447745108703 -2.43883615567074 0 0 0 9 5 1 2.40921301637598
"1132" 0 1 1 0.033314641152477 1 2 -3.22355591478373 -1.4429436675501 -3.04360510740443 0 0 0 4 2 6 -0.29697467833582
"1133" 0 1 0 -0.565045559735853 1 1 -4.6702270633286 -1.8364992642798 -4.81915017808962 0 0 0 4 0 3 -1.61338453619367
"1134" 1 1 1 0.948515404363436 1 2 -0.123333207356036 -0.43044269268135 0.10361063702913 1 1 0 0 3 0 1.30675731896434
"1135" 0 0 2 0.372042466409657 0 2 -3.50167069232095 -3.4092329261867 -2.52008130759665 0 0 0 2 3 2 2.44553908174336
"1136" 0 0 1 0.235736203645932 0 1 -4.22934873924518 -2.48555957418302 -2.8590597162335 0 0 0 4 4 3 1.03578541904291
"1137" 0 1 1 0.323703170222136 1 2 -2.58949422010998 -1.35841397855086 -2.26826432825194 0 0 0 5 1 5 0.493563790219347
"1138" 1 1 1 1.44743912761186 1 2 0.844581510734837 -0.166336621867563 1.24723006283479 1 1 0 0 0 3 4.30213539702408
"1139" 1 0 1 0.533730731351023 1 2 -1.58424993590565 -0.949607432127971 -1.84238056964352 1 1 0 2 2 0 -0.944158965266518
"1140" 0 1 0 -0.160076936996612 0 2 -4.93971976141358 -3.25937906491045 -3.19238969848885 0 0 0 3 5 2 0.375472966279642
"1141" 0 0 2 -0.228280578971348 1 0 -4.23836189624948 -3.59842418935167 -5.63109301928311 0 0 0 6 2 6 -1.25617926742844
"1142" 0 1 2 0.164055474717126 1 0 -3.04305205891034 -2.93629123858547 -4.30736802202619 0 0 0 2 4 4 0.0409036938322868
"1143" 0 0 1 0.207122763884895 1 1 -2.88222411857747 -1.32712183828076 -3.41071782214806 0 1 0 6 1 1 0.873157752972002
"1144" 1 1 0 0.969035965713305 1 0 -0.688026517038647 -2.23579543701792 -1.68049872446628 1 0 0 0 3 1 2.7532308811763
"1145" 1 1 1 1.01914849414164 0 0 -1.11095171179639 -3.12448703619157 -1.53540243294818 0 0 0 1 1 0 2.20627033067563
"1146" 0 1 1 0.105338821602495 0 0 -4.31673368405694 -4.12244386930982 -4.30406849928433 0 0 0 1 2 4 -0.800401895467764
"1147" 0 1 2 0.307487428824545 1 1 -2.70576182901449 -0.785475391149494 -2.40928596410101 0 0 1 3 2 2 1.15123327112264
"1148" 0 0 0 -0.0693901510287492 0 0 -4.96649379249064 -4.57055195798444 -5.0410472448155 0 0 0 7 3 7 0.860050034239215
"1149" 0 1 1 0.701626736206965 1 2 -1.76492262312217 -1.41426289775376 -0.876976272316463 0 0 0 7 0 1 2.46976814545051
"1150" 0 0 0 -0.00748983719228288 1 0 -3.71291104050128 -3.41236778341167 -4.82237915486711 0 1 0 6 7 5 0.704600385108635
"1151" 1 1 0 0.88251059288742 0 2 -2.37701821936862 -2.61089302646311 -0.45642902242719 0 0 1 0 2 0 2.30121975261566
"1152" 0 1 1 0.266123539054249 1 0 -2.52201313168682 -3.00432537408205 -3.99952044650065 0 0 0 7 4 2 1.05650047420967
"1153" 0 1 1 0.121013754361246 0 2 -4.16187267290312 -3.20243790653533 -2.42498723073871 0 0 1 3 2 5 0.116788570574916
"1154" 0 1 1 0.0467360068351594 1 2 -2.85737273168098 -1.68934900714092 -2.87708414369081 0 0 0 2 0 5 0.265549208550092
"1155" 1 1 0 0.469982802845247 0 2 -3.43098975130772 -2.49412129759609 -1.52122534542943 0 0 0 3 1 3 0.839354062399748
"1156" 0 0 0 -0.270793466130534 1 2 -4.67428207474367 -2.17474682860811 -3.91293033955559 0 0 0 7 0 3 0.12380508624949
"1157" 1 0 1 0.727678558148186 0 1 -2.59613597112908 -1.75062919930913 -1.47789158870123 0 1 0 1 2 4 0.437210267721658
"1158" 1 0 0 0.274206624969421 1 1 -2.53877748918714 -1.1401952185726 -2.49727297726252 0 1 0 4 0 6 0.101048317638173
"1159" 1 0 2 0.751641037403607 1 1 -1.18251404108671 -0.333307974844953 -1.40432840718406 0 1 1 3 0 0 0.823082369292469
"1160" 0 1 2 0.50563296392297 0 2 -3.3589298685578 -2.98578075288731 -1.93418385881876 0 0 0 1 3 1 1.80623396218121
"1161" 1 1 1 0.596147911903913 0 2 -2.18927782060675 -2.58560873195869 -0.781606434222212 1 0 0 4 1 1 0.254968088980645
"1162" 0 1 2 0.065817595519059 0 2 -4.06933472910579 -3.24659914532696 -2.94711048755566 0 0 0 4 5 2 0.349854053355351
"1163" 0 1 0 0.0954111333552851 0 1 -4.13751928204182 -2.86236880705482 -3.20062248509163 0 0 0 6 2 2 0.404519005730853
"1164" 0 0 1 0.126083800571679 1 2 -3.37850421581495 -1.8182261216516 -3.17418687475734 0 0 0 5 2 4 0.453458574125448
"1165" 0 0 1 0.159936524686283 1 1 -2.80497045897086 -1.36503005349217 -2.77757444186373 0 0 0 0 0 4 1.05557467041966
"1166" 0 1 2 0.797779225934001 1 2 -1.58511115211161 -1.28765073637658 -1.30085425176204 0 0 0 2 2 1 3.11993917357873
"1167" 1 0 0 0.0563553326340788 1 1 -2.63575416526562 -1.23374168884296 -2.87509429168994 0 0 0 0 0 2 -0.569746850379468
"1168" 0 1 1 0.582526164411746 0 2 -3.14596867946877 -2.86803796666799 -1.92567689215457 0 0 0 3 5 1 2.16002660826587
"1169" 0 0 2 0.246771811601909 0 2 -4.52594454603266 -3.42791892330668 -2.51743152653706 0 0 0 5 3 2 1.55771995061301
"1170" 0 1 0 0.0723906384245032 0 2 -4.51116652416796 -3.30239473455258 -2.91642902697032 0 0 0 1 9 8 0.893618370890011
"1171" 1 1 2 0.592988773855182 1 0 -0.898730037052988 -1.85657874230161 -2.66582915262855 0 0 0 3 3 2 -0.380754147745028
"1172" 1 1 1 0.805689664358066 0 1 -1.87615596860133 -2.01359316572224 -0.61994517561794 0 0 1 2 1 1 0.747178252497006
"1173" 0 0 2 0.063924085884557 0 0 -4.47746020472613 -4.66835925651756 -4.57065696825609 0 0 0 9 2 6 0.376424798409846
"1174" 0 1 0 -0.154023764834545 0 0 -5.07112576263288 -4.76866254766052 -4.69482422318307 0 0 0 3 5 1 0.55890152595296
"1175" 0 1 2 0.321403061176018 0 0 -3.83322341767285 -4.54704658497012 -4.21887348903758 0 0 0 4 3 2 1.32111058556985
"1176" 1 0 2 0.363550631344737 1 1 -1.9539110520653 -0.458528777896868 -2.3658672853327 0 0 1 6 0 1 -0.929500113603749
"1177" 1 1 0 0.476390468898158 1 0 -1.53783638972875 -1.73918142927655 -2.83871559836582 0 0 0 4 1 3 0.451177690267927
"1178" 1 0 2 0.785247224538146 1 1 -1.2401000953111 -0.310527022892538 -0.993700424900066 0 1 0 0 0 3 1.45183796226563
"1179" 1 1 0 0.814073042237684 0 2 -2.22464731260992 -2.53071150114804 -0.444835302356654 0 0 1 1 1 1 2.09416069409978
"1180" 0 1 1 0.234909769264292 1 0 -2.27946013858235 -2.73071392937301 -3.62377929299808 0 0 0 2 8 2 1.24230165426515
"1181" 0 0 0 -0.114407868592865 0 0 -5.04809629998148 -4.84423205416719 -5.30002328139015 0 0 0 7 6 5 0.907600335055863
"1182" 0 1 2 0.272614686257101 0 1 -4.0837301605378 -3.18761389912133 -2.6879334614677 0 0 0 3 6 1 1.03762956182428
"1183" 0 1 1 0.686886755459525 1 2 -1.51294688373212 -1.27728630758343 -1.48693839226115 0 0 0 1 2 1 2.5801968782556
"1184" 0 0 2 0.0590300076821897 0 1 -4.66018035256489 -3.03725580456817 -3.5611598554504 0 0 0 4 4 5 0.47245794997755
"1185" 1 1 2 1.19123229617882 1 1 0.134329733069805 -0.113697148825224 -0.0529494428733913 1 0 1 0 0 0 2.77156266941761
"1186" 0 0 0 -0.176428976908384 0 2 -5.29265128150457 -3.87602495066488 -4.04758028420341 0 0 0 6 1 6 0.252594586324189
"1187" 0 0 2 0.0585116766773983 0 2 -4.83817375618128 -3.67087872752022 -3.17964046122515 0 0 0 5 3 5 0.494074199990884
"1188" 0 0 2 0.0821748873233608 1 1 -3.70921195563603 -1.49327346422733 -3.50862400457081 0 0 0 4 1 0 0.702659960228885
"1189" 1 1 0 0.663837689929941 1 2 -1.11087143884432 -0.80344055035762 -0.812253650359835 0 0 0 1 1 1 1.66377835606142
"1190" 0 1 2 0.19690798227923 0 2 -3.90093318494169 -3.4697568223178 -2.74280283538762 0 0 0 2 2 2 1.0727450725676
"1191" 0 0 2 0.247667095924144 1 1 -3.18213698913662 -1.59124261432295 -3.22945048294122 0 1 0 2 1 3 1.36391779637538
"1192" 0 1 0 0.0851705726985249 1 2 -3.54690710154928 -1.59589252497125 -2.85257305460599 0 0 0 2 3 1 0.331227423253465
"1193" 0 1 0 -0.0812249637785823 1 2 -3.8106110125606 -1.77029105310469 -3.41497386135 0 0 0 5 5 3 0.137594788911415
"1194" 1 0 0 0.644964815377903 0 2 -2.76086613799302 -3.04578833605367 -1.24295904270093 0 0 1 6 3 3 1.13814637749755
"1195" 0 1 1 0.28359494325809 1 2 -2.68180102728104 -1.37527721251675 -2.4744600152984 0 0 0 4 0 0 0.343009914718971
"1196" 0 1 0 0.510544284140235 0 1 -3.2703557661016 -2.55427841118028 -2.07127239131019 0 0 0 6 2 2 3.18571987269477
"1197" 0 0 2 0.360611394289505 1 1 -3.04929097935665 -1.26703282340346 -2.9252649361104 0 0 0 3 3 5 1.26282917245734
"1198" 0 0 0 0.353847603034605 1 0 -2.7144381345422 -3.47343491935071 -4.21416568544656 0 0 0 1 1 8 2.46251070840248
"1199" 1 0 2 0.479303073901756 1 1 -1.84187510721331 -0.0595735854261427 -1.5539667909455 0 0 0 1 0 1 -0.048906930464276
"1200" 0 1 0 0.431058099767432 1 2 -2.64514192192795 -1.75637542419638 -2.05814243910909 0 1 0 3 1 2 2.91056112871967
"1201" 1 0 1 0.887962196962491 1 1 -0.610946353459477 -0.0194775575069545 -0.447097846512172 0 0 1 2 0 0 1.99287131663984
"1202" 1 1 2 0.528342168175037 1 1 -1.55665177908804 -0.0740687494594045 -1.37496436356767 0 1 1 3 0 0 0.609930750337507
"1203" 0 1 1 0.4717015207713 0 2 -3.34287096599293 -3.10272118899555 -2.05707770611001 0 0 0 2 3 3 1.56757419757045
"1204" 0 0 1 0.14245247564012 1 0 -3.43853357926493 -3.44772120329725 -4.09139031656852 0 0 0 5 3 5 0.374802415671207
"1205" 0 0 2 -0.0554166221843916 0 1 -5.10710977768497 -2.67478015346781 -3.47664702847292 0 0 0 6 4 3 0.539821704332192
"1206" 0 1 1 0.825339728653739 1 0 -1.07626316913653 -2.62058094703505 -2.64060859883429 0 0 0 2 4 3 2.45816394802558
"1207" 1 1 1 0.561681136428657 1 1 -0.720349273217229 0.125960373147384 -1.79572842999558 1 0 1 2 0 1 0.107044188371835
"1208" 1 1 0 0.736225869383639 1 2 -0.644416679918723 -0.701030988484751 -0.87931341255404 0 0 0 0 1 1 2.21805496489357
"1209" 1 0 2 0.788245600501993 1 2 -1.17399284735546 -1.2534945906692 -0.645001593153375 0 0 0 0 1 1 1.57023518080659
"1210" 1 0 0 0.416814285651701 1 1 -2.11869102229096 -0.328669094685641 -1.83375093015244 0 1 0 3 1 5 0.50918797119226
"1211" 0 0 0 -0.150072139567914 0 2 -4.84043284597737 -3.89631515624994 -3.9412135007478 0 0 0 3 3 4 0.276746159939285
"1212" 0 1 2 0.340158358669147 0 0 -3.72442952954013 -4.08415397266637 -3.48921094457638 0 0 0 3 2 4 1.06234928873101
"1213" 1 0 2 0.987154150594322 1 2 -0.832408691558272 -0.686612540592121 -0.188578686349491 1 0 0 0 3 0 2.22092799721432
"1214" 1 1 0 0.87476238796242 1 0 -0.813437043044371 -2.26610349248859 -2.09085348249729 0 0 0 3 2 2 1.59196596956948
"1215" 0 1 0 0.395448252465296 0 2 -3.83250509465175 -3.38147822508073 -2.0611553345746 0 0 0 1 2 2 2.48507616165004
"1216" 0 0 0 -0.196482102319373 0 2 -5.41635460090322 -3.84609967483132 -3.56867111845571 0 0 0 4 5 0 1.07095538198809
"1217" 0 0 1 0.367564352144324 1 2 -2.92466084318939 -1.77453783839386 -2.18973458750063 0 0 0 4 2 1 0.665700083548846
"1218" 0 1 1 0.273561651556107 0 2 -3.63955496001474 -3.27515601357497 -2.40226678882954 0 0 0 5 2 2 -0.0820062416033873
"1219" 0 0 2 0.293604366082159 0 1 -4.08210226903411 -2.52667432328789 -2.97028220954623 0 0 0 5 6 3 1.09047326946569
"1220" 0 0 0 -0.128160599319599 1 2 -3.82542699471646 -2.45768236096537 -3.4331597122618 0 0 0 5 1 3 0.844518729652614
"1221" 0 1 0 -0.130604703917645 1 2 -3.87099456049316 -2.15815085247883 -3.18052918532277 0 0 0 3 2 4 0.100872909642948
"1222" 0 1 0 0.389192370842369 0 2 -3.78040551520803 -3.23947697523733 -2.41552985689253 0 1 0 2 6 2 1.73721639014276
"1223" 0 1 0 0.00807071212774432 0 1 -4.55334278520022 -2.79378684165439 -3.36846392753574 0 0 0 5 3 6 0.378870412397207
"1224" 1 1 1 0.607811886643579 1 2 -0.845658337324344 -0.439117308012958 -0.763622707515405 0 0 1 0 1 0 0.256817565586749
"1225" 0 1 1 0.0456534132054815 0 2 -4.50034820515434 -3.02045519748189 -3.03447423013086 0 0 0 7 2 3 -0.242900081162691
"1226" 1 0 2 0.423684019999727 0 1 -3.13866766856662 -2.11657665173894 -2.04393789804356 0 0 0 4 1 0 -0.0335922444476204
"1227" 0 0 1 0.394832613404702 0 0 -3.78601955706461 -4.44288396965314 -3.70724584990021 0 0 0 2 4 2 2.22294356144172
"1228" 0 0 0 -0.0937421143378919 0 1 -4.99376868828 -3.2450402481303 -3.95995925144868 0 0 0 5 7 5 0.753675841735546
"1229" 0 0 2 0.41298133538008 0 1 -4.43490081034587 -2.53263552969889 -2.39578176855663 0 0 0 3 2 3 1.51218090523185
"1230" 0 0 2 0.118302686727331 1 2 -3.2986981951968 -2.1877109658619 -3.52933462249155 0 0 0 4 3 3 0.829355894162969
"1231" 1 1 2 0.612674722238746 0 1 -2.46173466654955 -1.58882754706075 -1.27291361308472 0 0 0 4 2 0 0.304714159092657
"1232" 1 0 1 1.00480137391935 1 2 -0.192050929153367 -0.655673067973843 -0.438592736346373 0 0 0 0 0 0 1.66051288137489
"1233" 0 1 0 -0.0375426516085254 0 2 -4.87574821493681 -3.93464175756882 -3.53560647462046 0 0 0 10 3 2 -0.176707490646056
"1234" 1 1 2 0.837675459015974 0 2 -2.50259929285168 -2.30803882839825 -0.248435816810854 0 0 0 4 3 0 0.456538156794797
"1235" 0 1 2 0.294913022474713 1 2 -2.48233872690623 -1.5722140169477 -2.2788746207571 0 0 0 3 1 3 1.1705486748967
"1236" 1 1 0 0.591418515958179 1 1 -1.55656248731936 -0.446521374767733 -1.47084153975788 0 1 1 1 0 1 0.537180594887156
"1237" 1 1 1 0.687030450885806 0 0 -2.21753816806171 -3.35893523967106 -2.08518709707787 0 0 0 4 5 3 0.445661591367749
"1238" 0 1 2 0.0155636327787147 1 2 -3.51654090384072 -1.95419878288858 -3.09714325096971 0 0 1 3 1 2 -0.0063151848018046
"1239" 0 1 2 0.157043288806132 1 1 -2.60068144541323 -0.886745054984363 -3.19469472873056 0 0 0 4 1 6 0.250848513842869
"1240" 0 0 2 0.400186127271227 1 1 -2.77471823602336 -1.15819682562864 -2.71076499817361 0 0 0 1 2 5 2.23838646476578
"1241" 1 0 2 0.350908507806043 1 1 -2.29316528265187 -0.448634082371257 -2.21893979098567 0 1 0 4 0 0 -0.707908487537019
"1242" 1 1 0 0.68295989034371 1 1 -0.848573180234531 0.186266776526518 -1.38411650742624 1 1 0 0 0 3 2.06833438979617
"1243" 0 1 2 0.298103350300529 1 1 -2.67909174581833 -1.44428395376475 -2.58929560344536 0 0 0 5 1 2 0.766813206330764
"1244" 0 0 2 0.373476082624336 1 0 -2.39521220564767 -3.31629121252289 -3.95002969239778 0 0 0 1 2 2 1.9662386389951
"1245" 0 1 2 0.24732130856569 0 0 -3.76996594691937 -4.41904013605182 -4.264184191632 0 1 0 5 3 4 0.377659021516923
"1246" 0 1 0 0.133193831268868 1 0 -2.88657422705302 -2.71104425868042 -4.35822686575255 0 0 0 4 7 5 1.67301686039508
"1247" 1 0 2 0.825819180214692 1 0 -0.737108291293364 -2.24156315803269 -2.37492403279203 0 0 0 2 6 1 1.79541818775542
"1248" 0 0 2 0.479904731458582 0 1 -3.72461869472894 -2.70525132927236 -2.45110783044166 0 0 0 4 4 5 2.53075185179415
"1249" 0 1 0 0.245191356731409 1 2 -2.82494419782895 -1.92450955529232 -2.62264274840957 0 0 0 2 2 4 1.75848236925713
"1250" 0 1 0 -0.116864520419676 1 2 -3.56971136471577 -1.78707623798956 -3.60002172871699 0 0 0 2 1 3 0.78117334439301
"1251" 0 0 0 -0.101193678259551 0 0 -4.82319375636498 -5.04272549849913 -5.25834298697201 0 0 0 2 3 9 0.389273098032176
"1252" 0 0 0 0.390597248041697 0 1 -3.8777772980054 -2.92534829326597 -2.73737315020839 0 0 0 7 2 2 2.45173014958143
"1253" 1 0 1 0.858486234396459 1 2 -0.78913197975314 -0.919988027177931 -0.433013615653472 0 0 0 0 0 1 1.3041291789803
"1254" 0 1 2 0.16233141593704 1 2 -2.98545723965084 -2.04728932437028 -2.66570508068443 0 0 0 6 6 3 -0.170091381274747
"1255" 0 1 2 0.399539220394417 1 2 -2.2000460468946 -1.4532390400388 -2.21243583242183 0 0 0 3 1 1 1.37973913134775
"1256" 1 0 0 0.684596775644043 1 2 -1.34114608520162 -1.16955209014498 -1.36670466317846 0 1 0 3 2 2 1.65335063939596
"1257" 1 0 0 0.308022123875944 0 0 -3.47104162189307 -4.16386069875133 -3.61687626202998 0 0 0 2 7 5 -0.173518587554185
"1258" 1 1 1 1.18579922466764 1 1 0.3865463999778 0.14751022689596 0.0684063876852463 0 0 0 1 0 1 2.90927299909454
"1259" 1 0 1 0.529061284647245 0 2 -2.72806167262212 -2.52673674630128 -1.14809356793309 0 0 0 4 1 1 0.56974469604414
"1260" 0 1 2 0.231584911937723 0 2 -4.0526355210398 -3.43290667939735 -2.66050131641488 0 0 0 1 4 2 0.302573632209902
"1261" 1 1 1 0.647846495162232 1 0 -1.01756028032474 -1.64950551994526 -2.21644912066454 0 0 0 0 2 2 -0.416504982210496
"1262" 0 1 0 0.0651435377516625 1 2 -3.37622871156794 -2.14307295891137 -3.17946965226491 1 0 0 0 0 6 0.430862818756225
"1263" 1 1 1 0.897603575169654 0 1 -1.804740704407 -1.61307672571661 -0.61126041935382 0 0 0 2 3 0 1.18852837340464
"1264" 0 0 0 -0.340926846455606 0 0 -5.47744376571969 -4.87096854425681 -5.78918712181252 0 0 0 5 8 9 0.489877653511963
"1265" 0 0 2 0.0685430202629128 1 0 -3.4691494866163 -2.91773420642786 -4.31468806904754 0 0 0 3 6 5 0.862035359901181
"1266" 0 0 2 0.454299865706153 1 2 -2.48626654214078 -1.85921260865967 -2.52549840213163 0 0 0 4 2 1 1.74294746853828
"1267" 1 1 0 0.693880350524836 0 1 -2.34924858703677 -1.80342448588388 -1.2133758669706 0 0 0 3 2 0 1.91956021012457
"1268" 0 0 1 0.264145518951828 0 2 -4.06809416081691 -3.22709703549308 -2.3606547500555 0 0 0 3 2 1 1.11213447405431
"1269" 1 1 1 0.759700024404579 1 2 -0.73259012211461 -0.501365352807719 -0.857823270925798 1 0 0 0 1 0 0.860724097079268
"1270" 1 0 2 1.00735013606429 1 1 -0.626194749814584 -0.0992339272990568 -0.677908639551668 0 1 1 0 1 0 2.91769123759576
"1271" 1 1 1 1.06484479496664 1 2 -0.0467120954155559 -0.193860853948745 0.497135029802517 1 0 0 0 0 0 2.80081456804646
"1272" 1 0 2 0.457278012714796 1 1 -2.09212820273891 -0.498791044416192 -1.96970660944183 0 0 0 3 0 0 0.125424091604613
"1273" 0 1 2 0.224379653729749 0 0 -4.04538171123388 -4.32434419763322 -3.94717708449356 0 0 0 3 5 4 0.834405047800872
"1274" 0 0 1 0.234405942152917 1 1 -2.84084955320346 -1.42513298780439 -3.17157316776876 0 0 0 4 1 1 0.0208785770938966
"1275" 1 0 1 0.868397583067218 1 2 -0.796795504060954 -0.785984181123549 -0.492315337694764 1 0 1 1 2 1 1.07351204753794
"1276" 0 0 1 0.591613529711207 1 1 -1.89165463165339 -1.3185108417164 -2.25134978018792 0 0 0 3 1 1 2.15091759644419
"1277" 1 1 1 1.45824731348669 1 0 1.06529979317994 -1.28359722565009 -0.475047451215219 1 0 0 0 3 0 3.6301771253197
"1278" 0 0 2 0.149813714575818 0 0 -4.50773838815403 -4.53715841764904 -4.37787509899158 0 0 0 1 8 5 1.31968813467172
"1279" 0 0 2 -0.182424140080126 1 2 -4.01970700642062 -2.23490614024345 -3.96758913212757 0 0 0 3 2 2 -0.240991880315967
"1280" 0 1 2 0.331069369769486 1 2 -2.66641103333981 -1.45577501328786 -2.28478234077638 0 0 1 5 0 1 1.49028191292187
"1281" 0 1 0 -0.17760044029872 0 0 -5.36078732750527 -4.67627433351819 -4.72611341541353 0 0 0 5 4 5 0.339192075406501
"1282" 0 1 1 0.702051775239005 1 2 -1.74236666197968 -1.50565959307544 -1.40821899858158 0 0 0 4 0 6 1.87170580366437
"1283" 0 0 2 0.220824471238542 0 0 -4.20587904962836 -4.51737107034138 -4.13142208414259 0 0 0 2 9 4 1.68493866766079
"1284" 0 1 2 0.181213929288517 0 2 -4.07745615895858 -3.36144166079105 -2.95082886557375 0 0 0 3 4 3 0.2884989775413
"1285" 0 1 0 0.462648157855832 1 2 -2.23988979230199 -1.47862889122946 -2.13696612589821 0 0 0 0 1 3 3.03958966501358
"1286" 0 1 1 0.503123836866396 0 2 -3.13448289629531 -3.34817549454638 -1.51950620397464 0 0 0 2 3 1 2.19868870286062
"1287" 1 1 2 0.865470601024691 0 0 -1.72347229331372 -3.40097739008505 -2.09050641990702 0 0 0 2 5 3 1.53955132906712
"1288" 0 0 2 0.605553747999324 1 2 -2.16236016859018 -1.55505211178679 -1.62034307446604 0 0 0 1 3 3 3.80891526469963
"1289" 0 1 0 -0.247805264442487 0 0 -5.0820345035831 -4.44310089970678 -5.48447470457012 0 0 0 3 3 9 -0.311643723071309
"1290" 0 0 0 -0.0697116857692162 0 1 -4.79748376163974 -3.20320434546681 -4.20051361681972 0 0 0 2 3 4 0.459958108425161
"1291" 0 1 1 0.241475039449301 1 0 -2.75560155787499 -2.4790329214679 -4.01060987653709 0 0 0 1 1 5 -0.118918582330032
"1292" 1 1 1 0.913937979941587 1 2 -0.501358692318226 -0.608340372269552 -0.186739039886241 1 0 1 0 1 0 1.43691650027141
"1293" 0 0 1 -0.00500009246992374 0 1 -4.6623078777712 -2.75840771506814 -3.56240395827088 0 0 0 4 1 4 0.193837489801888
"1294" 1 0 1 0.788832606578792 0 2 -2.10590191828093 -2.32664232172192 -0.552426674113645 0 0 1 1 2 2 1.29747821366439
"1295" 0 1 2 0.591396094237187 0 2 -3.36507788301981 -2.93776366749279 -1.61613806160308 0 0 0 4 3 1 1.97372625413622
"1296" 0 1 1 0.0108001807896535 1 2 -3.22675017114187 -1.71944872685014 -2.59802744201374 0 0 0 2 2 5 0.0194750229340256
"1297" 0 1 1 0.15185406606472 0 0 -4.24318207652129 -4.47872348220191 -3.71671467922122 0 0 0 3 7 3 -0.384744616408611
"1298" 0 1 1 0.247391780847869 1 0 -2.74151096640411 -2.39906541094002 -3.5362070563051 0 1 0 2 2 1 0.86328487023456
"1299" 0 1 1 0.911807677775384 1 0 -1.15049600880471 -2.27735964206887 -2.15216190659323 0 0 0 2 0 3 2.8433102704567
"1300" 0 0 2 0.132764686105305 0 0 -4.28014923298679 -4.67785807621549 -4.28202103884733 0 0 0 4 5 4 1.08008515930873
"1301" 1 0 0 0.056387713995136 0 1 -4.15768999491354 -2.73434422951892 -3.04385257686808 0 0 0 2 2 0 -0.379907482370867
"1302" 1 0 2 0.21223449321945 1 1 -2.54862280443263 -0.527872184753414 -2.96725438498656 0 0 1 3 0 2 -1.82180994715447
"1303" 0 1 0 0.123303748654387 0 2 -4.21102855970437 -3.16666780161752 -2.99717779493507 0 0 0 3 2 3 1.35022719483705
"1304" 0 1 1 0.495294734429066 1 0 -2.18185869325191 -2.39018681970995 -3.16806043334644 0 0 0 2 1 3 2.08759559517684
"1305" 0 1 1 -0.0997964637635692 0 0 -4.4364558151931 -4.85803718171302 -4.34943021707741 0 0 0 0 2 5 -0.292225200591455
"1306" 1 1 1 1.06297100377198 1 1 0.126594294867596 -0.0449791148321509 0.117829526294026 1 1 1 0 0 0 1.73081151936926
"1307" 0 1 1 0.448080951418955 1 2 -2.36176557999886 -1.05236852695747 -1.55525171830174 0 1 0 0 1 1 1.91254046427086
"1308" 0 0 0 -0.105163849214724 0 0 -5.04153607540854 -4.83345691399557 -4.92681330616781 0 0 0 3 7 3 1.10686281976956
