"A" "M_cont1" "M_cont2" "M_bin1" "M_bin2" "contY_2contM_mint" "contY_binMcontM_mint" "contY_2binM_mint" "binY_2contM_mint" "binY_binMcontM_mint" "binY_binMcontM_mint" "binY_2binM_mint" "C"
"2642" 1 0.359961763197058 0.385949344730768 0 1 -2.70955068958391 -3.75142308607797 -2.65732508795137 0 0 0 0 0.494659768403606
"2643" 0 0.444463346138605 0.606992034780649 1 1 -3.08085346853413 -2.36895309660624 -1.53076558810045 0 0 0 1 2.80823835417805
"2644" 1 0.728838191484344 0.637983383570661 0 1 -0.944307320572319 -2.83093856334657 -2.53530649755195 0 0 0 0 1.92269554909598
"2645" 0 -0.0813240614607206 -0.0544801505867704 0 1 -4.83533735292664 -5.14948703910553 -3.66833592922452 0 0 0 0 1.14994105986411
"2646" 0 -0.0819418740936709 0.0829656152513768 0 0 -4.75187302126654 -4.90189671618315 -4.91273089199628 0 0 0 0 1.45892331996763
"2647" 1 0.827825233508891 1.05334862025345 1 1 0.162883287213607 0.672153542269752 0.763358216453798 1 0 0 0 2.88455050894579
"2648" 1 0.403736340791886 0.589842997125707 1 1 -1.74239552940036 -0.941767099647024 0.959644363675208 0 0 0 1 1.26596630511165
"2649" 0 -0.200005504618116 -0.123786743792021 0 0 -5.3280869650482 -5.10051948597695 -4.95073765601505 0 0 0 0 0.689358311007924
"2650" 0 -0.211847324873845 -0.368558619310425 0 0 -5.37727861072936 -5.34602181034134 -4.82795819022094 0 0 0 0 -0.115609099663644
"2651" 1 0.578147183417613 0.530561364266258 1 0 -1.61080915085121 -0.067151490958229 -1.7130979325203 0 1 1 0 1.29881080722916
"2652" 1 0.306734553044142 -0.195887359234866 1 1 -4.19533080025167 -1.08554059418925 0.595199141436379 0 0 0 1 -0.428610404975156
"2653" 1 0.297957043535611 0.401857780740387 0 1 -2.64311701236695 -3.86784573589948 -2.38427243349998 0 0 0 0 0.855827177686788
"2654" 1 0.49866230315207 0.739124984111299 0 1 -1.49879838094821 -3.22271518384711 -2.36454562328298 0 0 0 0 2.25077452870582
"2655" 0 -0.0784383346376784 -0.144788073201272 0 0 -5.21879781556216 -4.77623065327457 -4.8985428195492 0 0 0 0 0.883943550719746
"2656" 0 0.378414860128776 0.707334165229706 1 0 -3.30631488169352 -2.29867740673639 -2.70107652150492 0 0 0 0 3.18797818011752
"2657" 0 -0.304942640841272 -0.275964098161558 0 0 -5.89562396195518 -5.13176350575391 -5.55811826164826 0 0 0 0 0.0974046903265302
"2658" 1 0.0776394670145789 0.0715560234878636 1 1 -4.06639756147507 -1.51892313991127 0.774399342707402 0 0 0 0 0.0842125774807035
"2659" 0 0.0689615908774889 0.210809706768615 1 0 -4.36950077685291 -2.84016814560901 -2.84658014047923 0 0 0 0 1.84188906139391
"2660" 1 0.25535683143276 0.397103640364336 1 0 -3.03802114432683 -1.23003106692982 -1.75268407529849 0 0 0 0 0.309895118034036
"2661" 1 0.423668938852704 0.353359396482273 0 1 -2.33897744387891 -3.67103228350132 -2.33602933214051 0 0 0 0 0.658311677257275
"2662" 1 0.312592277394262 0.226586404629823 1 0 -3.01468397595378 -1.16902045934634 -2.00881262041765 0 0 0 0 0.47550353605401
"2663" 1 0.490810997607161 0.458991532485685 0 0 -1.92022653343343 -3.20307665006225 -4.40813391871077 0 0 0 0 1.20384842184675
"2664" 0 0.143782159601133 0.0378692000070477 0 0 -4.77275168038788 -4.69011500883445 -4.97639934684284 0 0 0 0 1.64488831099154
"2665" 0 0.107288473741221 -0.173210092167287 1 1 -4.90847221430411 -2.91498947712495 -1.14126625681364 0 0 0 0 0.293795939564029
"2666" 0 -0.014618278999065 -0.17461386576318 1 1 -5.12058564605329 -3.20102733950835 -1.86872363338778 0 0 0 0 0.0985115983266014
"2667" 1 0.599939271154515 0.651646410444304 1 1 -1.36608911252343 -0.0490325837867178 0.384451048168129 0 0 0 0 1.63194520449637
"2668" 1 0.283881807357858 0.148667467569156 0 0 -2.97968066765029 -3.45106067903683 -4.31335772676273 0 0 0 0 0.322247567351133
"2669" 1 0.876530721389235 0.807993113905053 1 0 0.244899570471416 0.828791076192785 -1.46554019252938 1 1 1 0 2.52217674140656
"2670" 0 -0.406004077961153 0.0014886929888277 1 0 -5.61313062980846 -3.59185586876753 -3.05412476472874 0 0 0 0 0.426416016049571
"2671" 0 -0.260262532353521 -0.338305826425827 0 1 -5.97489131604888 -5.29498661211802 -4.12199143189284 0 0 0 0 -0.0212187863871487
"2672" 0 -0.0506197620694449 -0.254102364015777 0 1 -5.48091534723141 -5.09999659258437 -3.50908886204292 0 0 0 0 0.0845834597544706
"2673" 0 0.104731532410216 0.189741835437344 0 1 -4.04553709064324 -4.77433473414098 -3.73480523346141 0 0 0 0 1.79298953360807
"2674" 0 0.0220388019286461 -0.193089662005985 0 1 -4.93859541249267 -5.04968744685418 -3.64178944842633 0 0 0 0 0.425735368702801
"2675" 1 0.550994560085332 0.896778838116345 1 1 -1.04409969978433 -0.458170933240392 0.757795761925334 0 0 0 0 2.09031185055208
"2676" 1 0.743110577882758 0.708673009496058 1 0 -0.223104063539014 0.75102200580157 -1.62019366901953 1 1 1 1 2.30341887725583
"2677" 0 0.0271378812003686 0.0853530229594272 1 0 -4.89646782642133 -3.1993072864657 -3.28451715267333 0 0 0 0 0.973745640327681
"2678" 1 0.760266141827714 0.848301534639403 1 1 -0.0605745952864731 0.350742163387101 1.29761919870562 1 1 1 1 2.33596131716422
"2679" 0 -0.158041783177217 -0.291633166659478 1 0 -5.27968946901842 -3.32339297085574 -3.12909592211736 0 0 0 0 0.102453941443553
"2680" 1 0.0306544105366295 -0.0649256505955481 0 0 -4.11660414085512 -4.05762672380418 -4.16579882889984 0 0 0 0 -0.790894912520132
"2681" 0 0.0702746356809898 0.27748405791448 0 0 -4.41452300304936 -4.4761105563225 -4.86841016924014 0 0 0 0 1.2266473345291
"2682" 0 0.110651892906799 0.18610069189071 1 1 -4.51435214798612 -2.86353823162494 -1.44512284703248 0 0 0 0 1.65885433138795
"2683" 0 -0.355738962991921 -0.276617823251597 0 1 -6.02227904403443 -5.36119165178164 -3.79095083354895 0 0 0 0 -0.0372094597135253
"2684" 0 0.142509839272071 0.465372026630059 1 0 -4.18201413131769 -2.84249338598255 -2.81514382618036 0 0 0 0 2.52887123915766
"2685" 1 0.603711033887604 0.928168391843182 1 1 -0.374784954276388 -0.276011211215332 0.989004103338413 0 0 0 1 1.86092501573938
"2686" 0 -0.20700883422801 -0.250429259174517 1 0 -5.4950705672903 -3.51870040601856 -2.89217596444011 0 0 0 0 0.375136837643781
"2687" 0 -0.476467540274983 -0.351872300447323 0 1 -6.27409965789387 -5.5169907079629 -3.59546796202525 0 0 0 0 -0.493144032714111
"2688" 0 0.100309634672392 -0.0914323635964922 0 0 -4.50405362065253 -4.57403335783476 -4.84148531862941 0 0 0 1 1.11688503912663
"2689" 0 0.0816921965982335 0.011954740869755 0 1 -4.95842420880519 -4.87571230335343 -3.79157999294502 0 0 0 0 1.19586408701107
"2690" 0 0.0563019296089694 0.190711881643781 0 0 -4.68554367612054 -5.05563581129764 -4.74401864907379 0 0 0 0 1.71709319227323
"2691" 0 -0.657904131131315 -0.604409853969349 1 0 -7.00102671359513 -4.65346785922432 -3.38961983349826 0 0 0 0 -0.74810566092252
"2692" 1 0.583045825019123 0.678296722564339 1 1 -1.46937755779509 -0.28290034340589 1.13626794510796 0 0 0 1 1.92600035495544
"2693" 1 0.438816534734457 0.21862025579821 1 0 -2.16484955068588 -0.529429011737761 -1.70148200523462 0 1 1 0 1.0627603665857
"2694" 1 0.366464859812427 0.252783393409533 0 1 -2.97566652051867 -3.39874746628597 -2.33372491673682 0 0 0 0 0.446583574599904
"2695" 1 0.727266577772138 0.697427981474173 1 0 -0.642592996258584 0.111520766000448 -1.41052361208867 0 0 0 0 1.93499805374715
"2696" 0 -0.209761708949621 -0.00376940975519574 1 0 -5.23153815680521 -3.13073920338712 -3.50654208194989 0 0 0 0 1.25783077732648
"2697" 0 -0.331999776766805 -0.190918310083349 0 1 -5.78811424454722 -5.84197686727333 -3.90150668150529 0 0 0 0 -0.140477526961708
"2698" 0 0.0187096082205084 0.23481275671428 1 1 -5.0128055399046 -3.19704079132599 -1.55856543920881 0 0 0 0 1.50477270447626
"2699" 0 -0.133495533324306 0.196154977264177 1 0 -4.99058262819323 -3.073150489028 -3.33127080755902 0 0 0 0 1.57978745854972
"2700" 1 0.481273356850682 0.344009336705564 1 1 -2.11957907130712 -0.713187334349639 0.592246016086852 0 0 0 1 1.08364912260848
"2701" 0 -0.355617889906342 -0.27794683175155 1 1 -6.11539428471393 -3.42148708705983 -1.44165867914589 0 0 0 1 -0.272374171615376
"2702" 0 -0.134243372996307 -0.0322129064630395 0 0 -5.05008465567784 -5.09960737969022 -4.80882609779457 0 0 0 0 1.09054705282384
"2703" 1 0.366745346363297 0.162032497848016 1 0 -3.13242545622463 -0.865955010865908 -2.07614042240353 0 0 0 0 0.533688961363066
"2704" 0 0.09342368876299 -0.121961980373382 1 0 -5.02648197188089 -3.02979139260282 -3.35730684829936 0 0 0 0 1.25498333298228
"2705" 0 0.134433188111185 0.193205019720437 1 0 -4.3155541260531 -3.46356589166794 -3.08840334724178 0 0 0 0 1.66129835707255
"2706" 1 0.442074431728647 0.322509011568896 0 1 -2.56378004374606 -2.96784803325638 -2.74695647158956 0 0 0 0 0.682125005073733
"2707" 0 -0.591019291117976 -0.5108538904717 1 1 -6.89709274889342 -4.09114489308275 -1.79082178843356 0 0 0 0 -0.438330939951351
"2708" 1 0.0455642407238453 -0.174826516198996 1 0 -4.78359875767652 -1.38713252832971 -1.77751145792569 0 0 0 0 -0.818648774240019
"2709" 0 -0.289359464280667 -0.242893558798527 0 0 -5.05193288294436 -5.22816229174737 -5.17911431989364 0 0 0 0 0.0840136417852203
"2710" 0 0.0370554315977296 0.341829795155845 0 0 -4.22405081572139 -4.76469086739042 -4.72327507303951 0 0 0 0 1.55724352317994
"2711" 0 0.0174923817281611 -0.0565256748196509 0 0 -4.71492739409938 -4.83643775894341 -4.9109856179599 0 0 0 0 1.07704418186062
"2712" 1 0.536843609868742 0.125331637874554 1 1 -2.99376206645391 -0.361396995226673 0.897540927430803 0 1 1 0 0.520889807673462
"2713" 0 -0.229750786700579 -0.394348860647909 0 0 -5.91602716343898 -5.26685137971025 -4.98209312037966 0 0 0 0 -0.241222871371766
"2714" 1 0.581407051024243 0.623914722429467 0 1 -1.21608200853318 -2.86238940455505 -2.33542572689278 0 0 0 0 2.10517248256124
"2715" 0 -0.325593466333927 -0.0958030430740429 0 1 -5.51895524724937 -5.95050241282478 -4.08939294309156 0 0 0 0 0.272888257213466
"2716" 1 0.246187449290227 0.356020708133888 1 1 -2.80249589000346 -1.11471747121248 0.837789713519077 0 0 0 1 0.450429505216004
"2717" 1 0.518923336595166 0.437916123323707 1 0 -2.29179007353689 -0.265825068582067 -1.58535007361576 1 1 1 0 0.972400623724723
"2718" 0 -0.0587337815985679 0.0355717482000861 1 1 -4.87116118662611 -2.90874433205878 -1.69814395985531 0 0 0 0 0.840998896472838
"2719" 0 0.0919285070955921 0.457841937103774 1 1 -4.26096509181089 -2.84392581580133 -1.62742276950754 0 0 0 0 2.27433542946865
"2720" 0 -0.109185837153937 -0.137980721181427 1 0 -5.03495954759363 -3.15503212645152 -3.19827714419105 0 0 0 0 0.743371576815761
"2721" 1 0.156593332834548 0.221622324434242 0 0 -3.35486987240693 -3.52294619543341 -3.81835541637114 0 0 0 0 0.362048585124781
"2722" 1 0.307060171521512 0.154327416290708 0 0 -3.17019727399422 -3.64119680337654 -4.27790031817572 0 0 0 0 0.619089870182153
"2723" 0 0.184170367309433 0.462241983520081 1 0 -3.43204061287377 -2.90718036936673 -2.87966365796042 0 0 0 0 2.49534311253903
"2724" 0 -0.122164780173039 -0.186850520986387 1 0 -5.46873699418502 -3.13913804934294 -3.39905428218842 0 0 0 0 0.437114216531078
"2725" 0 0.230897402357199 0.54387832703555 0 0 -3.63215807521144 -4.58674900133679 -4.57768027735729 0 0 0 0 2.79659940566769
"2726" 0 -0.0374613667717398 0.030089986574529 0 1 -4.85121287737979 -5.01247182636281 -3.71637783484954 0 0 0 0 1.19522325329234
"2727" 0 -0.0332149101774978 -0.0577663064242804 0 0 -4.81711520174022 -4.78429924065275 -4.59037201459018 0 0 0 0 1.21608887210552
"2728" 0 -0.165379577817842 0.0761186927574179 0 0 -5.17974813733466 -4.98586052952244 -4.86031194091365 0 0 0 0 1.18179734085346
"2729" 0 -0.143764325933216 0.257739914738936 0 1 -4.61327028148106 -4.97010492342257 -3.84655556587508 0 0 0 0 1.31129194783968
"2730" 0 -0.268403143417944 -0.382511220297796 0 1 -5.63634069263745 -5.3050796999354 -3.9750502933792 0 0 0 0 0.0999941935859314
"2731" 1 0.702395409472255 0.536307640272514 1 0 -1.09323928259857 0.0151500973134447 -1.43673928198115 0 0 0 0 1.72793274387486
"2732" 0 0.174345867163511 0.402471999558781 1 0 -3.71807097673603 -2.5785744008035 -2.89890432586565 0 0 0 0 2.36144610075417
"2733" 1 0.119114356073318 -0.0626834789763415 0 1 -3.99964592008099 -4.19236537274571 -2.56209056486656 0 0 0 0 -0.71979939143808
"2734" 1 0.552896034110593 0.521936366932743 0 0 -1.78188881037816 -3.36174583938384 -4.1765445652993 0 0 0 0 1.05337765922962
"2735" 0 -0.0873717502703687 -0.0933187321597045 1 0 -5.42865149013237 -3.45023384345267 -2.89441896856881 0 0 0 0 0.896984285665991
"2736" 0 -0.0726516066245156 0.03913259916898 0 0 -4.77029874756668 -5.3137734398014 -4.69247525009392 0 0 0 0 0.879515851244419
"2737" 1 0.29329862422835 0.508477554783612 1 1 -2.43745294845709 -0.68319101882955 0.518926190985352 0 0 0 1 0.894630722793143
"2738" 0 -0.313227284457626 -0.441628679553638 0 0 -5.91861413111262 -5.17615300206142 -4.95313407638582 0 0 0 0 -0.133415133346164
"2739" 0 -0.312986269559294 -0.200981143163321 1 1 -6.29454896008495 -3.20502187013204 -1.76729083265643 0 0 0 0 0.406460438200001
"2740" 1 0.608045045200609 0.65122229652027 1 0 -1.64686222854872 -0.0678951166447612 -1.7447208310985 1 0 0 0 1.5272538729048
"2741" 1 0.6244019298333 0.496886637802033 1 1 -1.2583742361844 -0.169180754158197 0.916781183401407 1 0 0 1 0.944656545080235
"2742" 0 -0.0650305260096656 -0.0608025977128121 1 0 -5.00540300202731 -3.02747440672945 -3.13256980410766 0 1 1 0 0.903538439841535
"2743" 1 0.709761570411908 0.806557325112229 0 1 -0.0674997725564522 -2.90342606668163 -2.00145683947738 0 0 0 0 2.39656283124847
"2744" 1 0.786961455823223 0.497596018243183 0 0 -1.19342619401618 -2.71801163401555 -3.77720436320799 0 0 0 0 1.39508643168077
"2745" 0 -0.470689978318145 -0.413514939927512 1 0 -6.54371193205889 -4.15113166562547 -2.87472697669606 0 0 0 0 -0.539943929818421
"2746" 0 -0.297367610083779 -0.286663921695225 1 1 -6.10374818447267 -3.53273269796449 -1.80751233193032 0 0 0 0 0.289674751299668
"2747" 0 -0.190463356401971 0.250631670836868 0 1 -4.97840117112178 -5.09156440965179 -3.80391890692964 0 0 0 0 1.25192178813348
"2748" 1 0.417164407408217 0.0348277801394709 0 1 -2.9552532576828 -3.61482832611508 -2.67593262871806 0 1 1 0 0.0175809939046041
"2749" 0 -0.163485013989108 -0.229780566532404 0 1 -5.78322921193985 -5.02852845090214 -3.92599743724197 0 0 0 0 0.443810959661131
"2750" 0 -0.184787875915001 -0.302895354809847 0 0 -5.85599976294729 -5.21306210724795 -5.05221044527985 0 0 0 0 0.241283787210086
"2751" 1 0.279932394717419 0.395524000167982 1 1 -2.99984084701459 -1.36861551632557 0.56268785945837 0 0 0 1 0.499894669221849
"2752" 0 -0.228596883768261 0.0342250186565647 0 0 -5.25312426854715 -5.33285737663208 -5.14229857495725 0 0 0 0 0.720785579026739
"2753" 0 -0.139489023818582 -0.116551369950569 0 1 -5.37662707163364 -5.2988166701018 -3.50169160679259 0 0 0 0 1.22367491986394
"2754" 0 -0.0468312329589906 0.0772494079210072 0 1 -5.05975632704451 -4.58299556530369 -3.60978481789595 0 0 0 0 1.2928031811345
"2755" 0 0.140539779462676 0.443328657221982 1 0 -3.7281038047957 -2.79477970219418 -3.05373159733535 0 1 1 0 1.86020782045789
"2756" 1 0.330726201682354 0.160562266116249 0 1 -2.85685271793405 -3.34614094025955 -2.44608441331892 0 0 0 0 0.410498717195623
"2757" 0 -0.453012323292221 -0.549687321541163 1 1 -6.69875247013426 -3.96636688758522 -1.88867467558336 0 0 0 0 -0.660189409053235
"2758" 0 0.0965689859198545 0.136056337197186 0 0 -4.39827032581526 -4.87658495560949 -4.62489974030941 0 0 0 0 1.82000745776173
"2759" 1 0.492324920064533 0.280630469959968 0 1 -2.25852076084675 -3.13696062137875 -2.31282576345611 0 1 1 0 1.20383003270768
"2760" 1 0.898446469478605 1.15027470195334 1 1 0.943076178823946 0.580474701719212 1.0394703050633 0 0 0 1 3.71508951876962
"2761" 0 0.142725993933308 0.457865744014043 1 1 -3.97277713458848 -2.85756625175082 -1.13865932940719 0 0 0 0 2.01834794429315
"2762" 0 -0.138892687623829 -0.108452914728706 1 0 -5.36019860662935 -3.6052708412844 -2.861445801853 0 0 0 0 1.10696263083061
"2763" 1 0.820963698310152 0.946972151687104 1 1 0.167915631723264 0.398918476453324 0.970675579047126 1 1 1 1 2.45969308159529
"2764" 0 -0.0340074839869827 -0.135635014270091 0 1 -5.2705535744997 -5.08627547604828 -3.82609832726888 0 0 0 0 0.776476825315556
"2765" 1 -0.0312945247212476 -0.370366820870242 1 1 -5.01610396617913 -1.81673886925739 0.144090684357208 0 0 0 1 -1.42616573880977
"2766" 0 0.15762855945709 0.127767093426974 0 1 -4.50839354639454 -4.7655474975929 -3.58704975369697 0 0 0 0 1.02256076181192
"2767" 1 0.838374470979444 1.0421855571597 1 1 0.146066125905381 0.399653312505741 0.612373211651464 1 1 1 0 2.84556963536726
"2768" 0 -0.243197481394105 -0.486636946687145 0 1 -5.91479366855952 -5.50208086069248 -4.05070220310459 0 0 0 0 -0.209488928781235
"2769" 1 0.505471003765909 0.326729178098473 1 1 -2.23853234334618 -0.305772787374283 0.445247764282638 0 1 1 1 0.860784035297103
"2770" 0 -0.24006386795448 -0.446933253909954 1 0 -6.06686988235184 -3.67945323364927 -3.13367911552739 0 0 0 0 -0.41920950720866
"2771" 0 -0.202207639801764 -0.0353842233554496 0 1 -5.08861315120031 -5.13498990991496 -3.72624356673024 0 0 0 0 0.446337753114763
"2772" 0 0.0219794723016405 -0.0978436996708572 1 0 -5.12508701418836 -3.07168742191147 -3.15005849147358 0 0 0 0 0.618602186513662
"2773" 1 0.370979028731669 0.331112218849439 0 1 -2.93661726935765 -3.29443170722978 -2.50189209382542 0 0 0 0 0.821337162665254
"2774" 1 0.33152903154944 0.0509762205986187 0 1 -3.27990305938811 -3.81318107389273 -2.70815110828365 0 0 0 0 -0.191360235184616
"2775" 0 -0.137837271880393 -0.241778998717923 0 0 -5.65360955586447 -5.19370595292523 -4.80202178908571 0 0 0 0 0.408568687962648
"2776" 1 0.860175967829794 1.03616075054793 1 1 0.8252913100531 1.00367468881959 1.11940862164776 1 0 0 1 3.01753638787338
"2777" 0 -0.0856027748978679 -0.143182854287716 1 0 -5.15918784988855 -3.38572855281639 -2.84753289378685 0 0 0 0 0.504507540051009
"2778" 0 -0.243982732402319 -0.0308908277961435 0 1 -5.58688327801493 -5.48162715585285 -4.1157641233938 0 0 0 0 0.710444125972857
"2779" 0 0.416043427075256 0.411199700396739 0 0 -3.37669769044794 -4.28889227116566 -4.84584195869805 0 0 0 0 2.68749355556266
"2780" 0 -0.182404150094427 -0.0921802776517532 1 0 -5.39595503986642 -3.17523509750397 -3.1942753422195 0 0 0 0 0.672103085315999
"2781" 1 0.558106996010402 0.549633184282179 1 1 -1.57406531935513 -0.375873956827271 0.403270204357908 0 1 1 1 1.48680153812241
"2782" 1 0.190809807860159 0.128480950786486 0 0 -3.58060447232884 -3.97013251470108 -4.06208800917308 0 0 0 0 0.297211112915839
"2783" 1 1.17192567972977 1.5589966239064 1 1 2.96488071499789 1.88408732694006 1.30561041750506 0 1 1 1 4.8880425579161
"2784" 0 -0.243979147784159 -0.524970352547698 0 0 -5.92609383149765 -5.26327276377281 -5.0256771487312 0 0 0 0 -0.628537418820553
"2785" 0 -0.0279097488770903 0.188493880131039 1 0 -4.91174300417345 -3.26730487674847 -3.06568893393314 1 0 0 0 0.985868674752921
"2786" 1 0.311446078565577 0.312704023578202 1 1 -3.07911752332082 -1.25224801901168 0.599796569008965 0 1 1 0 0.724637030336329
"2787" 1 0.324423860238222 0.0779254230185074 0 1 -3.24014669110218 -3.43542317750843 -2.88698948938193 0 0 0 0 0.0652836122672124
"2788" 1 0.487027139204932 0.28301076678139 1 0 -2.51663668007294 -0.515849727378513 -1.59477443263051 0 0 0 0 0.56122649651749
"2789" 0 0.141539985736831 0.233456994997353 0 1 -4.15805030085418 -4.69473442729223 -3.28561878031904 0 0 0 0 1.85651643370352
"2790" 0 -0.492841625779476 -0.519543817366747 1 0 -6.1072549823834 -3.92129730407474 -3.26358512890028 0 0 0 0 -0.546382984836927
"2791" 1 0.717528639431272 0.633853372195628 0 1 -1.16208630862696 -2.85788510338685 -2.8415563074885 0 0 0 0 1.72781238732806
"2792" 0 -0.381758719077916 -0.160605663471937 1 1 -5.83613694339506 -3.7806423721197 -1.84674244500505 0 0 0 0 -0.104110207213286
"2793" 0 0.0236011846651376 0.22406436507035 1 1 -4.33774412957039 -2.98680776007258 -1.47669405724559 0 0 0 1 1.79037780841953
"2794" 0 0.0513027453842663 0.180740338506781 1 1 -4.43156100186483 -2.92416026523954 -1.57279775278543 0 0 0 0 1.18919184062442
"2795" 0 -0.261292545322592 -0.00746023655529728 0 0 -5.17881745074283 -5.37635501571932 -5.13451652522648 0 0 0 0 0.875065149088015
"2796" 0 0.0899994401699028 0.117549475354188 1 0 -4.43615549046987 -2.85036705249148 -2.99215174879737 0 0 0 0 0.918343613901627
"2797" 1 0.660746033448327 0.397869567831389 1 1 -1.82537021549387 -0.0421201137744733 0.165171427033948 0 0 0 1 1.33890353546643
"2798" 0 -0.205585784856118 -0.293341719287855 1 0 -5.77328044357637 -3.90390444888117 -3.04181597822908 0 0 0 1 -0.00164735589793485
"2799" 1 0.435045789141907 0.621532877139445 1 1 -1.59783702186813 -0.520394392229324 0.703887272396055 0 1 1 1 1.67101188187463
"2800" 0 0.126991858561368 0.170350102316717 0 1 -4.52777330769612 -4.84099415480313 -3.59551410847272 0 0 0 0 1.95023142282833
"2801" 0 -0.170704709138867 -0.141387993200854 0 1 -5.51200260831737 -4.96939526192781 -3.742611333902 0 0 0 0 0.381000869639475
"2802" 0 -0.282821540682615 -0.483762037425976 1 0 -5.88210247400366 -3.44282053087584 -3.19374314532416 0 0 0 0 -0.184654900848201
"2803" 1 0.318016771301609 0.218229788672786 1 1 -3.05968338172051 -1.28621142318065 0.794646165431599 0 1 1 0 0.232446594651779
"2804" 0 -0.311305729077299 -0.175910897866293 1 1 -5.58320576758698 -3.71371275555767 -1.27215640951392 0 0 0 0 -0.0749997999207481
"2805" 0 -0.213923042703024 -0.0267027909937425 1 1 -4.99372001201457 -2.86196668272222 -1.36506186441098 0 0 0 0 1.29061836321935
"2806" 0 -0.328719174616937 -0.245076729585376 1 0 -5.58279710186957 -3.97278475621931 -3.60366904711171 0 0 0 0 -0.229030110359681
"2807" 1 0.351716893107137 0.356470522969662 0 0 -2.45452853588699 -3.40544346141435 -4.31935499226537 0 0 0 0 0.982787376565364
"2808" 0 0.208539958637514 0.256479907511256 1 0 -4.20768627141416 -2.61218195419317 -3.054744956044 0 0 0 0 1.77998219651776
"2809" 0 0.068239044700825 -0.0129916477080681 0 0 -5.07377559261855 -4.88149557693176 -4.9425010335385 0 0 0 0 1.19691561964362
"2810" 1 0.542290151447171 0.612238002302755 0 1 -1.62153005784838 -3.12741727931559 -2.3681261582607 0 0 0 1 1.61613246799008
"2811" 0 -0.154103656788628 -0.432390694038793 0 0 -5.76027871223845 -5.30350982124994 -4.71337167178477 0 0 0 0 0.376114594375067
"2812" 0 0.00609608162686987 0.222938371851424 1 1 -4.53680697344808 -3.18542176262995 -1.62333785857896 0 1 1 0 1.42151849076678
"2813" 0 -0.0126538553482899 -0.164506198173828 0 1 -5.32376321155889 -5.08512510761339 -3.93325111940195 0 0 0 0 0.538830330083189
"2814" 0 -0.344610208514368 -0.2327233152349 1 0 -6.05087235836263 -3.59200430899826 -3.63223332955285 0 0 0 0 -0.243579258769329
"2815" 0 0.0801810526700416 -0.0502078739063001 0 0 -4.84201450031637 -4.81194146822835 -4.77336664721578 0 0 0 0 0.897187847973399
"2816" 1 0.0923202811533542 -0.0897477113804305 1 1 -3.57162635723784 -1.60680715217176 0.737098737934674 0 0 0 0 -0.170393211488863
"2817" 1 0.753239105525312 0.981302612115088 1 1 -0.0202442271944779 0.209644192949898 0.442885701990364 1 1 1 1 2.78905033505726
"2818" 1 0.322842522577448 0.150574330222569 0 1 -2.81767788848696 -3.45254712454406 -2.76204347934905 0 0 0 0 0.274914914486525
"2819" 1 0.37376499565004 0.195425139202643 1 1 -2.5349861989985 -0.60496234473304 0.674460633919 0 0 0 1 0.696982871980903
"2820" 0 -0.00409722584474255 0.183336276318933 0 0 -4.5674033298554 -4.82135318591523 -4.81741266241075 0 0 0 0 1.26507474401149
"2821" 0 -0.228034385749948 -0.577292601421233 1 0 -6.2845133035965 -3.57533569872471 -3.49703823632475 0 0 0 0 -0.664959708954273
"2822" 1 0.837027950706282 0.658017342793801 1 1 -0.594036717041324 0.721072571068679 1.03049999149078 0 0 0 1 1.75705585894774
"2823" 1 0.534649382407676 0.335590907822912 0 0 -2.3957978665421 -3.03706049971583 -4.19024790721832 0 0 0 0 0.787980718387256
"2824" 0 -0.134067691606293 -0.134764166520997 0 1 -5.42767019366799 -5.02827704685297 -3.75531806265946 0 0 0 0 0.699847483741148
"2825" 1 0.491163777566019 0.234996517083649 0 1 -2.59135407583682 -3.44453403257103 -2.66193158870438 0 0 0 0 0.686178102103178
"2826" 0 -0.219391529662882 -0.635274017090027 0 0 -6.3176208315959 -5.12829996643448 -5.22368874077016 0 0 0 0 -0.519039871095531
"2827" 1 0.594664129474368 0.495547218399061 1 0 -1.45482454110533 -0.0805669883252659 -1.40803793554296 0 1 1 0 1.80278499742675
"2828" 0 0.0877068128612787 0.158447971846814 1 1 -4.8853860049929 -2.97400505785546 -1.29588882975823 0 0 0 1 1.27823344257622
"2829" 1 0.693459378115248 0.635726443138238 1 1 -1.09100470954056 0.117897816163498 0.226430213651839 1 0 0 1 1.77622572299876
"2830" 1 0.497813422382017 0.368031034251538 0 1 -1.91694060528689 -3.10021643962398 -2.6834566362941 0 0 0 0 1.82966675551124
"2831" 0 0.204547036840497 0.675427560696322 1 0 -3.84676111943468 -2.55176011351492 -2.96094673108081 0 0 0 0 2.76820207846052
"2832" 0 -0.278659332529192 -0.548993159172564 1 0 -6.13911009522273 -3.56597194408261 -3.51721630652084 0 0 0 0 0.0372973631820894
"2833" 0 -0.26445163401164 -0.443857774808779 0 0 -6.2854457753737 -5.48123793910593 -5.15264031386418 0 0 0 0 -0.657830769649359
"2834" 1 0.93975022092344 0.884946315836427 0 0 0.323465904533682 -2.39940841317873 -3.9844895575491 1 0 0 0 2.88239121344241
"2835" 0 0.329976703070996 0.24063286608013 0 1 -3.70358995817621 -4.15487872735909 -3.81952449340911 0 0 0 0 2.26530649770934
"2836" 0 0.0953365524765347 0.143966617712859 1 1 -4.63033242385241 -3.02854575831636 -1.50692130901089 0 0 0 0 1.48636497442468
