"A_bin" "L_bin_binA" "L_cat_binA" "M_cont_binA" "M_bin_binA" "M_cat_binA" "contY_binMcontMbinA_EMint" "contY_catMbinMbinA_EMint" "contY_catMcontMbinA_EMint" "binY_binMcontMbinA_EMint" "binY_catMbinMbinA_EMint" "binY_catMcontMbinA_EMint" "countY_binMcontMbinA_EMint" "countY_catMbinMbinA_EMint" "countY_catMcontMbinA_EMint" "C_cont"
"1654" 1 1 2 0.950511031794061 1 2 -0.550817012536114 -1.05184267183989 -0.295451142038349 1 0 0 1 0 0 1.03003972532031
"1655" 0 0 1 -0.168352506187314 1 2 -3.79493583814738 -2.02026514891372 -3.53633156979709 0 0 0 1 4 4 -0.908167052552894
"1656" 1 1 2 0.77048614957507 0 2 -1.92052591460144 -2.26683794571263 -0.470301904777412 0 0 0 3 2 1 1.40862758061045
"1657" 1 1 1 0.479502521172281 0 0 -2.75375565243709 -3.51134722045134 -2.628748933307 0 0 0 3 5 1 -1.14129784543252
"1658" 1 0 1 0.528719720261184 1 0 -1.71901711940891 -2.23707964636193 -2.88980273580253 0 0 0 1 2 3 -0.328259767022893
"1659" 0 0 0 0.0348578933340698 0 1 -4.8725863670304 -3.3985224809415 -3.84023924245315 0 0 0 6 1 4 0.670039700085394
"1660" 0 0 0 -0.229441439431382 0 1 -5.24212188817716 -3.23540010705586 -3.91759927743726 0 0 0 5 4 0 1.2320993455374
"1661" 1 1 1 0.950262675030134 0 2 -1.4333073644626 -2.1800256500805 -0.430428073441394 0 0 1 2 2 0 1.48872590301961
"1662" 0 1 1 0.27099783554879 1 0 -2.61618271407118 -2.84630038786391 -3.84297125462152 0 0 0 2 5 3 0.668458328855078
"1663" 0 0 0 0.0241006505462199 0 1 -4.61171022671526 -3.15055410714767 -3.70736497521647 0 0 0 7 6 3 1.18369256319822
"1664" 1 0 0 0.00258404210371665 1 0 -2.74045141662638 -1.97290691858662 -4.31666312357024 0 0 0 2 3 5 0.0711621976668489
"1665" 1 0 2 0.649771387918659 0 1 -3.00702638680298 -2.03553022696867 -1.49725639539045 0 0 0 2 2 1 1.17836191469769
"1666" 0 0 1 0.494759753186673 0 2 -3.20893130791554 -3.22557222298265 -1.56409867214701 1 0 0 3 2 1 2.58571229376947
"1667" 0 0 1 -0.105160362470822 0 1 -4.93876655344607 -3.08281182827067 -3.77598706767658 0 0 0 3 1 2 -0.503938212846101
"1668" 0 1 2 0.364085836540341 1 0 -2.71921672334793 -3.14285658104306 -3.73624028984836 0 0 0 3 1 2 0.596229271338869
"1669" 0 0 1 0.284827231462895 1 1 -2.71847307466059 -0.793421590945848 -2.77051264436293 0 1 0 2 0 0 1.43628559792631
"1670" 0 0 0 -0.202797424979657 1 1 -3.99636415485644 -1.83787128778234 -4.04522159414627 0 0 0 2 4 5 0.204928367750116
"1671" 1 1 2 0.599142007522408 0 2 -2.74664705242025 -2.18719435274357 -1.03434210876298 0 0 0 3 3 1 0.350632758515786
"1672" 0 0 2 0.217391304263116 1 2 -2.8981347026071 -1.93038280400349 -2.91097928441184 0 0 0 4 0 4 1.13199525153148
"1673" 0 1 0 -0.195809412939152 1 2 -4.14362625783041 -2.0986244752526 -3.82551435235527 0 0 0 8 1 5 -0.399143773180168
"1674" 1 0 1 0.734582507771793 1 0 -0.945965534234734 -2.23650638374318 -2.29378906861098 1 0 0 1 1 1 0.806106652554412
"1675" 1 1 2 0.777611966086788 0 0 -1.84204135820632 -3.53890221844446 -2.25827423824418 1 0 0 3 4 2 0.955289660205175
"1676" 1 1 2 0.680351768124934 1 2 -0.881326478681827 -0.550058747857055 -1.06684315880787 0 0 1 0 2 0 0.767306356958613
"1677" 0 0 1 0.11483422604348 0 2 -4.52592055867383 -3.24541131994615 -2.55440079984131 0 0 0 4 6 4 0.947424027584351
"1678" 0 0 2 0.0863262420349896 1 0 -3.42594379324761 -3.45483785540423 -4.77005181481601 0 0 0 4 2 6 0.912356023429008
"1679" 0 1 0 -0.262077539492607 1 2 -3.74097412864374 -1.774334456819 -3.62251254856169 0 0 0 3 1 3 -0.0874852088177729
"1680" 0 1 2 0.277650647185528 0 2 -4.02475415179531 -3.03606117960491 -2.41294794227721 0 0 0 6 3 2 0.585411830787558
"1681" 0 1 0 0.194807193995089 1 2 -3.08720341199562 -1.89985287950855 -2.52381079793392 0 0 0 2 2 1 1.24543257751559
"1682" 0 0 2 -0.139108048512248 1 2 -3.7747089453358 -1.95542703537891 -3.64178488000197 0 1 0 5 0 5 0.266263158695967
"1683" 1 1 0 0.79105365675085 1 2 -0.788010088142015 -0.981258208042498 -0.595583117745445 0 0 1 3 2 2 1.69078378299994
"1684" 1 0 2 0.632404523315816 0 0 -3.27162354622667 -3.9903544055459 -2.62761578430353 1 0 0 5 4 7 -0.12393143863282
"1685" 1 1 2 0.54002470696846 1 0 -1.17235155402277 -1.8713983951439 -2.40356790512569 0 0 0 0 2 1 0.615013641454796
"1686" 1 0 1 0.81741486340186 0 2 -2.45288997804816 -2.43981176093132 -0.6048128783576 0 0 0 0 4 0 1.44676651480086
"1687" 0 0 1 0.0316270385455191 1 1 -3.44162495784357 -1.21210111870025 -3.46606099701369 0 0 0 2 1 6 -0.188583863801987
"1688" 1 1 2 0.907863060918128 1 1 -0.505588164188982 -0.0694663845056246 -0.990216436683712 1 0 0 3 0 0 1.85061622769074
"1689" 0 1 0 0.723978060704055 1 2 -1.82759126007232 -1.61852110014194 -1.24456168023729 0 0 0 2 2 1 3.89809778452208
"1690" 0 1 0 0.0958496518431866 0 1 -4.33149631856755 -2.89008235010668 -3.2957479496709 0 0 0 9 3 1 1.60877656489292
"1691" 0 1 1 0.477150717473531 0 2 -3.29920308529783 -2.6198707132982 -1.82314194043079 0 0 0 3 5 1 1.65216254028384
"1692" 1 1 0 0.391773887254834 1 2 -1.63544937100205 -0.888401728156783 -1.92784463983709 0 0 1 0 0 2 0.193821211786091
"1693" 1 0 2 0.476583264951764 0 0 -3.24480563383108 -4.35601355558956 -2.91694458608142 0 0 0 1 4 3 -0.275392857959166
"1694" 0 1 1 0.515316203408562 0 1 -3.02731694863631 -1.95812965594162 -2.03000946128993 0 0 0 3 3 2 2.24499528183804
"1695" 0 1 0 0.195059718197447 1 2 -3.04017841744562 -1.99146907308647 -2.52983868022607 0 0 0 1 1 5 1.95928658791358
"1696" 1 1 1 0.704330628520983 0 2 -2.6253297085176 -2.3930723023391 -0.748996497438446 0 0 0 4 2 1 -0.392980409722473
"1697" 0 0 2 0.0828048155169748 0 0 -4.50084169330627 -4.41668669938371 -4.56769874212595 0 0 0 1 6 8 0.672261009637014
"1698" 1 0 0 0.512934803036036 1 1 -1.63034786152643 -0.551954694881728 -1.75522843744964 0 0 0 1 0 0 1.53807554716049
"1699" 0 0 1 0.345399889255126 0 1 -3.83910728557048 -2.65518094216477 -2.39835614348484 0 1 0 5 2 2 1.48889415115722
"1700" 1 0 0 0.552326730794438 1 0 -1.30999340142035 -2.11030406988081 -3.19284102836412 0 0 0 2 3 2 0.848670658494256
"1701" 0 1 2 0.316103050313322 1 1 -2.308351991523 -1.27686754365342 -2.25911072333153 0 0 0 1 0 4 1.57113601848293
"1702" 0 1 1 0.441671411466454 1 2 -1.8469515573758 -1.60210239007347 -1.72980990429291 1 0 1 1 1 2 1.9248715142197
"1703" 0 0 2 0.403578033713306 0 1 -3.79847893667571 -2.75314201608744 -2.34855790499634 0 0 0 2 5 3 1.5652857570821
"1704" 1 0 2 0.359295165350596 1 0 -1.64671777871779 -2.50738028440856 -3.3468137012388 0 0 0 3 1 4 -0.607721755752759
"1705" 0 1 1 0.264186472555599 0 2 -3.67180123025666 -3.10867623734261 -2.41034696955874 0 0 0 4 2 2 0.755668516534463
"1706" 0 0 1 -0.311065135448783 1 0 -4.42513055626807 -3.44944760775335 -5.36334446343902 0 0 0 4 5 1 -1.33744775613535
"1707" 0 1 1 0.217568855376017 1 0 -2.44245660780622 -2.88809131911857 -4.06559703745694 0 0 0 6 1 4 0.0441671515842159
"1708" 0 1 0 0.183908363515617 1 0 -3.06792034184805 -3.27191349643903 -4.36374587716846 0 0 0 3 0 7 0.560642355515093
"1709" 0 0 1 -0.209190949071895 0 1 -5.16693941002907 -3.02815087496658 -3.65522235276897 0 0 0 7 4 3 -1.24286198988549
"1710" 1 1 0 0.729002237121491 0 2 -2.33382005098022 -2.27025425437305 -0.614696601201031 0 1 1 3 3 1 1.81974590746451
"1711" 0 0 1 0.328719264913997 0 2 -4.1956963199288 -3.4878361802012 -2.09240988522853 1 0 1 1 3 2 1.64529582789781
"1712" 0 1 1 0.30249311110276 0 0 -3.76581481633699 -4.11478217525589 -3.61304728916265 0 0 0 6 3 4 1.28412320263236
"1713" 1 0 1 0.683578593211443 0 1 -2.30721833058449 -2.01954316068398 -1.22703555934862 0 0 0 6 0 1 1.02003721537137
"1714" 0 1 1 0.624509193525044 1 0 -1.88046403267378 -2.96379126808974 -2.98264986845314 0 0 0 1 0 1 1.89434928546835
"1715" 0 1 2 0.416525884402583 0 2 -3.27100019998194 -3.08336127132495 -1.85971571592653 0 0 0 3 4 1 1.96474087720987
"1716" 1 1 1 0.971517067148755 1 2 -0.124013019986985 -0.276185616841626 0.0821458617206356 0 0 1 0 2 0 1.20203919128804
"1717" 0 1 2 0.529181310958641 1 1 -2.43446085058436 -1.06148810194515 -2.09538981353475 0 0 0 3 2 3 1.51896553066725
"1718" 0 0 0 -0.129271260494182 0 0 -5.3633283730902 -4.73328370081578 -4.80015165852627 0 0 0 6 3 5 0.423667701681794
"1719" 0 1 1 0.0117864881285506 0 2 -4.28063318020189 -2.67282063728355 -2.86400496222952 0 0 0 6 4 2 0.237859915135082
"1720" 0 1 2 0.136164971939126 0 0 -4.55591545161099 -4.38166959573201 -4.14395696135689 0 0 0 3 4 7 0.773689152367459
"1721" 1 1 1 1.36072787631681 1 2 1.09377691229016 -0.113556772350262 0.931289975080428 0 0 0 2 0 1 2.93193670840315
"1722" 0 0 0 -0.0860349575097999 0 0 -4.98018587260384 -5.15076748294424 -5.29091871865625 0 0 0 5 6 6 0.750837817687894
"1723" 0 1 0 0.0530810326538991 0 2 -4.54662465428328 -3.47707340066888 -2.87595170837898 0 0 0 7 5 4 0.584392318968331
"1724" 0 1 0 0.130508799752437 1 0 -2.92080271537119 -3.07696663352681 -4.22004386162579 0 0 0 2 1 1 1.85467681481623
"1725" 0 0 1 0.621379733795363 1 2 -1.42971047841312 -1.46340145630643 -1.78594277913073 0 0 0 2 4 0 3.21104414777518
"1726" 1 1 1 1.07557180165723 1 2 0.335113054820162 -0.80438653778043 0.129362416566413 1 0 1 0 1 1 1.9153520054898
"1727" 0 0 2 0.213578391167153 1 1 -3.10829762355226 -1.16098807000491 -2.50674672437177 0 0 1 4 0 2 1.25931651521923
"1728" 0 1 0 -0.0476671222326963 1 2 -3.62510079584022 -2.14978232583755 -3.48591447193256 0 1 0 7 1 1 0.641293586084824
"1729" 0 1 1 0.707845964803905 0 1 -2.58865723353328 -2.1564342884392 -1.67886002908303 0 0 1 2 3 1 2.78519696322328
"1730" 0 0 1 0.384218410020883 0 1 -3.63258186416989 -2.68115893980193 -3.07436942235809 0 0 0 2 3 3 1.21185979886483
"1731" 0 0 2 0.0054199973413441 1 1 -3.62256140579122 -1.22697534062045 -3.66969024192581 0 0 0 3 1 0 0.143797394386286
"1732" 1 1 2 0.943754576121738 0 2 -1.91508200639814 -2.21918553229231 0.174715225962707 0 0 0 2 4 0 1.8565207288623
"1733" 0 0 2 -0.0529952439098969 0 0 -4.88758006647869 -5.02134980847527 -5.09908645540166 0 0 0 2 5 3 -1.43539026523673
"1734" 0 0 2 -0.0615335022317243 1 2 -3.62196922665115 -2.28414255411915 -3.24799282804007 0 1 0 4 2 3 -0.504110656125859
"1735" 0 0 0 -0.417613435265842 0 0 -5.65424971229728 -5.1933157581278 -5.78105313337302 0 0 0 13 10 5 -0.817141501555086
"1736" 1 0 0 0.406085015193729 1 0 -2.23226850892021 -2.47733364956961 -3.03117486579539 1 0 0 3 2 1 0.921147600807231
"1737" 0 0 0 -0.0433430766616157 1 2 -3.96599439229284 -2.32919550055039 -3.53204736958483 0 0 0 6 0 3 1.46515405092447
"1738" 1 1 1 0.773883467003281 1 0 -0.478333069159123 -1.43868865671948 -1.74114715165651 0 0 0 0 1 1 1.05539883749641
"1739" 0 0 2 0.466150519522456 1 2 -2.74318934884796 -2.13083209631121 -2.11184018301967 0 0 0 2 2 2 1.46673716526682
"1740" 0 0 2 -0.000191908060946225 1 1 -3.56654550199051 -1.66985994557668 -3.92936482555661 0 0 0 7 1 4 -0.367401283130203
"1741" 0 1 1 0.664928027141436 1 2 -1.54499938456334 -1.47156418803827 -1.23411852745684 0 0 0 0 0 1 1.84051018854313
"1742" 0 0 0 -0.142327470468726 0 0 -5.14267166346032 -4.9396236771836 -5.09569979572827 0 0 0 8 5 7 1.00483107850914
"1743" 0 1 2 0.261213441869205 1 1 -2.89427396231576 -1.34955324501064 -3.0156415549239 0 0 0 5 1 1 0.505449759295914
"1744" 0 0 0 -0.41865135691135 0 0 -5.9529178167999 -5.337800573724 -5.45280891005462 0 0 0 5 5 3 -0.498904351219917
"1745" 0 1 0 -0.0294269424920735 1 1 -3.67496360335892 -1.5440760773065 -3.66405319919731 0 1 0 4 2 5 -0.240635372532688
"1746" 0 1 2 0.18845080073749 0 1 -3.78803593455526 -2.66574450568343 -2.75233629236764 0 0 1 3 3 2 0.378127059406274
"1747" 1 0 2 0.468804186453957 0 1 -2.78990738031398 -2.0851083223716 -2.16010880660956 0 0 0 2 1 0 0.408232696048051
"1748" 1 1 2 0.542024703548741 1 1 -1.29541568728986 0.0397689387418188 -1.17483879817349 0 1 0 1 0 2 0.58274587991489
"1749" 0 1 0 -0.0816379510169657 0 1 -4.98698841166052 -2.89726032044908 -3.80741008274836 0 0 0 2 4 2 0.336468122738663
"1750" 0 1 0 0.0368438546308137 0 2 -4.52280930843862 -3.35248894637213 -3.09710790163077 0 0 0 9 5 5 0.565109376590457
"1751" 0 0 0 -0.373953384112815 0 2 -5.6175551688664 -3.95294139965394 -4.78183202964168 0 0 0 4 1 7 -1.05308537450321
"1752" 0 0 2 0.696979052613645 1 2 -2.47906254060503 -1.59372091163343 -1.90365092848038 0 1 0 3 2 0 2.02680566614324
"1753" 0 1 1 0.314851458789436 0 2 -3.30239723139928 -2.82343967100039 -2.30217222576118 0 0 0 2 3 1 1.24695952249509
"1754" 1 0 1 0.965532995934046 1 1 -0.613241545417225 -0.202282153517667 -0.664282389628611 0 1 1 2 0 0 2.20599526663113
"1755" 0 0 0 0.00846361010679728 0 1 -4.74744615986672 -3.28506960792365 -3.76443398610371 0 0 0 4 4 3 1.51186739911047
"1756" 1 0 2 0.642855555250972 1 0 -1.0965523499787 -2.09813324059351 -2.52172364943832 1 0 0 1 1 4 0.711045234173932
"1757" 0 0 0 0.112742710651964 1 0 -3.50089816646943 -3.49528145932879 -4.6732702419829 0 0 0 0 2 4 0.961105921493394
"1758" 1 1 1 0.932821196074245 1 2 -0.220214556317025 -0.7082941923115 0.217048080175996 1 0 0 0 1 0 1.13618452952968
"1759" 0 1 1 0.541650536140096 1 2 -1.68396142083961 -1.82146184636991 -1.55067027553798 0 0 0 4 2 1 1.52766728798353
"1760" 0 1 0 0.313300367551313 0 1 -3.97431313791063 -3.13698151656068 -2.73427215372912 0 0 0 6 4 1 1.91379579155727
"1761" 0 1 2 0.332950398714491 0 1 -4.18534001964875 -2.70079397368372 -2.45944859559114 0 0 0 8 2 4 0.939745465843152
"1762" 1 1 1 0.787154057784486 1 1 -0.572576805728595 0.237287653505722 -0.401579141463347 0 0 0 1 1 0 0.155020105022753
"1763" 1 0 0 0.317398842247458 1 1 -2.04886789210654 -0.676147148269781 -2.1742439236384 1 1 0 2 0 3 -0.473898174327227
"1764" 1 0 0 0.312670080878106 1 0 -2.06516567025789 -2.46186585497761 -3.53504653538909 0 0 0 2 2 3 0.328921256951751
"1765" 0 1 2 -0.116225523146299 0 2 -4.68932567850389 -3.23971116305741 -3.33989080691634 0 0 0 5 6 4 -0.622720844491246
"1766" 1 0 0 0.417751595146616 1 2 -2.19612114539871 -1.13257499770749 -2.12986449361276 0 0 0 1 2 1 0.55242407935238
"1767" 1 1 0 0.460044142165073 1 0 -1.3826345454217 -2.11783712607368 -2.64580257930077 1 0 0 1 3 1 -0.0272584002819869
"1768" 0 1 0 0.336350406050579 1 1 -2.74300110545603 -1.15608037779385 -2.39939354606445 0 0 0 2 2 5 1.93228734185113
"1769" 0 0 0 -0.129787631477085 0 2 -4.97950458936177 -3.84732150553127 -3.63117699336692 0 0 0 7 1 6 0.211799568020016
"1770" 1 0 2 0.806690759745337 1 2 -1.09391146118327 -1.32710056682183 -0.86449170711266 0 0 0 1 1 0 0.898848035082806
"1771" 0 1 0 0.0487431220384481 1 1 -3.45792226119592 -1.65601580757851 -3.11811103682256 0 0 0 4 1 6 0.777232525521229
"1772" 0 1 0 0.25299111544194 0 0 -4.22743039623289 -4.55422763141294 -4.2070886683387 0 0 0 5 0 7 0.895779710411168
"1773" 0 1 2 0.0288719119771615 1 0 -3.36642436968561 -2.78391771918759 -4.29049676532187 0 0 0 2 4 3 0.075425093488249
"1774" 0 1 0 -0.0563069686189342 1 0 -3.64394663430335 -2.8237637514212 -5.04061151978486 0 0 0 5 4 3 0.6510730679862
"1775" 0 0 2 0.574604930079729 1 2 -2.41874599636699 -1.91472646767857 -1.53373761801293 0 0 0 3 0 0 2.80632546822108
"1776" 0 1 1 0.705020375595877 1 1 -1.09566593473806 -1.08739927879716 -1.58430881794984 0 0 0 1 0 2 2.78155126470125
"1777" 0 1 0 0.0985174808846353 1 2 -3.35196082736213 -1.70556209520682 -2.64620473719738 0 1 0 2 5 1 1.78999190139011
"1778" 0 1 1 0.307453141454076 0 2 -3.62828252638775 -2.83916648779158 -2.44254961853605 0 0 0 1 4 2 1.27552501680502
"1779" 1 0 1 1.17252908762173 0 2 -1.54252611518378 -2.22239594117793 0.289981003169666 0 0 0 1 7 0 2.39199186654299
"1780" 0 1 1 0.506547187987337 1 2 -1.69703435355414 -1.35883134469933 -1.55040809030144 0 0 0 4 4 0 2.03767780586461
"1781" 0 0 2 0.154302499063488 1 1 -3.3177974447874 -1.37159953711968 -3.45396414276398 0 0 0 3 0 1 1.05744517056831
"1782" 1 0 2 0.60570613390079 0 1 -2.93194567914942 -2.14559602670686 -1.57579438438325 0 0 0 2 1 1 0.859579390079677
"1783" 0 1 1 0.749218833762688 0 0 -2.53550651141109 -4.28020017829316 -2.61269889390073 0 0 0 4 4 7 3.04032792942546
"1784" 0 1 0 -0.167136117825017 1 2 -3.78435823678987 -2.16456060085253 -3.34190676901623 0 0 0 3 2 7 0.853545439129468
"1785" 1 0 1 0.669592267029897 1 1 -1.06924857460933 -0.182176795623461 -0.972527029945925 1 1 0 1 0 0 1.59859719819852
"1786" 0 0 0 0.30402466613597 0 2 -4.02696191662778 -3.84905780416654 -2.84609164957472 0 0 0 9 4 2 1.71838699732528
"1787" 0 0 0 0.0775879083732427 0 2 -4.53371120722539 -3.87954206143364 -3.39620520631553 0 0 0 5 3 2 1.27389772700628
"1788" 1 1 2 1.24579443747481 1 2 -0.0087050790919137 -0.794588447578872 0.461146193637293 1 0 1 0 0 1 2.72770422430897
"1789" 1 1 1 1.24273605273928 1 2 0.149474702148417 -0.0672399051822285 0.607885402360425 0 0 1 0 0 1 2.77178784679709
"1790" 1 1 2 0.725266670667197 1 0 -0.835782981189934 -1.63732271968192 -1.95704076593251 0 1 0 2 4 1 1.37044879336011
"1791" 0 0 0 -0.362802272408712 0 1 -5.46904562283212 -3.18052889780934 -4.26512420439288 0 0 0 3 5 5 -0.432099600074442
"1792" 0 0 2 0.238239866610779 1 0 -3.26006865242888 -3.08129165932259 -4.13898659405668 0 0 0 3 6 4 2.08487982894476
"1793" 1 1 2 1.33700413870439 1 2 0.277285519164098 -0.421014986431694 1.04174409873487 0 0 1 1 1 2 3.38136102243038
"1794" 0 1 1 0.0820602493638806 0 0 -4.1007393145727 -4.37345057192214 -4.18846628886913 0 0 0 6 4 3 0.468306026867176
"1795" 0 1 2 0.124659201709237 1 1 -2.74807546859098 -1.2706375523522 -2.94387650408006 0 0 0 1 1 3 1.07678655350652
"1796" 1 0 2 0.681317489717321 0 2 -2.86260445703983 -2.89983907160051 -0.720561719195981 0 0 1 5 2 0 1.148177174203
"1797" 0 1 0 -0.27779411673593 1 0 -4.09814003500472 -3.22161216313553 -5.17898616163741 0 0 0 5 2 7 -0.623586387154017
"1798" 0 0 0 0.00191162159329486 0 1 -4.87289127236637 -2.87997689708224 -3.30316974614906 0 0 0 1 1 4 2.33894486874779
"1799" 0 1 0 0.128753175647652 1 1 -3.2443282529862 -1.22077356240679 -3.37893000424129 0 0 0 4 0 1 0.747712541141232
"1800" 0 0 0 -0.269877221837151 0 0 -5.30991632555399 -4.8741630435271 -5.28291579553395 0 0 0 6 5 4 0.366386295165734
"1801" 0 0 2 0.379600512487774 0 1 -3.93020884816771 -2.76238999687712 -2.46747299824838 0 0 0 5 7 4 2.06730664819108
"1802" 1 1 2 1.07881963899623 0 1 -1.40691308971903 -2.38709149357465 -0.135138807976666 0 0 1 1 3 0 2.57467049011866
"1803" 0 1 1 0.536984380023352 1 0 -1.7897078920235 -2.70598055435526 -3.18540416083409 0 0 0 4 3 0 1.08438601084718
"1804" 0 1 2 0.650157589711946 1 2 -1.92760443204497 -1.83823900485904 -1.71729309080569 0 0 0 2 1 0 1.98569714857544
"1805" 1 1 1 0.668436515767218 1 2 -0.550797648642207 -0.755525466037333 -0.580140245923966 0 1 0 1 0 2 0.21834033756195
"1806" 0 1 2 0.629094869938547 1 2 -2.02943306229991 -1.42964845485747 -1.43031625872314 0 0 1 2 3 1 2.60175470712453
"1807" 0 0 2 -0.0172146263366902 1 2 -3.1601525017253 -2.21649758140232 -3.07705256725671 0 0 0 3 3 3 0.828104488530466
"1808" 0 0 0 -0.103957647074476 0 0 -5.0892611934118 -4.99786220797771 -5.1596675862056 0 0 0 9 4 4 0.385233804064869
"1809" 0 1 0 -0.0663231642740675 1 2 -3.59228282938711 -1.82043267781504 -3.21293130189105 0 0 0 4 2 5 0.577374356055568
"1810" 0 1 1 0.315364303852763 1 0 -2.11463853074886 -2.29976393941389 -3.55197201456714 0 0 0 2 1 4 1.49719696162229
"1811" 0 0 2 0.119983179981382 1 1 -3.29896708260251 -1.18035837351536 -3.3917658838571 0 0 0 2 0 3 0.544100992760651
"1812" 1 1 1 0.670215900468891 1 2 -1.0561539171177 -0.251202927426981 -0.514849729646007 1 1 0 3 1 1 0.247432527943271
"1813" 1 1 1 1.16420965116665 1 1 0.51776206106011 0.43621483050657 0.152425411933311 1 0 1 1 0 0 1.6916840610229
"1814" 0 1 2 0.561272253285048 0 1 -3.21727508310561 -2.37979367631774 -2.04930537016723 0 0 0 5 2 1 1.57083370597235
"1815" 0 1 2 0.271256885627791 1 1 -2.39021278699736 -1.26755058366806 -2.62143270923733 0 1 1 2 0 2 1.30843995772402
"1816" 0 0 2 0.249720075408099 0 2 -4.31699622609573 -3.2105265162552 -2.86381811822938 0 0 0 7 8 0 0.461428649102615
"1817" 0 1 0 0.0561115098764216 1 1 -3.02746391577037 -1.52078717844451 -3.14126182201228 0 1 0 0 0 0 1.30487964348445
"1818" 1 0 0 0.370975747829142 0 1 -3.24875532383507 -2.52638511837603 -2.1627250393295 0 0 0 8 4 2 -0.450791081665455
"1819" 0 0 2 0.487135996631322 1 2 -2.4555976259595 -1.48835573601064 -2.31803557078 0 0 0 4 2 2 2.18052916602291
"1820" 0 0 0 -0.43963773978154 0 0 -5.75516005475169 -5.27073551761094 -5.70624428299178 0 0 0 8 5 8 -0.734796657643672
"1821" 1 1 0 0.589998060812231 0 2 -2.63959908180294 -2.36994795302288 -0.828826681458741 0 0 0 2 1 1 1.47368371002789
"1822" 1 1 0 0.795753193686762 1 1 -0.812984058372757 0.22828637653851 -0.964794476837004 0 1 1 3 0 2 1.58861539599083
"1823" 0 1 1 0.408027792629411 1 0 -2.24199426821702 -2.65826582483828 -3.76181325310503 0 0 0 3 2 4 1.11946807748874
"1824" 0 1 0 -0.157859099089321 0 2 -4.9052650308918 -3.2739734348742 -3.82705377273825 0 0 0 7 6 4 0.112986614791965
"1825" 1 1 1 0.855397423981324 1 2 -0.45310316223933 -0.668589165653787 0.210481286688917 0 0 1 0 0 1 0.295762320494905
"1826" 1 1 1 0.74779399723593 1 0 -0.66446659331698 -1.93144753133343 -1.85936781000657 0 0 0 0 4 1 1.16286167016182
"1827" 0 1 2 0.417637668131268 0 2 -3.6234718368503 -3.38225777004438 -2.32025052318746 0 0 0 8 2 3 1.01359453582613
"1828" 1 1 2 1.04308519490806 1 2 -0.423018603828747 -0.491505287204911 0.579006586647499 1 0 1 0 1 0 2.08203830198287
"1829" 0 1 2 0.393155643072866 0 2 -3.7128087958479 -3.41479292037844 -2.20028822990518 0 0 0 4 3 2 0.613616606463061
"1830" 0 1 0 -0.266489624916421 0 0 -5.35929222605828 -4.75911063249051 -5.16656876433505 0 0 0 8 2 2 0.163978626511198
"1831" 0 0 0 -0.497594011435058 0 1 -6.21298731292684 -3.03165336507424 -4.72826779014113 0 0 0 3 3 4 -0.652187624598679
"1832" 0 1 1 0.430392411881858 0 0 -2.86478297349927 -4.13006003042341 -3.29307874514455 0 0 0 5 4 2 2.10598131370874
"1833" 1 0 0 0.765264581672493 0 0 -2.518360757788 -4.02044736109566 -2.56460072212965 0 1 0 1 3 0 1.99787961177845
"1834" 1 0 2 0.373447496208003 0 1 -3.61207790059818 -2.68495744450346 -2.25557596597571 0 0 0 0 2 2 0.129582364397625
"1835" 1 1 2 0.708086791427446 1 1 -0.681707678756322 -0.108175640939661 -1.05485003191049 0 0 1 0 1 0 0.555094516781538
"1836" 0 1 1 0.415981624711351 1 2 -2.15751146294601 -1.47487996793719 -2.1341783709908 0 0 0 2 1 2 0.74640926426894
"1837" 1 1 1 0.997612497400426 1 2 -0.0794950770283178 -0.183052183155346 -0.00742959455382347 0 0 0 0 1 0 1.72972085087843
"1838" 1 0 1 0.639480049024709 1 1 -1.64425541381419 -0.495294947741177 -1.71749464264652 0 1 1 0 0 1 0.502891200259104
"1839" 0 1 0 -0.432209034237465 1 0 -4.68651948675966 -3.5442674976291 -5.39300662450313 0 0 0 3 6 9 -1.16015494650001
"1840" 0 0 2 -0.254682484388021 0 1 -5.1865025630283 -3.39554881445075 -4.10106033056871 0 0 0 3 0 3 -0.528996207919525
"1841" 0 0 0 -0.199013828563982 1 0 -4.21701554308978 -3.36377412550727 -5.82267871781537 0 0 0 2 3 3 0.548659071978107
"1842" 1 1 2 0.689378064987517 1 0 -1.12481744323196 -1.77034698260427 -2.44479722829378 1 0 0 0 3 1 1.5977442050504
"1843" 1 1 1 0.907312695814706 0 2 -1.81026910233968 -1.83095914670378 0.0453597926565052 0 0 0 0 1 0 1.64884615958331
"1844" 0 0 2 -0.166894805224869 0 0 -5.41569480081069 -5.04270554463826 -5.07185413591998 0 0 0 3 5 4 -0.217731161330682
"1845" 0 0 2 0.145005944379562 0 1 -4.64381481764485 -3.21345995209522 -3.33162941245531 0 0 0 5 4 3 0.147200659533902
"1846" 1 0 1 1.04319557782833 0 1 -1.60084640240676 -1.88669784470761 -0.162754716477915 0 0 0 5 2 1 2.47036827239069
"1847" 0 0 1 0.634846363528678 0 2 -3.40190416186109 -3.21075598740138 -1.60736142470524 0 0 0 5 2 2 2.38258997184739
"1848" 0 0 2 0.222218604321775 0 1 -4.25236074071119 -2.779524473222 -2.96779105029436 0 0 0 3 4 3 1.03679520771513
